i,j,fij
1,2,-16
1,3,-20
1,4,-18
1,5,-19
1,6,-27
1,7,-36
1,8,-38
1,9,-37
1,10,-44
1,11,-45
1,12,-41
1,13,-42
1,14,-42
1,15,-44
1,16,-45
1,17,-46
1,18,-47
1,19,-45
1,20,-52
2,3,-4
2,4,-2
2,5,-3
2,6,-11
2,7,-20
2,8,-22
2,9,-21
2,10,-28
2,11,-29
2,12,-25
2,13,-26
2,14,-26
2,15,-28
2,16,-29
2,17,-30
2,18,-31
2,19,-29
2,20,-36
3,4,2
3,5,1
3,6,-7
3,7,-16
3,8,-18
3,9,-17
3,10,-24
3,11,-25
3,12,-21
3,13,-22
3,14,-22
3,15,-24
3,16,-25
3,17,-26
3,18,-27
3,19,-25
3,20,-32
4,5,-1
4,6,-9
4,7,-18
4,8,-20
4,9,-19
4,10,-26
4,11,-27
4,12,-23
4,13,-24
4,14,-24
4,15,-26
4,16,-27
4,17,-28
4,18,-29
4,19,-27
4,20,-34
5,6,-8
5,7,-17
5,8,-19
5,9,-18
5,10,-25
5,11,-26
5,12,-22
5,13,-23
5,14,-23
5,15,-25
5,16,-26
5,17,-27
5,18,-28
5,19,-26
5,20,-33
6,7,-9
6,8,-11
6,9,-10
6,10,-17
6,11,-18
6,12,-14
6,13,-15
6,14,-15
6,15,-17
6,16,-18
6,17,-19
6,18,-20
6,19,-18
6,20,-25
7,8,-2
7,9,-1
7,10,-8
7,11,-9
7,12,-5
7,13,-6
7,14,-6
7,15,-8
7,16,-9
7,17,-10
7,18,-11
7,19,-9
7,20,-16
8,9,1
8,10,-6
8,11,-7
8,12,-3
8,13,-4
8,14,-4
8,15,-6
8,16,-7
8,17,-8
8,18,-9
8,19,-7
8,20,-14
9,10,-7
9,11,-8
9,12,-4
9,13,-5
9,14,-5
9,15,-7
9,16,-8
9,17,-9
9,18,-10
9,19,-8
9,20,-15
10,11,-1
10,12,3
10,13,2
10,14,2
10,15,0
10,16,-1
10,17,-2
10,18,-3
10,19,-1
10,20,-8
11,12,4
11,13,3
11,14,3
11,15,1
11,16,0
11,17,-1
11,18,-2
11,19,0
11,20,-7
12,13,-1
12,14,-1
12,15,-3
12,16,-4
12,17,-5
12,18,-6
12,19,-4
12,20,-11
13,14,0
13,15,-2
13,16,-3
13,17,-4
13,18,-5
13,19,-3
13,20,-10
14,15,-2
14,16,-3
14,17,-4
14,18,-5
14,19,-3
14,20,-10
15,16,-1
15,17,-2
15,18,-3
15,19,-1
15,20,-8
16,17,-1
16,18,-2
16,19,0
16,20,-7
17,18,-1
17,19,1
17,20,-6
18,19,2
18,20,-5
19,20,-7
