i,j,fij
1,2,2
1,3,-3
1,4,0
1,5,-1
1,6,-4
1,7,-3
1,8,-3
1,9,-4
1,10,-4
1,11,-7
1,12,-7
1,13,-7
1,14,-2
1,15,-6
1,16,0
1,17,-2
1,18,-3
1,19,-3
1,20,0
2,3,-5
2,4,-2
2,5,-3
2,6,-6
2,7,-5
2,8,-5
2,9,-6
2,10,-6
2,11,-9
2,12,-9
2,13,-9
2,14,-4
2,15,-8
2,16,-2
2,17,-4
2,18,-5
2,19,-5
2,20,-2
3,4,3
3,5,2
3,6,-1
3,7,0
3,8,0
3,9,-1
3,10,-1
3,11,-4
3,12,-4
3,13,-4
3,14,1
3,15,-3
3,16,3
3,17,1
3,18,0
3,19,0
3,20,3
4,5,-1
4,6,-4
4,7,-3
4,8,-3
4,9,-4
4,10,-4
4,11,-7
4,12,-7
4,13,-7
4,14,-2
4,15,-6
4,16,0
4,17,-2
4,18,-3
4,19,-3
4,20,0
5,6,-3
5,7,-2
5,8,-2
5,9,-3
5,10,-3
5,11,-6
5,12,-6
5,13,-6
5,14,-1
5,15,-5
5,16,1
5,17,-1
5,18,-2
5,19,-2
5,20,1
6,7,1
6,8,1
6,9,0
6,10,0
6,11,-3
6,12,-3
6,13,-3
6,14,2
6,15,-2
6,16,4
6,17,2
6,18,1
6,19,1
6,20,4
7,8,0
7,9,-1
7,10,-1
7,11,-4
7,12,-4
7,13,-4
7,14,1
7,15,-3
7,16,3
7,17,1
7,18,0
7,19,0
7,20,3
8,9,-1
8,10,-1
8,11,-4
8,12,-4
8,13,-4
8,14,1
8,15,-3
8,16,3
8,17,1
8,18,0
8,19,0
8,20,3
9,10,0
9,11,-3
9,12,-3
9,13,-3
9,14,2
9,15,-2
9,16,4
9,17,2
9,18,1
9,19,1
9,20,4
10,11,-3
10,12,-3
10,13,-3
10,14,2
10,15,-2
10,16,4
10,17,2
10,18,1
10,19,1
10,20,4
11,12,0
11,13,0
11,14,5
11,15,1
11,16,7
11,17,5
11,18,4
11,19,4
11,20,7
12,13,0
12,14,5
12,15,1
12,16,7
12,17,5
12,18,4
12,19,4
12,20,7
13,14,5
13,15,1
13,16,7
13,17,5
13,18,4
13,19,4
13,20,7
14,15,-4
14,16,2
14,17,0
14,18,-1
14,19,-1
14,20,2
15,16,6
15,17,4
15,18,3
15,19,3
15,20,6
16,17,-2
16,18,-3
16,19,-3
16,20,0
17,18,-1
17,19,-1
17,20,2
18,19,0
18,20,3
19,20,3
