i,j,fij
1,2,-11
1,3,-18
1,4,-18
1,5,-14
1,6,-19
1,7,-18
1,8,-27
1,9,-23
1,10,-34
1,11,-35
1,12,-33
1,13,-35
1,14,-27
1,15,-32
1,16,-31
1,17,-31
1,18,-33
1,19,-37
1,20,-35
2,3,-7
2,4,-7
2,5,-3
2,6,-8
2,7,-7
2,8,-16
2,9,-12
2,10,-23
2,11,-24
2,12,-22
2,13,-24
2,14,-16
2,15,-21
2,16,-20
2,17,-20
2,18,-22
2,19,-26
2,20,-24
3,4,0
3,5,4
3,6,-1
3,7,0
3,8,-9
3,9,-5
3,10,-16
3,11,-17
3,12,-15
3,13,-17
3,14,-9
3,15,-14
3,16,-13
3,17,-13
3,18,-15
3,19,-19
3,20,-17
4,5,4
4,6,-1
4,7,0
4,8,-9
4,9,-5
4,10,-16
4,11,-17
4,12,-15
4,13,-17
4,14,-9
4,15,-14
4,16,-13
4,17,-13
4,18,-15
4,19,-19
4,20,-17
5,6,-5
5,7,-4
5,8,-13
5,9,-9
5,10,-20
5,11,-21
5,12,-19
5,13,-21
5,14,-13
5,15,-18
5,16,-17
5,17,-17
5,18,-19
5,19,-23
5,20,-21
6,7,1
6,8,-8
6,9,-4
6,10,-15
6,11,-16
6,12,-14
6,13,-16
6,14,-8
6,15,-13
6,16,-12
6,17,-12
6,18,-14
6,19,-18
6,20,-16
7,8,-9
7,9,-5
7,10,-16
7,11,-17
7,12,-15
7,13,-17
7,14,-9
7,15,-14
7,16,-13
7,17,-13
7,18,-15
7,19,-19
7,20,-17
8,9,4
8,10,-7
8,11,-8
8,12,-6
8,13,-8
8,14,0
8,15,-5
8,16,-4
8,17,-4
8,18,-6
8,19,-10
8,20,-8
9,10,-11
9,11,-12
9,12,-10
9,13,-12
9,14,-4
9,15,-9
9,16,-8
9,17,-8
9,18,-10
9,19,-14
9,20,-12
10,11,-1
10,12,1
10,13,-1
10,14,7
10,15,2
10,16,3
10,17,3
10,18,1
10,19,-3
10,20,-1
11,12,2
11,13,0
11,14,8
11,15,3
11,16,4
11,17,4
11,18,2
11,19,-2
11,20,0
12,13,-2
12,14,6
12,15,1
12,16,2
12,17,2
12,18,0
12,19,-4
12,20,-2
13,14,8
13,15,3
13,16,4
13,17,4
13,18,2
13,19,-2
13,20,0
14,15,-5
14,16,-4
14,17,-4
14,18,-6
14,19,-10
14,20,-8
15,16,1
15,17,1
15,18,-1
15,19,-5
15,20,-3
16,17,0
16,18,-2
16,19,-6
16,20,-4
17,18,-2
17,19,-6
17,20,-4
18,19,-4
18,20,-2
19,20,2
