i,j,fij
1,2,0
1,3,-5
1,4,-5
1,5,-3
1,6,-6
1,7,-7
1,8,-9
1,9,-12
1,10,-7
1,11,-16
1,12,-13
1,13,-12
1,14,-5
1,15,-9
1,16,-7
1,17,-8
1,18,-11
1,19,-11
1,20,-8
2,3,-5
2,4,-5
2,5,-3
2,6,-6
2,7,-7
2,8,-9
2,9,-12
2,10,-7
2,11,-16
2,12,-13
2,13,-12
2,14,-5
2,15,-9
2,16,-7
2,17,-8
2,18,-11
2,19,-11
2,20,-8
3,4,0
3,5,2
3,6,-1
3,7,-2
3,8,-4
3,9,-7
3,10,-2
3,11,-11
3,12,-8
3,13,-7
3,14,0
3,15,-4
3,16,-2
3,17,-3
3,18,-6
3,19,-6
3,20,-3
4,5,2
4,6,-1
4,7,-2
4,8,-4
4,9,-7
4,10,-2
4,11,-11
4,12,-8
4,13,-7
4,14,0
4,15,-4
4,16,-2
4,17,-3
4,18,-6
4,19,-6
4,20,-3
5,6,-3
5,7,-4
5,8,-6
5,9,-9
5,10,-4
5,11,-13
5,12,-10
5,13,-9
5,14,-2
5,15,-6
5,16,-4
5,17,-5
5,18,-8
5,19,-8
5,20,-5
6,7,-1
6,8,-3
6,9,-6
6,10,-1
6,11,-10
6,12,-7
6,13,-6
6,14,1
6,15,-3
6,16,-1
6,17,-2
6,18,-5
6,19,-5
6,20,-2
7,8,-2
7,9,-5
7,10,0
7,11,-9
7,12,-6
7,13,-5
7,14,2
7,15,-2
7,16,0
7,17,-1
7,18,-4
7,19,-4
7,20,-1
8,9,-3
8,10,2
8,11,-7
8,12,-4
8,13,-3
8,14,4
8,15,0
8,16,2
8,17,1
8,18,-2
8,19,-2
8,20,1
9,10,5
9,11,-4
9,12,-1
9,13,0
9,14,7
9,15,3
9,16,5
9,17,4
9,18,1
9,19,1
9,20,4
10,11,-9
10,12,-6
10,13,-5
10,14,2
10,15,-2
10,16,0
10,17,-1
10,18,-4
10,19,-4
10,20,-1
11,12,3
11,13,4
11,14,11
11,15,7
11,16,9
11,17,8
11,18,5
11,19,5
11,20,8
12,13,1
12,14,8
12,15,4
12,16,6
12,17,5
12,18,2
12,19,2
12,20,5
13,14,7
13,15,3
13,16,5
13,17,4
13,18,1
13,19,1
13,20,4
14,15,-4
14,16,-2
14,17,-3
14,18,-6
14,19,-6
14,20,-3
15,16,2
15,17,1
15,18,-2
15,19,-2
15,20,1
16,17,-1
16,18,-4
16,19,-4
16,20,-1
17,18,-3
17,19,-3
17,20,0
18,19,0
18,20,3
19,20,3
