i,j,fij
1,2,-8
1,3,-11
1,4,-12
1,5,-9
1,6,-12
1,7,-12
1,8,-22
1,9,-21
1,10,-20
1,11,-29
1,12,-21
1,13,-25
1,14,-16
1,15,-18
1,16,-19
1,17,-21
1,18,-21
1,19,-26
1,20,-24
2,3,-3
2,4,-4
2,5,-1
2,6,-4
2,7,-4
2,8,-14
2,9,-13
2,10,-12
2,11,-21
2,12,-13
2,13,-17
2,14,-8
2,15,-10
2,16,-11
2,17,-13
2,18,-13
2,19,-18
2,20,-16
3,4,-1
3,5,2
3,6,-1
3,7,-1
3,8,-11
3,9,-10
3,10,-9
3,11,-18
3,12,-10
3,13,-14
3,14,-5
3,15,-7
3,16,-8
3,17,-10
3,18,-10
3,19,-15
3,20,-13
4,5,3
4,6,0
4,7,0
4,8,-10
4,9,-9
4,10,-8
4,11,-17
4,12,-9
4,13,-13
4,14,-4
4,15,-6
4,16,-7
4,17,-9
4,18,-9
4,19,-14
4,20,-12
5,6,-3
5,7,-3
5,8,-13
5,9,-12
5,10,-11
5,11,-20
5,12,-12
5,13,-16
5,14,-7
5,15,-9
5,16,-10
5,17,-12
5,18,-12
5,19,-17
5,20,-15
6,7,0
6,8,-10
6,9,-9
6,10,-8
6,11,-17
6,12,-9
6,13,-13
6,14,-4
6,15,-6
6,16,-7
6,17,-9
6,18,-9
6,19,-14
6,20,-12
7,8,-10
7,9,-9
7,10,-8
7,11,-17
7,12,-9
7,13,-13
7,14,-4
7,15,-6
7,16,-7
7,17,-9
7,18,-9
7,19,-14
7,20,-12
8,9,1
8,10,2
8,11,-7
8,12,1
8,13,-3
8,14,6
8,15,4
8,16,3
8,17,1
8,18,1
8,19,-4
8,20,-2
9,10,1
9,11,-8
9,12,0
9,13,-4
9,14,5
9,15,3
9,16,2
9,17,0
9,18,0
9,19,-5
9,20,-3
10,11,-9
10,12,-1
10,13,-5
10,14,4
10,15,2
10,16,1
10,17,-1
10,18,-1
10,19,-6
10,20,-4
11,12,8
11,13,4
11,14,13
11,15,11
11,16,10
11,17,8
11,18,8
11,19,3
11,20,5
12,13,-4
12,14,5
12,15,3
12,16,2
12,17,0
12,18,0
12,19,-5
12,20,-3
13,14,9
13,15,7
13,16,6
13,17,4
13,18,4
13,19,-1
13,20,1
14,15,-2
14,16,-3
14,17,-5
14,18,-5
14,19,-10
14,20,-8
15,16,-1
15,17,-3
15,18,-3
15,19,-8
15,20,-6
16,17,-2
16,18,-2
16,19,-7
16,20,-5
17,18,0
17,19,-5
17,20,-3
18,19,-5
18,20,-3
19,20,2
