i,j,fij
1,2,-13
1,3,-20
1,4,-18
1,5,-19
1,6,-24
1,7,-33
1,8,-38
1,9,-34
1,10,-44
1,11,-42
1,12,-38
1,13,-42
1,14,-39
1,15,-42
1,16,-45
1,17,-43
1,18,-45
1,19,-45
1,20,-49
2,3,-7
2,4,-5
2,5,-6
2,6,-11
2,7,-20
2,8,-25
2,9,-21
2,10,-31
2,11,-29
2,12,-25
2,13,-29
2,14,-26
2,15,-29
2,16,-32
2,17,-30
2,18,-32
2,19,-32
2,20,-36
3,4,2
3,5,1
3,6,-4
3,7,-13
3,8,-18
3,9,-14
3,10,-24
3,11,-22
3,12,-18
3,13,-22
3,14,-19
3,15,-22
3,16,-25
3,17,-23
3,18,-25
3,19,-25
3,20,-29
4,5,-1
4,6,-6
4,7,-15
4,8,-20
4,9,-16
4,10,-26
4,11,-24
4,12,-20
4,13,-24
4,14,-21
4,15,-24
4,16,-27
4,17,-25
4,18,-27
4,19,-27
4,20,-31
5,6,-5
5,7,-14
5,8,-19
5,9,-15
5,10,-25
5,11,-23
5,12,-19
5,13,-23
5,14,-20
5,15,-23
5,16,-26
5,17,-24
5,18,-26
5,19,-26
5,20,-30
6,7,-9
6,8,-14
6,9,-10
6,10,-20
6,11,-18
6,12,-14
6,13,-18
6,14,-15
6,15,-18
6,16,-21
6,17,-19
6,18,-21
6,19,-21
6,20,-25
7,8,-5
7,9,-1
7,10,-11
7,11,-9
7,12,-5
7,13,-9
7,14,-6
7,15,-9
7,16,-12
7,17,-10
7,18,-12
7,19,-12
7,20,-16
8,9,4
8,10,-6
8,11,-4
8,12,0
8,13,-4
8,14,-1
8,15,-4
8,16,-7
8,17,-5
8,18,-7
8,19,-7
8,20,-11
9,10,-10
9,11,-8
9,12,-4
9,13,-8
9,14,-5
9,15,-8
9,16,-11
9,17,-9
9,18,-11
9,19,-11
9,20,-15
10,11,2
10,12,6
10,13,2
10,14,5
10,15,2
10,16,-1
10,17,1
10,18,-1
10,19,-1
10,20,-5
11,12,4
11,13,0
11,14,3
11,15,0
11,16,-3
11,17,-1
11,18,-3
11,19,-3
11,20,-7
12,13,-4
12,14,-1
12,15,-4
12,16,-7
12,17,-5
12,18,-7
12,19,-7
12,20,-11
13,14,3
13,15,0
13,16,-3
13,17,-1
13,18,-3
13,19,-3
13,20,-7
14,15,-3
14,16,-6
14,17,-4
14,18,-6
14,19,-6
14,20,-10
15,16,-3
15,17,-1
15,18,-3
15,19,-3
15,20,-7
16,17,2
16,18,0
16,19,0
16,20,-4
17,18,-2
17,19,-2
17,20,-6
18,19,0
18,20,-4
19,20,-4
