i,j,fij
1,2,-8
1,3,-16
1,4,-14
1,5,-11
1,6,-12
1,7,-15
1,8,-25
1,9,-23
1,10,-25
1,11,-31
1,12,-26
1,13,-30
1,14,-19
1,15,-23
1,16,-25
1,17,-24
1,18,-27
1,19,-31
1,20,-28
2,3,-8
2,4,-6
2,5,-3
2,6,-4
2,7,-7
2,8,-17
2,9,-15
2,10,-17
2,11,-23
2,12,-18
2,13,-22
2,14,-11
2,15,-15
2,16,-17
2,17,-16
2,18,-19
2,19,-23
2,20,-20
3,4,2
3,5,5
3,6,4
3,7,1
3,8,-9
3,9,-7
3,10,-9
3,11,-15
3,12,-10
3,13,-14
3,14,-3
3,15,-7
3,16,-9
3,17,-8
3,18,-11
3,19,-15
3,20,-12
4,5,3
4,6,2
4,7,-1
4,8,-11
4,9,-9
4,10,-11
4,11,-17
4,12,-12
4,13,-16
4,14,-5
4,15,-9
4,16,-11
4,17,-10
4,18,-13
4,19,-17
4,20,-14
5,6,-1
5,7,-4
5,8,-14
5,9,-12
5,10,-14
5,11,-20
5,12,-15
5,13,-19
5,14,-8
5,15,-12
5,16,-14
5,17,-13
5,18,-16
5,19,-20
5,20,-17
6,7,-3
6,8,-13
6,9,-11
6,10,-13
6,11,-19
6,12,-14
6,13,-18
6,14,-7
6,15,-11
6,16,-13
6,17,-12
6,18,-15
6,19,-19
6,20,-16
7,8,-10
7,9,-8
7,10,-10
7,11,-16
7,12,-11
7,13,-15
7,14,-4
7,15,-8
7,16,-10
7,17,-9
7,18,-12
7,19,-16
7,20,-13
8,9,2
8,10,0
8,11,-6
8,12,-1
8,13,-5
8,14,6
8,15,2
8,16,0
8,17,1
8,18,-2
8,19,-6
8,20,-3
9,10,-2
9,11,-8
9,12,-3
9,13,-7
9,14,4
9,15,0
9,16,-2
9,17,-1
9,18,-4
9,19,-8
9,20,-5
10,11,-6
10,12,-1
10,13,-5
10,14,6
10,15,2
10,16,0
10,17,1
10,18,-2
10,19,-6
10,20,-3
11,12,5
11,13,1
11,14,12
11,15,8
11,16,6
11,17,7
11,18,4
11,19,0
11,20,3
12,13,-4
12,14,7
12,15,3
12,16,1
12,17,2
12,18,-1
12,19,-5
12,20,-2
13,14,11
13,15,7
13,16,5
13,17,6
13,18,3
13,19,-1
13,20,2
14,15,-4
14,16,-6
14,17,-5
14,18,-8
14,19,-12
14,20,-9
15,16,-2
15,17,-1
15,18,-4
15,19,-8
15,20,-5
16,17,1
16,18,-2
16,19,-6
16,20,-3
17,18,-3
17,19,-7
17,20,-4
18,19,-4
18,20,-1
19,20,3
