i,j,fij
1,2,-8
1,3,-18
1,4,-14
1,5,-11
1,6,-15
1,7,-18
1,8,-25
1,9,-23
1,10,-28
1,11,-33
1,12,-28
1,13,-33
1,14,-21
1,15,-26
1,16,-28
1,17,-26
1,18,-27
1,19,-34
1,20,-30
2,3,-10
2,4,-6
2,5,-3
2,6,-7
2,7,-10
2,8,-17
2,9,-15
2,10,-20
2,11,-25
2,12,-20
2,13,-25
2,14,-13
2,15,-18
2,16,-20
2,17,-18
2,18,-19
2,19,-26
2,20,-22
3,4,4
3,5,7
3,6,3
3,7,0
3,8,-7
3,9,-5
3,10,-10
3,11,-15
3,12,-10
3,13,-15
3,14,-3
3,15,-8
3,16,-10
3,17,-8
3,18,-9
3,19,-16
3,20,-12
4,5,3
4,6,-1
4,7,-4
4,8,-11
4,9,-9
4,10,-14
4,11,-19
4,12,-14
4,13,-19
4,14,-7
4,15,-12
4,16,-14
4,17,-12
4,18,-13
4,19,-20
4,20,-16
5,6,-4
5,7,-7
5,8,-14
5,9,-12
5,10,-17
5,11,-22
5,12,-17
5,13,-22
5,14,-10
5,15,-15
5,16,-17
5,17,-15
5,18,-16
5,19,-23
5,20,-19
6,7,-3
6,8,-10
6,9,-8
6,10,-13
6,11,-18
6,12,-13
6,13,-18
6,14,-6
6,15,-11
6,16,-13
6,17,-11
6,18,-12
6,19,-19
6,20,-15
7,8,-7
7,9,-5
7,10,-10
7,11,-15
7,12,-10
7,13,-15
7,14,-3
7,15,-8
7,16,-10
7,17,-8
7,18,-9
7,19,-16
7,20,-12
8,9,2
8,10,-3
8,11,-8
8,12,-3
8,13,-8
8,14,4
8,15,-1
8,16,-3
8,17,-1
8,18,-2
8,19,-9
8,20,-5
9,10,-5
9,11,-10
9,12,-5
9,13,-10
9,14,2
9,15,-3
9,16,-5
9,17,-3
9,18,-4
9,19,-11
9,20,-7
10,11,-5
10,12,0
10,13,-5
10,14,7
10,15,2
10,16,0
10,17,2
10,18,1
10,19,-6
10,20,-2
11,12,5
11,13,0
11,14,12
11,15,7
11,16,5
11,17,7
11,18,6
11,19,-1
11,20,3
12,13,-5
12,14,7
12,15,2
12,16,0
12,17,2
12,18,1
12,19,-6
12,20,-2
13,14,12
13,15,7
13,16,5
13,17,7
13,18,6
13,19,-1
13,20,3
14,15,-5
14,16,-7
14,17,-5
14,18,-6
14,19,-13
14,20,-9
15,16,-2
15,17,0
15,18,-1
15,19,-8
15,20,-4
16,17,2
16,18,1
16,19,-6
16,20,-2
17,18,-1
17,19,-8
17,20,-4
18,19,-7
18,20,-3
19,20,4
