i,j,fij
1,2,-16
1,3,-20
1,4,-21
1,5,-25
1,6,-33
1,7,-38
1,8,-45
1,9,-41
1,10,-49
1,11,-54
1,12,-48
1,13,-51
1,14,-47
1,15,-46
1,16,-50
1,17,-53
1,18,-54
1,19,-50
1,20,-61
2,3,-4
2,4,-5
2,5,-9
2,6,-17
2,7,-22
2,8,-29
2,9,-25
2,10,-33
2,11,-38
2,12,-32
2,13,-35
2,14,-31
2,15,-30
2,16,-34
2,17,-37
2,18,-38
2,19,-34
2,20,-45
3,4,-1
3,5,-5
3,6,-13
3,7,-18
3,8,-25
3,9,-21
3,10,-29
3,11,-34
3,12,-28
3,13,-31
3,14,-27
3,15,-26
3,16,-30
3,17,-33
3,18,-34
3,19,-30
3,20,-41
4,5,-4
4,6,-12
4,7,-17
4,8,-24
4,9,-20
4,10,-28
4,11,-33
4,12,-27
4,13,-30
4,14,-26
4,15,-25
4,16,-29
4,17,-32
4,18,-33
4,19,-29
4,20,-40
5,6,-8
5,7,-13
5,8,-20
5,9,-16
5,10,-24
5,11,-29
5,12,-23
5,13,-26
5,14,-22
5,15,-21
5,16,-25
5,17,-28
5,18,-29
5,19,-25
5,20,-36
6,7,-5
6,8,-12
6,9,-8
6,10,-16
6,11,-21
6,12,-15
6,13,-18
6,14,-14
6,15,-13
6,16,-17
6,17,-20
6,18,-21
6,19,-17
6,20,-28
7,8,-7
7,9,-3
7,10,-11
7,11,-16
7,12,-10
7,13,-13
7,14,-9
7,15,-8
7,16,-12
7,17,-15
7,18,-16
7,19,-12
7,20,-23
8,9,4
8,10,-4
8,11,-9
8,12,-3
8,13,-6
8,14,-2
8,15,-1
8,16,-5
8,17,-8
8,18,-9
8,19,-5
8,20,-16
9,10,-8
9,11,-13
9,12,-7
9,13,-10
9,14,-6
9,15,-5
9,16,-9
9,17,-12
9,18,-13
9,19,-9
9,20,-20
10,11,-5
10,12,1
10,13,-2
10,14,2
10,15,3
10,16,-1
10,17,-4
10,18,-5
10,19,-1
10,20,-12
11,12,6
11,13,3
11,14,7
11,15,8
11,16,4
11,17,1
11,18,0
11,19,4
11,20,-7
12,13,-3
12,14,1
12,15,2
12,16,-2
12,17,-5
12,18,-6
12,19,-2
12,20,-13
13,14,4
13,15,5
13,16,1
13,17,-2
13,18,-3
13,19,1
13,20,-10
14,15,1
14,16,-3
14,17,-6
14,18,-7
14,19,-3
14,20,-14
15,16,-4
15,17,-7
15,18,-8
15,19,-4
15,20,-15
16,17,-3
16,18,-4
16,19,0
16,20,-11
17,18,-1
17,19,3
17,20,-8
18,19,4
18,20,-7
19,20,-11
