match,team1,direct_play,counterattack,T_maintenance,T_build_up,T_zona_media,flow_rate,crossing,pressure_point,pressure_loss,shots,liga
2499719,1609,5.8802641315266,3.675677391863013,5.539851167830814,6.108573026413486,6.575116867652002,3.0850326011705986,2.1972245773362196,7.643482907077201,3.9421319669838955,2.302585092994046,England
2499719,1631,5.026323300503443,2.7676126033533555,4.765489866910593,6.072498348101626,5.357892195171436,2.177930415116177,1.3862943611198906,7.035268599281097,3.4935433239674354,0.0,England
2499720,1625,5.981744992707681,3.6594917660934887,5.257225335571225,6.479552327302135,7.056173312546742,2.9798372074736124,2.4849066497880004,8.01532730902172,5.293762308002758,1.6094379124341003,England
2499720,1651,4.851353285134218,3.275772790506543,4.665429150371765,4.709471181552683,4.970108568479849,1.7913488106134001,1.0986122886681096,6.716594773520978,3.443431977990485,0.6931471805599453,England
2499721,1610,5.892860547302819,3.5864746433682893,6.215186283241131,5.755360397033361,6.467004062521218,2.5535950424147633,2.1972245773362196,7.253470382684528,4.612420052084113,1.3862943611198906,England
2499721,1646,5.334662498809355,2.5608699093414353,5.349838773665901,4.534495039555506,6.172200539225022,1.8300543949713495,1.6094379124341003,7.01571242048723,5.2109409520312235,1.0986122886681096,England
2499722,1628,5.4340408072268955,2.9761677729155265,5.434578898323763,4.501486696668524,5.6583730049939325,1.9607270234701022,1.3862943611198906,7.0317412587631285,4.805458535638134,0.0,England
2499722,1673,5.038633606501883,3.0821869983396755,5.036121880836613,5.948407298455025,5.612676069928414,1.8690389925672795,2.1972245773362196,7.362010551259734,4.4488632514469595,1.3862943611198906,England
2499723,1623,5.479288097561592,3.021765295008074,6.193583745483072,5.356668365642077,5.749604559066481,2.4636509699094855,2.1972245773362196,7.329749689041512,4.085259921551036,0.6931471805599453,England
2499723,1639,5.669389269787132,3.9920542678165076,5.014402921001356,5.423856675507449,5.682026037115252,2.0105622013297366,1.791759469228055,7.029087564149662,4.576546108055626,1.0986122886681096,England
2499724,1611,5.454197532575923,3.737241919853229,5.789269825630141,5.368887445588989,6.282832969739162,2.6921713882980955,1.791759469228055,7.561121589530238,4.457771102751672,2.0794415416798357,England
2499724,1633,5.572360182408467,3.5940324188010506,5.701237736220762,5.46314634981587,6.20532343704193,2.070452232260137,1.791759469228055,7.256297239690681,4.177725323160788,1.0986122886681096,England
2499725,1613,4.792925074771169,3.4541106378001896,4.82490674007282,4.355110845469221,4.4665810875625045,1.310868480046151,1.3862943611198906,6.594413459749778,4.470893258378565,0.6931471805599453,England
2499725,1624,5.9253310465307285,3.7601445720292412,6.206529058691153,6.65024001289669,6.752570781949981,2.941947449857179,2.3978952727983707,7.891704659330107,3.4141495391557894,1.9459101490553132,England
2499726,1619,5.6712584131523975,3.7963344787547206,5.1576623467479195,6.077737300757542,6.122953924675682,3.2218349588729542,2.772588722239781,7.9229859587111955,4.791172809335673,2.302585092994046,England
2499726,10531,5.29786419320402,3.0575018167421075,5.848947334083361,4.801114135238245,6.062590683898957,1.8303499848479454,1.9459101490553132,7.10085190894405,4.683507899446244,0.6931471805599453,England
2499727,1612,5.610468126682832,3.6586193893120322,5.876475337893946,4.792752356458225,6.182057885690412,2.089381098940334,1.3862943611198906,7.381501894506707,2.868071671209587,1.0986122886681096,England
2499727,1644,5.518763135661769,2.51050660033692,6.2757973062417145,5.335027734303898,5.89571811766062,2.399664575177768,1.9459101490553132,7.160069207596127,4.771017780827332,0.0,England
2499728,1627,5.258788924203807,2.8382913030174675,4.864278169908605,5.740631769243465,5.5111006875317665,2.050265701940739,1.3862943611198906,7.1808311990445555,3.902252024490804,1.3862943611198906,England
2499728,1659,5.756559300899037,3.562432794449322,5.426530930175744,6.320046803823121,6.5354561739000605,2.900621940637284,2.4849066497880004,7.953318346560431,4.567211764609225,1.6094379124341003,England
2499729,1644,5.8522312499365405,3.949553342723197,5.065300805828788,6.40351475577081,5.748515527806059,2.5343472784521484,2.70805020110221,7.914617709040679,5.127237781327633,1.9459101490553132,England
2499729,1659,5.428993075456117,2.409951328662769,5.946493859691663,5.043300722085754,5.842169022334199,2.239919762861645,1.9459101490553132,7.170119543449628,4.445168133555142,0.0,England
2499730,1627,4.91662225748456,2.949700647991498,4.3604072483199126,5.45476095849914,5.5199751506565855,1.492151620273137,1.791759469228055,6.767343125265392,3.661291892699929,0.6931471805599453,England
2499730,1646,5.6053765186485425,3.9123829738978957,5.458330953043291,5.1576749389094685,6.277317388160671,2.4223443102452973,2.772588722239781,7.407924322559599,3.8601864055821635,0.6931471805599453,England
2499731,1613,5.488727845901031,3.63506913692388,5.411655783950539,5.507694571032738,6.006459328842425,2.4121439332761874,1.791759469228055,7.590346945602565,3.3246413385032745,0.6931471805599453,England
2499731,1673,5.308881894825765,3.2871804893820014,6.132179026979572,4.987263379666692,5.899842395907964,2.32244249432364,1.9459101490553132,7.475905969367397,5.731491991972155,0.6931471805599453,England
2499732,1631,5.555949660384814,4.047703905947769,6.117918798869247,5.232488936502227,6.201140970360564,1.9653544457436976,1.9459101490553132,7.144407180321139,4.575448623901888,1.0986122886681096,England
2499732,1651,5.943307920090959,4.065202815078252,5.970375684515722,5.457365306625609,6.371468842135318,2.3458704054124593,2.302585092994046,7.696212639346407,4.756194959542777,1.0986122886681096,England
2499733,1612,6.087888648002994,4.405899440169553,5.475967994016521,6.116250211472967,6.774279743083313,3.017706699204487,2.302585092994046,7.928406026180535,4.288599589408183,1.6094379124341003,England
2499733,1628,4.966184322458819,1.2504370544200487,4.694884446893738,5.49589202605136,5.092591910615699,2.0846655285000235,2.0794415416798357,6.894670039433482,3.5092933824665775,0.0,England
2499734,1623,5.3784828084770755,3.7527872181989914,5.666439781452322,5.684814110665592,5.8044356039358735,2.2485772827699897,0.6931471805599453,7.262628600974241,4.531748507511747,1.6094379124341003,England
2499734,1625,6.049215757894768,4.816324492336182,5.739657970599145,5.962327146064479,6.4710197426861304,2.8700338172603397,2.3978952727983707,7.566828479208331,5.02014902140114,2.3978952727983707,England
2499735,1609,6.189459857626517,4.4874707813400105,5.33744112788626,6.619664872506699,6.7344210164010825,3.0020804176502236,2.8903717578961645,8.021256180143997,3.7046475565902592,1.6094379124341003,England
2499735,1639,4.688587603688965,3.5216769277267175,4.628632793651972,3.7821510574324932,5.0335638084905625,1.5159626186785056,1.3862943611198906,6.16541785423142,3.780219695950327,0.6931471805599453,England
2499736,1611,5.713471351892986,3.381765911980193,5.314244611889706,5.740629690599855,6.654836990776673,2.90558527015209,2.1972245773362196,7.900266036767701,5.415743231759984,1.0986122886681096,England
2499736,10531,5.257883111163425,3.4090526736522553,5.760389093136945,5.909629149776116,5.911690556035239,2.2385049687969265,2.1972245773362196,7.351799869057777,4.844389003079931,1.0986122886681096,England
2499737,1610,5.0378129829450256,2.706855168970296,5.666200337237492,5.019432815505358,5.2751290485639695,2.005857565943149,1.6094379124341003,7.104144092987527,4.48648239991846,1.3862943611198906,England
2499737,1624,5.854200353762178,3.5888100034522816,5.7259480009169845,5.834599369696848,6.5864015415321555,2.769152690596717,2.4849066497880004,7.86172707782398,4.704169742573607,1.3862943611198906,England
2499738,1619,5.630382324872741,3.9960773559854466,4.488764013270738,6.183426423835393,6.178600172656,2.36910575510435,1.6094379124341003,7.643003635560718,2.383758176936144,1.3862943611198906,England
2499738,1633,4.9358871441695635,3.416711065708511,4.823258300086399,5.031807917160055,5.50177264146775,2.336645260284869,2.0794415416798357,7.001245622069476,4.905386409244522,1.6094379124341003,England
2499739,1625,6.090918179279916,4.592346846139192,5.560958008204449,6.248535424365717,6.4995089463521225,3.049192747177578,3.044522437723423,8.146129510025405,4.670465258368589,1.791759469228055,England
