match,team1,direct_play,counterattack,T_maintenance,T_build_up,T_zona_media,flow_rate,crossing,pressure_point,pressure_loss,shots,liga
2499719,1609,0.8520976784515726,-0.22867437540313354,-0.3919924097528391,1.375791935655868,1.0084340084283627,2.412984654138591,0.2600424981851686,0.561725446179249,-0.7114308262616401,3.1813865447870997,England
2499719,1631,-1.5080426662720754,-1.393952879337008,-1.2807437966113324,1.260815951908624,-1.1291440162416,-0.5944805785260642,-0.9662942830289789,-0.996953408492576,-0.9900730181912691,-1.3720803143864937,England
2499720,1625,1.2910642041364784,-0.2600286055519853,-0.7979446281392872,2.833293447879842,2.8843623463574883,1.909386300661051,0.9958445669136571,2.1023754181997703,1.4960836239170163,0.6516827341351035,England
2499720,1651,-1.7889001891120633,-0.8723763770250468,-1.3531217064361638,-1.0682815105626566,-1.4181106397347611,-1.247276998591059,-1.2115616392718085,-1.5050401013929606,-1.0141306825330192,-0.8661395522560944,England
2499721,1610,0.9041943247414624,-0.395333330752683,1.1986712599312732,0.41017036112289695,0.6972675338577035,0.33385785724824346,0.2600424981851686,-0.5429533635461032,0.024582458627666746,0.14574197200470418,England
2499721,1646,-0.8761175325991358,-1.5410549499667732,-0.6773335677374497,-1.196848525240944,0.0014166038590503072,-1.1926891402440378,-0.7210269267861494,-1.033011173795184,1.2593495945457704,-0.3601987901256951,England
2499722,1628,-0.6272759946852765,-1.2113094846492187,-0.5567498138850546,-1.2186796955911787,-0.8140468220844798,-0.991979190846456,-0.9662942830289789,-1.003509365820323,0.34543926540814,-1.3720803143864937,England
2499722,1673,-1.4863702377093884,-1.102793631521464,-1.0445002872332423,0.8955403700286222,-0.8682775792844698,-1.1355299478569132,0.2600424981851686,-0.2774370917723539,-0.20277653912982338,0.14574197200470418,England
2499723,1623,-0.5055208696045365,-1.166044367987437,1.1294393016005435,-0.3392950806760812,-0.6980756281318433,0.07887107842863968,0.2600424981851686,-0.35938655836919015,-0.5928135334773009,-0.8661395522560944,England
2499723,1639,0.07071653088656335,0.4980863142353949,-1.065907223324299,-0.2329709727198902,-0.7849880734317785,-0.9082545959596288,-0.4757595705433199,-1.008426333816133,-0.028516740264091726,-0.3601987901256951,England
2499724,1611,-0.5737164826698763,-0.10466792519247693,0.07510199609826759,-0.32048627855760176,0.23884008863753733,0.7744714163663765,-0.4757595705433199,0.2912922064096895,-0.19132793925642227,2.169505020526301,England
2499724,1633,-0.23706711561189425,-0.38178229546687187,-0.10320832131339922,-0.167404154569473,0.06976635833733652,-0.8019583151466997,-0.4757595705433199,-0.5363974062183564,-0.506645671341012,-0.3601987901256951,England
2499725,1613,-1.872262771926433,-0.6167859006361975,-1.2342103670376323,-1.3072601444232255,-1.659432243806478,-1.774993543820972,-0.9662942830289789,-1.6607440879269495,-0.17427614681915968,-0.8661395522560944,England
2499725,1624,1.0415523722746332,-0.05655273330305536,1.1707468196704058,3.7085241068622588,1.598050284925393,1.7405893452440613,0.7505772106708276,1.5254511733580431,-1.0276406583976436,1.663564258395902,England
2499726,1619,0.0769437105863169,0.02175955288817712,-0.9157336016594592,1.277257026349704,-0.0961099175847242,3.1523663245634705,1.976913991884975,1.6647652665726647,0.319514493538386,3.1813865447870997,England
2499726,10531,-0.9621642936596153,-1.129097159446755,0.20522230818761952,-0.9914138823608912,-0.2092820430757884,-1.1922640766858417,-0.2304922143004904,-0.8707512299334482,0.13560184389742752,-0.8661395522560944,England
2499727,1612,-0.11973403319353308,-0.26170417302215093,0.2679118128263689,-0.9987231969621374,0.02152134614562727,-0.7670165347015447,-0.9662942830289789,-0.22662842248231546,-1.2189478365482487,-0.3601987901256951,England
2499727,1644,-0.39470407003520497,-1.572514009363454,1.401096161461436,-0.3720476811419687,-0.4888234127579205,-0.089061471564801,-0.2304922143004904,-0.7494660193701306,0.2835626654923068,-1.3720803143864937,England
2499728,1627,-1.0501345932067538,-1.3362714954343333,-1.2018172879877023,0.3768442781841892,-0.9803028969281646,-0.838500052028415,-0.9662942830289789,-0.705213307407839,-0.7415675855507123,0.14574197200470418,England
2499728,1659,0.3738795810980426,-0.4377653804420264,-0.5686460801870273,2.1399814248500357,0.8903592316413168,1.5636336503699735,0.9958445669136571,1.8040793597872862,-0.042023589522462504,0.6516827341351035,England
2499729,1644,0.7384869534844709,0.38658514729903537,-1.0149987949927186,2.488982837812717,-0.6995232962848188,0.27734630598039106,1.7316466356421456,1.62706851193812,1.0392077614522623,1.663564258395902,England
2499729,1659,-0.6405204143348894,-1.6307782143549057,0.43536368764948985,-0.750870420819206,-0.5690830944490819,-0.4642754229180307,-0.2304922143004904,-0.7281591580549531,-0.20749575483453303,-1.3720803143864937,England
2499730,1627,-1.689832697761503,-1.2366523422352707,-1.533927358111164,-0.18161477805966264,-0.970962726579279,-1.604958818620006,-0.4757595705433199,-1.4345635601196816,-0.9001755336693987,-0.8661395522560944,England
2499730,1646,-0.13567092112590654,0.29287862651525004,-0.5210767889308421,-0.6153597106092252,0.2263709211384059,-0.03076385305958184,1.976913991884975,-0.1561518812090363,-0.7720801210239648,-0.8661395522560944,England
