match,team1,direct_play,counterattack,T_maintenance,T_build_up,T_zona_media,flow_rate,crossing,pressure_point,pressure_loss,shots,liga
2499737,1610,-1.8983523278544328,-1.6406340469723788,-0.7291558097173495,-1.099971896672563,-1.419368274495947,-1.1374016155952413,-0.5452168040637607,-1.581652552919313,-0.13516454211569948,0.22338309548458785,England
2499737,1624,0.7319894790615276,-0.39012098796855815,-0.3454157418986755,0.5939192498601454,0.6767720162031546,0.8624331351838387,0.9860506135776184,1.0066606784296595,-0.11812856611682741,0.22338309548458785,England
2499743,1609,0.9737893484583314,-0.2602998622306794,-0.013666992313942044,0.8952558841615238,0.9433024004406906,0.25046764399193827,-0.5452168040637607,0.659983379406543,0.10837488112717916,-0.3089337219628398,England
2499743,1612,-0.6632216421484558,-1.2148830318268042,-0.10567439362969637,-0.2451803399780783,-0.5074435231081948,-0.18325036155706745,0.2768585173377629,-0.1616792563772748,0.798319266081899,0.973641511292865,England
2499754,1612,-0.8072311667741475,0.8183601107832951,0.7632743684080244,-0.15688231427147115,-1.5053165665661719,-0.25649545785122296,-1.4386931789408615,-0.6544027868511185,0.6453109580769394,-0.3089337219628398,England
2499754,1625,0.5632175708661823,0.9013147918615007,-0.5973928642729385,-0.1685804388668464,2.211099369477876,0.39232154129957286,1.3763471884353342,0.8817747730245261,0.599723113269596,1.5059583287402922,England
2499760,1609,0.8625131091360545,1.302648944362814,-0.8184702848391963,0.8237099470864125,1.1073287105140812,1.177628901046317,0.6671550921954795,-0.3246563967080636,-0.451553205178656,1.5059583287402922,England
2499760,1610,-0.6631972812581459,-0.9001444008523627,0.7350726252257489,-1.0783151986745603,-0.48806341114200874,-0.7318414509540514,-0.5452168040637607,-0.2071960370109547,0.8821869869396505,-0.3089337219628398,England
2499781,1610,-0.8230163437527449,-0.8201953611693282,1.4181027055511595,-0.5709784534394735,-0.9980301634346431,-0.8497850883818309,0.2768585173377629,-1.008071357406669,-1.4344917780999102,-2.3417673710268216,England
2499781,1625,1.6266875661607805,1.7554062286716665,0.3959951280967558,-0.380637909233607,1.566315164505926,0.6217565483364667,0.48287081355823386,0.7865324963505119,-0.43080287435980763,-2.3417673710268216,England
2499793,1611,-1.8160606265020378,-2.0428734098010346,-0.4640373238504214,-0.14770349743657749,-1.474749361372216,-0.49647458266714756,-0.22632128268162155,-1.0131785187115374,-0.6978254234241154,-0.3089337219628398,England
2499793,1612,0.7037074450922587,0.4660279099812419,0.24696242785659892,-0.02990846034101305,0.7504054659462515,0.2685756592409783,0.48287081355823386,0.6271896463959405,-1.0113310473983106,1.5059583287402922,England
2499807,1612,1.0038076059759058,-0.12818729000653434,0.3598435484589164,0.5068490798428587,1.6111077495741946,-0.02458229648088745,1.2556729351469718,0.6180538589413547,-0.7884537788522652,0.22338309548458785,England
2499807,1624,-1.4824743770444564,-0.6652663165431665,-0.6853594562495534,-0.9220039537799967,-1.0311376755356239,-0.6988949426936484,-0.22632128268162155,-1.0300770563035273,0.1552620851752323,-1.0591921377711169,England
2499816,1611,-1.6583938262401037,-1.4189340056042328,-0.6181395904710979,-0.19947927279246297,-1.9167345353304603,-0.10516330378158731,-0.22632128268162155,-1.0126327659353878,1.3150845902962782,-2.3417673710268216,England
2499816,1624,0.08804432328531075,-0.304316169341681,0.15226311084516606,1.3376487878672638,-0.1467249553027685,0.678134190092409,0.6671550921954795,0.5833806314791513,-0.9505601828675153,0.973641511292865,England
2499819,1610,-0.551707394206682,0.9530945853096231,-1.0278093098181618,-0.3249917993601763,-0.1087702565602248,-0.11470485331108705,0.6671550921954795,-0.6120140904805359,-1.2158807294253198,0.22338309548458785,England
2499819,1611,-0.7689424437155923,-1.6458884535493215,-1.5044241655557073,0.8828287215060268,-0.6340922275348878,0.0643291238880398,-0.22632128268162155,-0.2184653541110938,1.1039915999299321,-2.3417673710268216,England
2499822,1609,0.21375590256072827,-0.7119452971037556,1.20624978968566,0.06132911048999889,-0.3901521424310919,-0.32775745519115906,-0.9355133789214766,0.3052669386786573,1.1077030060543702,-1.0591921377711169,England
2499822,1625,0.38055146920792227,1.1024481115329892,0.26399080675005887,-0.5701828115866086,0.7528528358652024,0.08972533825121222,0.04330103888773157,-0.13202422205589368,0.7380929783885584,0.6362800968763112,England
2499830,1609,-0.3647866701718554,0.92634615426596,-0.28371267801019195,-0.3064666858513265,-1.1261656337768926,0.001819668099946232,0.48287081355823386,-0.23322914477684825,0.24538920614233822,0.973641511292865,England
2499830,1624,-0.1984257037207433,-0.5822825694273196,0.33707212274615705,0.731367828571055,0.9514891810217676,1.0422969148795418,0.6671550921954795,0.8218591428931963,-0.13483489133605694,-0.3089337219628398,England
2499842,1610,0.5492174316745577,0.3944370384401997,1.1075249789190358,0.357276366849671,0.02147547147497687,-0.18973114179511863,0.8338605000265153,0.13476560081016403,-1.0923364580036523,-0.3089337219628398,England
2499842,1612,0.11166079638181625,-0.3246709416300785,-0.6836450614641773,-0.18126800203401203,1.0833695869777262,0.47354032929085593,-0.22632128268162155,-0.44366222676193334,-0.8506662325459522,1.2588765229627608,England
2499860,1609,1.367265281431226,2.1630377567475163,-1.1189993902295332,1.9046056436287297,1.6070372030212758,1.7532523144645291,0.9860506135776184,1.1497233953624018,-1.4060796588428193,1.2588765229627608,England
2499860,1611,-2.710577653284944,-0.8420477211428687,-1.446651616448229,-1.4896644386828888,-1.8269564179680993,-1.820727453261344,-2.147885275180716,-2.2545215640836958,-0.5412555952327435,-0.3089337219628398,England
2499873,1611,-1.5973342612184787,-1.5837148452879093,-0.49897372576959187,-0.5683824079635248,-1.6552593340066566,-1.3288468192269796,-0.22632128268162155,-1.3872367561864767,-0.08262326453647688,-1.0591921377711169,England
2499873,1625,-0.007547381099636901,0.6154655364434228,-0.14939833922145157,0.8389859206058432,0.0641062872175676,0.8326226855770976,-0.22632128268162155,1.0516549237268402,-0.7043455355781202,0.22338309548458785,England
2499895,1624,0.0627706257854071,-0.7502426049483598,0.962182463131305,-0.9570933552009037,-0.19650855829557087,-0.7104677786566337,-0.9355133789214766,-0.44444087390007786,-1.4782837811932232,-1.0591921377711169,England
