,S1,S2,S3,S4,match,team1,liga
0,1.1930542934708126,-2.3600679528860655,-0.8587113413310674,-2.1010152816318173,2499719,1609,England
1,-3.0412107013241307,0.44448036248519524,0.2900507424950798,1.9245273600973778,2499719,1631,England
2,3.031944843187026,-3.725800852761157,1.432199838655371,-0.29598981396314716,2499720,1625,England
3,-3.804115449542256,1.6099342697568249,0.0453565027380417,0.9398941340443813,2499720,1651,England
4,0.8194222458352958,-0.06287114935229478,-0.5060484287932032,-0.7213701979222398,2499721,1610,England
5,-2.3016764625410673,1.2287684772863299,1.27205807098079,0.6056109404888657,2499721,1646,England
6,-1.845188085757939,1.861209678354119,0.9980132146961398,2.055481018698747,2499722,1628,England
7,-2.4338131383572876,-0.4586780787221723,0.9749444576625312,-0.12857081598332018,2499722,1673,England
8,-0.49458558643174755,0.771743822096738,-0.5236075409237633,0.27861233634483,2499723,1623,England
9,-1.64077896422971,0.12461564799267384,-0.10461731447116585,0.3843919739875267,2499723,1639,England
10,-0.06417801336388637,-0.7333103790464274,0.4271935732104567,-1.3857972314662321,2499724,1611,England
11,-1.2845460392024357,0.5411630793976836,-0.7193977331436726,0.16355150289951212,2499724,1633,England
12,-3.898124664350034,1.7867432290647274,-0.2416977544211936,1.0020674001694643,2499725,1613,England
13,2.1152081602765853,-2.541630318669899,-0.8198326777466387,-1.5871918632296116,2499725,1624,England
14,1.0395290651834872,-3.663900258763417,-0.13048726281349438,-2.070562225410669,2499726,1619,England
15,-1.486189118049243,1.4401749922333442,0.6516289858989875,0.8288597799369104,2499726,10531,England
16,-0.5677446081588474,1.3991449791541997,-0.8946030520952538,0.18967718119026925,2499727,1612,England
17,-1.167461189776795,1.0824906205844635,0.438670645297429,1.7039340797020996,2499727,1644,England
18,-2.8822201271851653,0.21481926158676143,0.656034052378121,-0.016127116705646607,2499728,1627,England
19,1.741854156062935,-2.4734453372564973,-0.2083428057509899,-0.9035068216479258,2499728,1659,England
20,0.31851097610484347,-2.648544944587649,1.1586616159378673,-1.3833594608795758,2499729,1644,England
21,-1.1012017537829546,1.3554711993279938,0.5988863667182395,1.7085036016853308,2499729,1659,England
22,-3.7052343411554376,0.7499744254004674,-0.11315173120557563,1.1928608716073128,2499730,1627,England
