i w_i r_i
1 3.6733919999999998 3
2 0.0 20
3 2.175087 13
4 2.7343012 8
5 2.538113 9
6 2.8893605 7
7 2.256335 12
8 2.4185715 11
9 1.6925636499999999 17
10 3.800045 2
11 0.5023774999999999 19
12 1.9988887499999999 15
13 2.4734165 10
14 1.7278370499999998 16
15 3.234099 6
16 2.0216915 14
17 3.4174445 5
18 1.0151118499999996 18
19 3.5956210000000004 4
20 5.0773035 1
