i w_i r_i
1 1.8671734 6
2 2.3541918 4
3 2.5538718 2
4 1.29588045 13
5 2.6553045 1
6 1.4431420000000001 11
7 1.15917055 15
8 0.0 20
9 1.798764 7
10 1.423414 12
11 1.1547285 16
12 2.113188 5
13 1.63935385 10
14 0.8322985999999999 17
15 0.8087924999999998 19
16 2.3592627 3
17 0.8168585 18
18 1.703348 8
19 1.1650135000000001 14
20 1.6514133500000001 9
