i w_i r_i
1 5.927145500000001 1
2 1.5756055000000007 14
3 5.375752 2
4 2.122635500000001 11
5 2.1997935000000006 10
6 3.586866500000001 5
7 3.476142000000001 7
8 0.039865800000000284 19
9 3.343939500000001 8
10 1.7747270000000004 13
11 3.791022000000001 4
12 1.2493125000000005 15
13 3.917150500000001 3
14 0.0 20
15 1.0226334500000005 16
16 2.262486500000001 9
17 0.7397700000000009 17
18 1.9530810000000005 12
19 3.584528000000001 6
20 0.5828332500000002 18
