n1,n2,weight
1,2,1.7754e+00
1,3,9.9468e-01
1,4,6.7252e-01
1,5,9.9468e-01
1,6,1.1809e+00
1,7,1.8973e+00
1,8,-2.3011e-01
1,9,-9.4657e-01
1,10,7.8656e-01
1,11,-9.4657e-01
1,12,1.8973e+00
1,13,1.1809e+00
1,14,-4.3824e-01
1,15,1.1809e+00
1,16,3.2083e+00
1,17,2.7822e-01
1,18,3.4443e+00
1,19,2.7822e-01
1,20,9.9468e-01
2,1,-4.3824e-01
2,3,2.7822e-01
2,4,6.7252e-01
2,5,7.8656e-01
2,6,-9.4657e-01
2,7,9.9468e-01
2,8,-2.3011e-01
2,9,-4.3824e-01
2,10,-2.8878e+00
2,11,-2.3011e-01
2,12,-1.6630e+00
2,13,-2.3011e-01
2,14,-1.6630e+00
2,15,-4.3824e-01
2,16,2.2195e+00
2,17,2.7822e-01
2,18,-9.4657e-01
2,19,7.8656e-01
2,20,-1.2687e+00
3,1,1.7111e+00
3,2,1.7754e+00
3,4,2.9684e+00
3,5,1.7111e+00
3,6,9.9468e-01
3,7,1.7754e+00
3,8,1.8973e+00
3,9,1.5030e+00
3,10,2.4056e+00
3,11,2.4919e+00
3,12,7.8656e-01
3,13,2.7642e+00
3,14,2.6138e+00
3,15,1.8973e+00
3,16,2.4919e+00
3,17,-2.8878e+00
3,18,1.7111e+00
3,19,3.6304e+00
3,20,2.7278e+00
4,1,6.7252e-01
4,2,9.9468e-01
4,3,2.7822e-01
4,5,6.7252e-01
4,6,-1.2687e+00
4,7,-4.3940e-02
4,8,2.7822e-01
4,9,-4.1126e+00
4,10,-4.3940e-02
4,11,9.9468e-01
4,12,1.7754e+00
4,13,-4.3940e-02
4,14,-1.2687e+00
4,15,1.1809e+00
4,16,-9.4657e-01
4,17,-2.1714e+00
4,18,1.7111e+00
4,19,-4.3824e-01
4,20,5.5061e-01
5,1,1.3493e+00
5,2,1.7754e+00
5,3,7.8656e-01
5,4,-4.3824e-01
5,6,7.8656e-01
5,7,6.7252e-01
5,8,2.7822e-01
5,9,-4.3824e-01
5,10,2.7822e-01
5,11,-2.8878e+00
5,12,6.7252e-01
5,13,1.5030e+00
5,14,2.5741e+00
5,15,-2.3011e-01
5,16,-9.4657e-01
5,17,-4.3824e-01
5,18,7.8656e-01
5,19,-4.3824e-01
5,20,-4.3940e-02
6,1,-2.1714e+00
6,2,5.5061e-01
6,3,2.1697e+00
6,4,-2.8878e+00
6,5,-1.6630e+00
6,7,-1.6630e+00
6,8,2.7822e-01
6,9,2.7822e-01
6,10,-4.3940e-02
6,11,-9.4657e-01
6,12,-9.4657e-01
6,13,7.8656e-01
6,14,2.7822e-01
6,15,1.1809e+00
6,16,2.7822e-01
6,17,9.9468e-01
6,18,6.7252e-01
6,19,2.7822e-01
6,20,6.7252e-01
7,1,1.2671e+00
7,2,9.9468e-01
7,3,7.8656e-01
7,4,6.7252e-01
7,5,2.7822e-01
7,6,9.9468e-01
7,8,7.8656e-01
7,9,1.2671e+00
7,10,-4.3824e-01
7,11,6.7252e-01
7,12,-4.1126e+00
7,13,6.7252e-01
7,14,9.9468e-01
7,15,1.7754e+00
7,16,2.7822e-01
7,17,-9.4657e-01
7,18,3.2905e+00
7,19,2.7822e-01
7,20,2.7822e-01
8,1,-9.4657e-01
8,2,-1.6630e+00
8,3,-4.3824e-01
8,4,-9.4657e-01
8,5,-1.2687e+00
8,6,-1.2687e+00
8,7,-4.3940e-02
8,9,-2.8878e+00
8,10,-2.8878e+00
8,11,-2.1714e+00
8,12,2.7822e-01
8,13,-4.3940e-02
8,14,-1.6630e+00
8,15,-1.2687e+00
8,16,6.7252e-01
8,17,-2.8878e+00
8,18,-2.3011e-01
8,19,-2.3011e-01
8,20,-1.2687e+00
9,1,1.8973e+00
9,2,6.7252e-01
9,3,1.1809e+00
9,4,-4.3824e-01
9,5,2.7822e-01
9,6,1.2671e+00
9,7,-1.6630e+00
9,8,-2.1714e+00
9,10,-2.8878e+00
9,11,-2.3011e-01
9,12,-2.8878e+00
9,13,1.2671e+00
9,14,-1.2687e+00
9,15,-2.3011e-01
9,16,2.7278e+00
9,17,-9.4657e-01
9,18,2.1697e+00
9,19,-4.3824e-01
9,20,-1.6630e+00
10,1,9.9468e-01
10,2,-2.1714e+00
10,3,-1.2687e+00
10,4,-4.3940e-02
10,5,-2.1714e+00
10,6,-1.6630e+00
10,7,7.8656e-01
10,8,-1.6630e+00
10,9,5.5061e-01
10,11,-1.6630e+00
10,12,7.8656e-01
10,13,7.8656e-01
10,14,-9.4657e-01
10,15,7.8656e-01
10,16,-4.3824e-01
10,17,-4.3824e-01
10,18,-2.8878e+00
10,19,-9.4657e-01
10,20,-9.4657e-01
11,1,1.7754e+00
11,2,7.8656e-01
11,3,-4.3824e-01
11,4,-6.7419e-01
11,5,-9.4657e-01
11,6,1.1809e+00
11,7,-9.4657e-01
11,8,-4.3940e-02
11,9,-4.3940e-02
11,10,2.7822e-01
11,12,-2.3011e-01
11,13,-2.8878e+00
11,14,1.5030e+00
11,15,-4.3940e-02
11,16,-2.3011e-01
11,17,-1.6630e+00
11,18,1.5030e+00
11,19,3.0002e+00
11,20,7.8656e-01
12,1,-4.3940e-02
12,2,7.8656e-01
12,3,2.7822e-01
12,4,-1.2687e+00
12,5,-4.3824e-01
12,6,-2.1714e+00
12,7,-4.3824e-01
12,8,-4.3824e-01
12,9,-2.8878e+00
12,10,-1.6630e+00
12,11,2.7822e-01
12,13,-1.6630e+00
12,14,-2.8878e+00
12,15,-4.3940e-02
12,16,1.7111e+00
12,17,-2.8878e+00
12,18,6.7252e-01
12,19,2.2195e+00
12,20,5.5061e-01
13,1,2.2195e+00
13,2,1.5751e+00
13,3,2.4056e+00
13,4,-9.4657e-01
13,5,-4.3824e-01
13,6,-2.3011e-01
13,7,-9.4657e-01
13,8,-4.1126e+00
13,9,-2.1714e+00
13,10,-2.3011e-01
13,11,-2.1714e+00
13,12,-1.6630e+00
13,14,1.5030e+00
13,15,-6.7419e-01
13,16,7.8656e-01
13,17,1.2671e+00
