n1,n2,weight
1,2,4.5058e-02
1,3,1.2901e+00
1,4,-9.4059e-01
1,5,7.8751e-01
1,6,-2.8942e-01
1,7,7.5708e-01
1,8,5.0440e-01
1,9,5.9777e+00
1,10,1.9008e+00
1,11,5.9658e-01
1,12,1.2386e+00
1,13,5.0302e-01
1,14,-1.5497e+00
1,15,-1.4968e+00
1,16,2.8541e+00
1,17,1.5359e+00
1,18,1.8257e+00
1,19,-1.5819e-01
1,20,1.2005e-01
2,1,1.5195e-01
2,3,7.6734e-02
2,4,-2.0052e-02
2,5,-1.9169e+00
2,6,-2.7853e+00
2,7,5.2920e-02
2,8,3.3412e-01
2,9,-5.4338e-01
2,10,3.8780e-01
2,11,-1.5489e+00
2,12,9.1152e-01
2,13,-1.6485e+00
2,14,-2.8208e+00
2,15,1.7752e+00
2,16,-9.9570e-02
2,17,5.3735e-01
2,18,-1.3750e+00
2,19,-3.3098e-01
2,20,-1.7570e+00
3,1,1.4951e+00
3,2,5.9518e-02
3,4,-7.0423e-01
3,5,8.7241e-01
3,6,-6.7668e-01
3,7,8.0993e-02
3,8,-2.1799e-01
3,9,2.7707e+00
3,10,-1.1302e+00
3,11,4.3028e-01
3,12,5.6201e-01
3,13,-6.7629e-01
3,14,-1.0551e+00
3,15,-1.7650e+00
3,16,1.9793e-01
3,17,3.9919e+00
3,18,2.8721e-01
3,19,-1.5172e+00
3,20,-1.5218e-01
4,1,-1.0328e+00
4,2,-3.0574e-01
4,3,-8.7981e-01
4,5,4.1026e-02
4,6,2.8948e-02
4,7,-1.1703e+00
4,8,3.8300e-01
4,9,-5.5182e-01
4,10,-1.8182e+00
4,11,-8.3579e-01
4,12,1.8527e+00
4,13,-7.4707e-01
4,14,1.2823e+00
4,15,-7.8466e-02
4,16,-1.2776e+00
4,17,3.3253e+00
4,18,-8.6822e-01
4,19,-1.4224e+00
4,20,2.1657e-01
5,1,5.6691e-01
5,2,-7.0443e-02
5,3,4.1498e+00
5,4,1.5027e-01
5,6,9.2718e-01
5,7,2.0619e+00
5,8,-5.7720e-01
5,9,6.4650e-01
5,10,1.2318e+00
5,11,9.5205e-01
5,12,-1.8536e-01
5,13,7.2382e-01
5,14,-1.5283e+00
5,15,-1.7657e-01
5,16,4.5917e-02
5,17,2.7356e-01
5,18,-1.0741e+00
5,19,-7.0930e-01
5,20,4.9684e-01
6,1,3.4922e+00
6,2,2.0689e+00
6,3,7.4781e-01
6,4,1.3166e+00
6,5,-1.0402e+00
6,7,1.5958e+00
6,8,1.5511e+00
6,9,4.1116e+00
6,10,9.8895e-01
6,11,1.1470e+00
6,12,3.4178e+00
6,13,6.1931e-01
6,14,-6.6667e-01
6,15,7.5351e-01
6,16,4.5039e+00
6,17,2.3981e+00
6,18,7.2285e-01
6,19,-4.8330e-01
6,20,2.1329e+00
7,1,1.3844e-01
7,2,5.6813e-01
7,3,-1.4836e-01
7,4,-3.7858e-02
7,5,-4.8219e-01
7,6,-1.5053e+00
7,8,-9.0102e-01
7,9,2.3278e+00
7,10,1.1820e+00
7,11,-1.2056e+00
7,12,1.9149e+00
7,13,1.6628e+00
7,14,1.7572e+00
7,15,-7.3436e-01
7,16,1.7233e+00
7,17,7.2389e-01
7,18,-6.3138e-02
7,19,4.6212e-01
7,20,2.8418e-01
8,1,-3.1422e+00
8,2,-1.6207e+00
8,3,-2.1304e+00
8,4,-3.9089e+00
8,5,-1.8448e+00
8,6,-2.4085e+00
8,7,-5.5181e-01
8,9,-3.7173e+00
8,10,-2.7435e+00
8,11,-3.0782e+00
8,12,-1.8952e+00
8,13,-2.3524e+00
8,14,-1.8091e+00
8,15,-1.4533e+00
8,16,-2.4673e+00
8,17,-2.6963e+00
8,18,-2.3522e+00
8,19,-1.9899e+00
8,20,-9.3290e-01
9,1,-2.0452e+00
9,2,-1.9741e+00
9,3,-1.8034e+00
9,4,-2.1714e+00
9,5,-2.7757e+00
9,6,-1.9970e+00
9,7,-3.4699e+00
9,8,-1.9903e+00
9,10,-2.8888e+00
9,11,-2.7127e+00
9,12,-1.6750e+00
9,13,-2.1826e+00
9,14,-1.6991e+00
9,15,-6.8230e-01
9,16,-8.8439e-01
9,17,-1.9582e+00
9,18,-2.0490e+00
9,19,-3.7736e+00
9,20,-2.0089e+00
10,1,-1.8273e-01
10,2,-1.3913e+00
10,3,2.8292e-02
10,4,9.9338e-01
10,5,-1.8476e+00
10,6,-1.9321e+00
10,7,2.2500e-02
10,8,-6.4311e-01
10,9,2.1553e+00
10,11,-1.0465e-01
10,12,4.1360e-02
10,13,-1.9005e+00
10,14,-5.1012e-01
10,15,5.6539e-01
10,16,-7.2677e-01
10,17,-4.0050e-01
10,18,2.1058e-01
10,19,-1.7787e+00
10,20,1.2828e-01
11,1,1.3473e+00
11,2,1.2965e+00
11,3,3.3208e+00
11,4,1.1113e+00
11,5,-5.4534e-01
11,6,1.5653e-01
11,7,2.1337e+00
11,8,1.3130e+00
11,9,3.8650e+00
11,10,-2.1646e-01
11,12,4.6092e+00
11,13,-1.3879e-01
11,14,1.9544e+00
11,15,4.6303e-01
11,16,1.8743e+00
11,17,4.5228e+00
11,18,3.6334e-01
11,19,3.0932e-01
11,20,1.1264e-01
12,1,-2.5931e+00
12,2,3.6412e-01
12,3,-2.2658e-01
12,4,1.0895e+00
12,5,-5.2378e-01
12,6,-8.8100e-05
12,7,1.3013e-01
12,8,-1.5077e+00
12,9,1.6084e-01
12,10,9.0134e-01
12,11,-1.2702e+00
12,13,-2.2276e-01
12,14,-1.2435e-01
12,15,-3.7721e-01
12,16,2.5736e-01
12,17,7.8747e-01
12,18,-1.3663e+00
12,19,1.6271e+00
12,20,6.8499e-01
13,1,6.9531e-01
13,2,5.6102e-01
13,3,2.6697e+00
13,4,2.5901e+00
13,5,2.0722e+00
13,6,1.6240e+00
13,7,1.0363e+00
13,8,1.7043e+00
13,9,2.2457e+00
13,10,1.9483e-01
13,11,2.4565e+00
13,12,4.2701e+00
13,14,2.3629e+00
13,15,3.9475e+00
13,16,1.9048e+00
13,17,5.5689e-01
13,18,4.0459e-01
13,19,1.1074e+00
13,20,1.4597e+00
14,1,-2.1291e+00
14,2,-2.1839e+00
14,3,-1.2584e+00
14,4,-1.5921e+00
14,5,-1.0145e+00
14,6,-1.0510e+00
14,7,-2.3817e+00
14,8,-4.2647e-01
14,9,-3.0003e+00
14,10,-4.7069e-01
14,11,-1.8163e+00
14,12,-1.5753e+00
14,13,-2.4178e+00
14,15,-1.9546e+00
14,16,-1.1120e+00
14,17,-1.6379e+00
14,18,-1.3484e+00
14,19,-1.3227e+00
14,20,-1.0758e+00
15,1,-6.1344e-02
15,2,1.3160e+00
15,3,-1.2366e+00
15,4,-9.6411e-01
15,5,-1.3645e+00
15,6,-2.2344e+00
15,7,-1.0792e+00
15,8,-2.1921e+00
15,9,-2.7434e+00
15,10,-1.3414e+00
15,11,-2.0826e+00
15,12,-2.3145e+00
15,13,-1.5062e+00
15,14,-2.5661e+00
15,16,9.5098e-01
15,17,-5.8194e-01
15,18,-1.7910e+00
15,19,2.8751e-01
15,20,4.3482e-01
16,1,-1.6115e+00
16,2,3.9375e-01
16,3,-1.1810e+00
16,4,1.4249e-02
16,5,-2.1537e+00
16,6,-1.5670e+00
16,7,-8.3435e-01
16,8,-1.5357e+00
16,9,-2.3019e+00
16,10,3.3605e-01
16,11,-9.7993e-01
16,12,-1.5253e+00
16,13,-2.3238e+00
16,14,-7.5017e-01
16,15,-1.7273e+00
16,17,-1.7260e+00
16,18,-3.8239e-01
16,19,-4.5805e-01
16,20,-7.8925e-01
17,1,-4.4239e-01
17,2,1.5294e+00
17,3,-3.7903e-02
17,4,-1.3222e+00
17,5,5.2248e-01
17,6,-2.5181e+00
17,7,-1.5037e+00
17,8,1.1382e+00
17,9,-2.2316e+00
17,10,-9.5073e-01
17,11,-2.2299e+00
17,12,-1.3022e+00
17,13,-2.1522e+00
17,14,-1.5613e+00
17,15,-3.7787e-01
17,16,-1.4668e+00
17,18,-7.0453e-01
17,19,-3.4387e+00
17,20,-1.4473e+00
18,1,-1.7775e-01
18,2,5.4259e-01
18,3,-1.7494e+00
18,4,2.6166e-01
18,5,1.5105e+00
18,6,-2.4745e+00
18,7,1.9972e-01
18,8,-7.7678e-01
18,9,-1.4928e+00
18,10,-9.2263e-02
18,11,-7.4711e-01
18,12,5.1999e-01
18,13,7.6848e-01
18,14,-1.2989e+00
18,15,-7.5460e-01
18,16,-5.8751e-02
18,17,1.1578e+00
18,19,-2.1431e+00
18,20,5.5093e-02
19,1,4.8452e+00
19,2,4.8761e-03
19,3,9.0796e-01
19,4,1.4119e+00
19,5,3.5920e+00
19,6,1.2517e-01
19,7,2.4569e+00
19,8,1.7397e+00
19,9,2.3108e+00
19,10,4.6857e-02
19,11,4.0781e+00
19,12,2.3393e+00
19,13,-4.3928e-01
19,14,3.1115e+00
19,15,2.5744e-01
19,16,1.9601e+00
19,17,3.8650e+00
19,18,2.5633e+00
19,20,9.0378e-01
20,1,-7.6834e-01
20,2,-6.9851e-01
20,3,9.3792e-01
20,4,-2.9266e+00
20,5,-1.2676e+00
20,6,-1.0016e+00
20,7,-2.1209e+00
20,8,-1.0169e+00
20,9,-1.3200e+00
20,10,6.7723e-01
20,11,-1.2404e+00
20,12,-1.4360e+00
20,13,-2.6582e+00
20,14,-5.8240e-01
20,15,3.7602e-01
20,16,-2.3709e-01
20,17,-1.4562e+00
20,18,-4.2009e-01
20,19,-1.9531e+00
