n1,n2,weight
1,2,1.1607e+00
1,3,-2.4810e+00
1,4,4.1202e-01
1,5,4.1202e-01
1,6,-9.5798e-01
1,7,1.1005e+00
1,8,-2.2913e-01
1,9,-2.2040e+00
1,10,-2.4810e+00
1,11,-1.4751e+00
1,12,2.8800e-01
1,13,-3.1683e-01
1,14,4.9972e-01
1,15,2.2263e-01
1,16,-1.5628e+00
1,17,4.9972e-01
1,18,8.8364e-01
1,19,-5.0622e-01
1,20,2.0829e+00
2,1,-1.5628e+00
2,3,-6.6263e-01
2,4,1.1409e+00
2,5,4.1202e-01
2,6,-5.0622e-01
2,7,4.1202e-01
2,8,-2.8088e+00
2,9,-2.4810e+00
2,10,-2.2913e-01
2,11,-7.1794e-01
2,12,-1.2351e+00
2,13,-1.2351e+00
2,14,1.6580e+00
2,15,-1.2351e+00
2,16,-8.3396e-01
2,17,-7.1794e-01
2,18,-1.5628e+00
2,19,-5.5686e-01
2,20,1.0906e-02
3,1,2.2628e+00
3,2,3.7488e+00
3,4,1.2569e+00
3,5,2.8275e+00
3,6,2.9917e+00
3,7,2.9917e+00
3,8,9.2915e-01
3,9,2.1064e+00
3,10,2.2735e+00
3,11,1.2569e+00
3,12,2.5029e+00
3,13,1.9732e+00
3,14,1.0169e+00
3,15,2.8585e+00
3,16,3.7205e+00
3,17,1.1005e+00
3,18,2.2841e+00
3,19,1.1988e-01
3,20,2.8585e+00
4,1,6.8912e-01
4,2,1.4180e+00
4,3,7.3976e-01
4,5,-2.2913e-01
4,6,1.4008e+00
4,7,-2.0799e+00
4,8,2.9557e+00
4,9,1.5479e-01
4,10,4.1202e-01
4,11,7.3976e-01
4,12,-7.1794e-01
4,13,1.2569e+00
4,14,5.8335e-01
4,15,4.1202e-01
4,16,-1.5628e+00
4,17,-2.2913e-01
4,18,1.3303e+00
4,19,-5.5686e-01
4,20,-5.5686e-01
5,1,-1.5628e+00
5,2,6.8912e-01
5,3,1.0906e-02
5,4,-3.1683e-01
5,6,7.3976e-01
5,7,-1.7522e+00
5,8,-2.2040e+00
5,9,-5.0622e-01
5,10,-8.3396e-01
5,11,-2.4810e+00
5,12,8.4286e-02
5,13,-2.4810e+00
5,14,2.5029e+00
5,15,-8.3396e-01
5,16,9.2915e-01
5,17,-1.2351e+00
5,18,-3.1683e-01
5,19,-1.4550e-01
5,20,2.5029e+00
6,1,-1.9639e+00
6,2,4.9972e-01
6,3,4.9972e-01
6,4,4.9972e-01
6,5,1.3303e+00
6,7,-1.2351e+00
6,8,1.0906e-02
6,9,-1.7522e+00
6,10,-2.4810e+00
6,11,-1.5628e+00
6,12,-7.1794e-01
6,13,2.8800e-01
6,14,-1.2351e+00
6,15,1.0169e+00
6,16,-8.3396e-01
6,17,2.3465e+00
6,18,2.0829e+00
6,19,1.0906e-02
6,20,8.6044e-01
7,1,-5.0622e-01
7,2,8.8364e-01
7,3,-5.0622e-01
7,4,7.3976e-01
7,5,1.6430e+00
7,6,2.2263e-01
7,8,7.3976e-01
7,9,4.1202e-01
7,10,-1.2351e+00
7,11,-7.1794e-01
7,12,2.8800e-01
7,13,-1.4751e+00
7,14,1.8019e+00
7,15,1.9351e+00
7,16,-1.7522e+00
7,17,1.0169e+00
7,18,2.2628e+00
7,19,5.8335e-01
7,20,-3.1683e-01
8,1,-2.2040e+00
8,2,7.3976e-01
8,3,-3.1683e-01
8,4,-3.7270e+00
8,5,5.2803e-01
8,6,-1.4550e-01
8,7,2.0591e+00
8,9,-1.7522e+00
8,10,-3.1683e-01
8,11,6.8912e-01
8,12,-1.7522e+00
8,13,-5.0622e-01
8,14,-7.1794e-01
8,15,-1.0511e-01
8,16,1.0906e-02
8,17,-3.7270e+00
8,18,-2.4810e+00
8,19,-3.4499e+00
8,20,1.5016e+00
9,1,1.4008e+00
9,2,1.6580e+00
9,3,1.6580e+00
9,4,-3.1683e-01
9,5,1.8293e+00
9,6,1.9351e+00
9,7,-2.8088e+00
9,8,6.8912e-01
9,10,-3.7270e+00
9,11,9.2915e-01
9,12,-5.5686e-01
9,13,2.1064e+00
9,14,1.6580e+00
9,15,3.2317e+00
9,16,2.3465e+00
9,17,-8.3396e-01
9,18,4.4901e+00
9,19,6.8912e-01
9,20,1.5340e+00
10,1,-5.0622e-01
10,2,8.6044e-01
10,3,1.0906e-02
10,4,8.3695e-01
10,5,2.5561e-01
10,6,5.2803e-01
10,7,1.2569e+00
10,8,-2.0799e+00
10,9,-2.8088e+00
10,11,1.1409e+00
10,12,1.1607e+00
10,13,-3.7270e+00
10,14,1.3303e+00
10,15,6.8912e-01
10,16,-1.2351e+00
10,17,-3.2099e+00
10,18,-1.4751e+00
10,19,-1.1617e+00
10,20,1.3122e+00
11,1,7.3976e-01
11,2,8.4286e-02
11,3,1.8293e+00
11,4,1.0169e+00
11,5,3.0753e+00
11,6,2.4067e+00
11,7,2.2628e+00
11,8,4.9972e-01
11,9,-1.4751e+00
11,10,-3.7270e+00
11,12,-1.0511e-01
11,13,1.7457e+00
11,14,2.8800e-01
11,15,1.8697e+00
11,16,-3.6234e-01
11,17,2.8800e-01
11,18,9.5148e-01
11,19,1.8697e+00
11,20,2.2946e+00
12,1,-5.0622e-01
12,2,-1.0511e-01
12,3,1.1409e+00
12,4,1.7457e+00
12,5,2.6639e+00
12,6,4.7971e-02
12,7,1.0169e+00
12,8,8.8364e-01
12,9,-1.5628e+00
12,10,-2.2913e-01
12,11,-1.4550e-01
12,13,-7.1794e-01
12,14,1.5658e+00
12,15,3.3051e+00
12,16,-1.5628e+00
12,17,1.0906e-02
12,18,2.1064e+00
12,19,2.6467e+00
12,20,1.1005e+00
13,1,5.5590e-01
13,2,1.4008e+00
13,3,1.3122e+00
13,4,4.7971e-02
13,5,8.8364e-01
13,6,4.9972e-01
13,7,8.4286e-02
13,8,-2.2913e-01
13,9,-3.1683e-01
13,10,1.0906e-02
13,11,-2.4810e+00
13,12,2.2841e+00
13,14,2.4067e+00
13,15,8.8364e-01
13,16,5.8335e-01
13,17,2.2263e-01
13,18,-5.5686e-01
13,19,-1.2351e+00
13,20,-1.0511e-01
14,1,-5.5686e-01
14,2,7.3976e-01
14,3,-2.8088e+00
14,4,8.4286e-02
14,5,-5.5686e-01
14,6,-6.6263e-01
14,7,2.8800e-01
14,8,-3.1683e-01
14,9,-1.4751e+00
14,10,1.3122e+00
14,11,1.0906e-02
14,12,4.9972e-01
14,13,-1.4751e+00
14,15,-3.1683e-01
14,16,-1.4751e+00
14,17,-1.5628e+00
14,18,-2.2040e+00
14,19,1.4686e+00
14,20,-5.5686e-01
15,1,2.2263e-01
15,2,-3.1683e-01
15,3,-3.7270e+00
15,4,1.6580e+00
15,5,1.2569e+00
15,6,6.8912e-01
15,7,-3.1683e-01
15,8,-5.5686e-01
15,9,-2.0799e+00
15,10,1.8019e+00
15,11,-9.5798e-01
15,12,-1.0233e+00
15,13,-1.2351e+00
15,14,8.1314e-01
15,16,1.1607e+00
15,17,1.9857e+00
15,18,3.9099e+00
15,19,-1.0511e-01
15,20,1.0906e-02
16,1,1.1607e+00
16,2,2.2263e-01
16,3,-1.2351e+00
16,4,1.6580e+00
16,5,1.9857e+00
16,6,1.3122e+00
16,7,1.2939e+00
16,8,8.8364e-01
16,9,-1.9639e+00
16,10,-9.5798e-01
16,11,8.4286e-02
16,12,1.5340e+00
16,13,2.3868e+00
16,14,4.9972e-01
16,15,1.0381e+00
16,17,2.2263e-01
16,18,1.1988e-01
16,19,1.0906e-02
16,20,7.3976e-01
17,1,-2.2913e-01
17,2,-1.2351e+00
17,3,1.1005e+00
17,4,1.2569e+00
17,5,-9.5798e-01
17,6,-1.5628e+00
17,7,1.1409e+00
17,8,-1.4550e-01
17,9,-2.4810e+00
17,10,4.9972e-01
17,11,6.8912e-01
17,12,4.7971e-02
17,13,-1.2351e+00
17,14,-2.2913e-01
17,15,5.8335e-01
17,16,5.2803e-01
17,18,2.5561e-01
17,19,-3.1683e-01
17,20,8.4286e-02
18,1,1.9857e+00
18,2,2.1064e+00
18,3,-8.3396e-01
18,4,2.6639e+00
18,5,2.7476e+00
18,6,1.0906e-02
18,7,1.9732e+00
18,8,9.5148e-01
18,9,5.2803e-01
18,10,1.9857e+00
18,11,4.1202e-01
18,12,1.3122e+00
18,13,2.2735e+00
18,14,2.2263e-01
18,15,-2.4810e+00
18,16,4.1202e-01
18,17,1.3303e+00
18,19,-8.3396e-01
18,20,-9.5798e-01
19,1,-1.4751e+00
19,2,1.0906e-02
19,3,-2.0799e+00
19,4,-5.0622e-01
19,5,-5.5686e-01
19,6,2.2263e-01
19,7,6.8912e-01
19,8,4.9972e-01
19,9,-9.5798e-01
19,10,-1.3915e+00
19,11,-1.2351e+00
19,12,-1.2351e+00
19,13,1.6580e+00
19,14,1.0906e-02
19,15,8.4286e-02
19,16,-1.5628e+00
19,17,6.8912e-01
19,18,4.7971e-02
19,20,-9.5798e-01
20,1,7.3976e-01
20,2,-8.3396e-01
20,3,1.6580e+00
20,4,1.9857e+00
20,5,7.3976e-01
20,6,7.3976e-01
20,7,2.2263e-01
20,8,-3.7270e+00
20,9,-9.5798e-01
20,10,1.4180e+00
20,11,-1.9639e+00
20,12,-9.5798e-01
20,13,-9.5798e-01
20,14,5.8335e-01
20,15,1.6580e+00
20,16,1.0906e-02
20,17,-1.7522e+00
20,18,-3.1683e-01
20,19,1.5479e-01
