l i j f[l] s[l] h[l]
1 1 2 0.22677 3.3563316 0.0
2 1 3 -2.5119 3.3563316 0.0
3 2 3 4.6561 -0.15502299999999986 0.0
4 1 4 -1.7604 3.3563316 0.0
5 2 4 1.4138 -0.15502299999999986 0.0
6 3 4 2.158 3.883415400000001 -3.3306690738754696e-16
7 1 5 -4.789 3.3563316 0.0
8 2 5 0.95661 -0.15502299999999986 0.0
9 3 5 -2.6461 3.883415400000001 -3.3306690738754696e-16
10 4 5 -1.5794 0.024001000000000106 0.0
11 1 6 -1.8869 3.3563316 0.0
12 2 6 -1.2522 -0.15502299999999986 0.0
13 3 6 -0.18967 3.883415400000001 -3.3306690738754696e-16
14 4 6 -4.325 0.024001000000000106 0.0
15 5 6 0.8111 0.06863939999999998 2.220446049250313e-16
16 1 7 -2.613 3.3563316 0.0
17 2 7 0.61757 -0.15502299999999986 0.0
18 3 7 -0.10069 3.883415400000001 -3.3306690738754696e-16
19 4 7 0.33972 0.024001000000000106 0.0
20 5 7 -1.4215 0.06863939999999998 2.220446049250313e-16
21 6 7 3.6132 1.5855240000000002 -2.220446049250313e-16
22 1 8 -3.246 3.3563316 0.0
23 2 8 -1.1642 -0.15502299999999986 0.0
24 3 8 0.3773 3.883415400000001 -3.3306690738754696e-16
25 4 8 -0.30564 0.024001000000000106 0.0
26 5 8 0.10239 0.06863939999999998 2.220446049250313e-16
27 6 8 1.3199 1.5855240000000002 -2.220446049250313e-16
28 7 8 0.99622 -1.3660799999999997 0.0
29 1 9 -4.7461 3.3563316 0.0
30 2 9 -1.0979 -0.15502299999999986 0.0
31 3 9 -1.6574 3.883415400000001 -3.3306690738754696e-16
32 4 9 -5.907 0.024001000000000106 0.0
33 5 9 -0.78481 0.06863939999999998 2.220446049250313e-16
34 6 9 -2.3485 1.5855240000000002 -2.220446049250313e-16
35 7 9 0.0069546 -1.3660799999999997 0.0
36 8 9 -3.5067 1.2499683999999998 1.6653345369377348e-16
37 1 10 -4.3692 3.3563316 0.0
38 2 10 -0.31025 -0.15502299999999986 0.0
39 3 10 -3.2604 3.883415400000001 -3.3306690738754696e-16
40 4 10 -2.3853 0.024001000000000106 0.0
41 5 10 -2.6193 0.06863939999999998 2.220446049250313e-16
42 6 10 0.46964 1.5855240000000002 -2.220446049250313e-16
43 7 10 -0.76002 -1.3660799999999997 0.0
44 8 10 -1.9697 1.2499683999999998 1.6653345369377348e-16
45 9 10 1.6416 -1.580057 -4.440892098500626e-16
46 1 11 -2.8248 3.3563316 0.0
47 2 11 0.016302 -0.15502299999999986 0.0
48 3 11 -2.7313 3.883415400000001 -3.3306690738754696e-16
49 4 11 -0.98221 0.024001000000000106 0.0
50 5 11 1.9556 0.06863939999999998 2.220446049250313e-16
51 6 11 -0.02183 1.5855240000000002 -2.220446049250313e-16
52 7 11 -4.5518 -1.3660799999999997 0.0
53 8 11 1.0306 1.2499683999999998 1.6653345369377348e-16
54 9 11 1.3244 -1.580057 -4.440892098500626e-16
55 10 11 -1.2469 0.05911900000000008 -4.440892098500626e-16
56 1 12 -4.1002 3.3563316 0.0
57 2 12 2.3985 -0.15502299999999986 0.0
58 3 12 -1.1169 3.883415400000001 -3.3306690738754696e-16
59 4 12 -1.048 0.024001000000000106 0.0
60 5 12 0.35598 0.06863939999999998 2.220446049250313e-16
61 6 12 -1.084 1.5855240000000002 -2.220446049250313e-16
62 7 12 4.4486 -1.3660799999999997 0.0
63 8 12 -0.24285 1.2499683999999998 1.6653345369377348e-16
64 9 12 0.96516 -1.580057 -4.440892098500626e-16
65 10 12 -2.4278 0.05911900000000008 -4.440892098500626e-16
66 11 12 1.403 1.7005670000000006 -8.881784197001252e-16
67 1 13 -6.2053 3.3563316 0.0
68 2 13 -6.5995 -0.15502299999999986 0.0
69 3 13 -3.3695 3.883415400000001 -3.3306690738754696e-16
70 4 13 0.14042 0.024001000000000106 0.0
71 5 13 -1.2829 0.06863939999999998 2.220446049250313e-16
72 6 13 -0.67346 1.5855240000000002 -2.220446049250313e-16
73 7 13 -0.88325 -1.3660799999999997 0.0
74 8 13 -3.379 1.2499683999999998 1.6653345369377348e-16
75 9 13 -3.6558 -1.580057 -4.440892098500626e-16
76 10 13 -1.0157 0.05911900000000008 -4.440892098500626e-16
77 11 13 -5.613 1.7005670000000006 -8.881784197001252e-16
78 12 13 -2.8596 -0.7942946000000003 4.440892098500626e-16
79 1 14 -2.7135 3.3563316 0.0
80 2 14 -3.1302 -0.15502299999999986 0.0
81 3 14 -2.7533 3.883415400000001 -3.3306690738754696e-16
82 4 14 -1.7343 0.024001000000000106 0.0
83 5 14 -4.8924 0.06863939999999998 2.220446049250313e-16
84 6 14 -2.1269 1.5855240000000002 -2.220446049250313e-16
85 7 14 -2.9594 -1.3660799999999997 0.0
86 8 14 -5.505 1.2499683999999998 1.6653345369377348e-16
87 9 14 2.0151 -1.580057 -4.440892098500626e-16
88 10 14 -0.76871 0.05911900000000008 -4.440892098500626e-16
89 11 14 -0.55355 1.7005670000000006 -8.881784197001252e-16
90 12 14 0.15505 -0.7942946000000003 4.440892098500626e-16
91 13 14 -2.0002 1.0409200000000007 -8.881784197001252e-16
92 1 15 -5.0661 3.3563316 0.0
93 2 15 0.67749 -0.15502299999999986 0.0
94 3 15 -1.525 3.883415400000001 -3.3306690738754696e-16
95 4 15 2.6986 0.024001000000000106 0.0
96 5 15 1.3581 0.06863939999999998 2.220446049250313e-16
97 6 15 -3.785 1.5855240000000002 -2.220446049250313e-16
98 7 15 1.0508 -1.3660799999999997 0.0
99 8 15 -0.55297 1.2499683999999998 1.6653345369377348e-16
100 9 15 2.1855 -1.580057 -4.440892098500626e-16
101 10 15 0.2382 0.05911900000000008 -4.440892098500626e-16
102 11 15 -0.24295 1.7005670000000006 -8.881784197001252e-16
103 12 15 1.1734 -0.7942946000000003 4.440892098500626e-16
104 13 15 4.4451 1.0409200000000007 -8.881784197001252e-16
105 14 15 3.6833 -2.5219340000000003 0.0
106 1 16 -4.3391 3.3563316 0.0
107 2 16 0.83181 -0.15502299999999986 0.0
108 3 16 -3.3769 3.883415400000001 -3.3306690738754696e-16
109 4 16 -3.5415 0.024001000000000106 0.0
110 5 16 -0.14447 0.06863939999999998 2.220446049250313e-16
111 6 16 -0.59117 1.5855240000000002 -2.220446049250313e-16
112 7 16 -2.9558 -1.3660799999999997 0.0
113 8 16 -1.0665 1.2499683999999998 1.6653345369377348e-16
114 9 16 4.5925 -1.580057 -4.440892098500626e-16
115 10 16 0.65896 0.05911900000000008 -4.440892098500626e-16
116 11 16 1.0224 1.7005670000000006 -8.881784197001252e-16
117 12 16 0.93741 -0.7942946000000003 4.440892098500626e-16
