l i j f[l] s[l] h[l]
1 1 2 -2.5526 -0.04886039999999995 -4.440892098500626e-16
2 1 3 0.87473 -0.04886039999999995 -4.440892098500626e-16
3 2 3 2.2806 1.1175693499999997 6.661338147750939e-16
4 1 4 -2.3209 -0.04886039999999995 -4.440892098500626e-16
5 2 4 0.17732 1.1175693499999997 6.661338147750939e-16
6 3 4 -0.36263 0.01969975000000014 1.3322676295501878e-15
7 1 5 -3.5513 -0.04886039999999995 -4.440892098500626e-16
8 2 5 2.3879 1.1175693499999997 6.661338147750939e-16
9 3 5 -1.1674 0.01969975000000014 1.3322676295501878e-15
10 4 5 -1.0702 -0.20311875000000001 -8.881784197001252e-16
11 1 6 -1.8202 -0.04886039999999995 -4.440892098500626e-16
12 2 6 2.7404 1.1175693499999997 6.661338147750939e-16
13 3 6 -4.1849 0.01969975000000014 1.3322676295501878e-15
14 4 6 0.075513 -0.20311875000000001 -8.881784197001252e-16
15 5 6 2.2964 -0.2086383500000002 4.440892098500626e-16
16 1 7 -0.21873 -0.04886039999999995 -4.440892098500626e-16
17 2 7 2.2104 1.1175693499999997 6.661338147750939e-16
18 3 7 -3.0898 0.01969975000000014 1.3322676295501878e-15
19 4 7 2.2871 -0.20311875000000001 -8.881784197001252e-16
20 5 7 3.0341 -0.2086383500000002 4.440892098500626e-16
21 6 7 2.0199 1.5123118999999998 -6.661338147750939e-16
22 1 8 -6.8306 -0.04886039999999995 -4.440892098500626e-16
23 2 8 1.6989 1.1175693499999997 6.661338147750939e-16
24 3 8 -1.3636 0.01969975000000014 1.3322676295501878e-15
25 4 8 -2.8421 -0.20311875000000001 -8.881784197001252e-16
26 5 8 0.79992 -0.2086383500000002 4.440892098500626e-16
27 6 8 0.10507 1.5123118999999998 -6.661338147750939e-16
28 7 8 1.1524 -1.1807698999999998 -4.440892098500626e-16
29 1 9 3.9654 -0.04886039999999995 -4.440892098500626e-16
30 2 9 6.1916 1.1175693499999997 6.661338147750939e-16
31 3 9 2.6934 0.01969975000000014 1.3322676295501878e-15
32 4 9 2.5421 -0.20311875000000001 -8.881784197001252e-16
33 5 9 3.0877 -0.2086383500000002 4.440892098500626e-16
34 6 9 2.2782 1.5123118999999998 -6.661338147750939e-16
35 7 9 -1.0616 -1.1807698999999998 -4.440892098500626e-16
36 8 9 3.0065 2.2546904999999997 6.661338147750939e-16
37 1 10 -1.3971 -0.04886039999999995 -4.440892098500626e-16
38 2 10 -1.2081 1.1175693499999997 6.661338147750939e-16
39 3 10 -0.21043 0.01969975000000014 1.3322676295501878e-15
40 4 10 0.49648 -0.20311875000000001 -8.881784197001252e-16
41 5 10 -3.8485 -0.2086383500000002 4.440892098500626e-16
42 6 10 0.023054 1.5123118999999998 -6.661338147750939e-16
43 7 10 3.2545 -1.1807698999999998 -4.440892098500626e-16
44 8 10 -3.0773 2.2546904999999997 6.661338147750939e-16
45 9 10 3.359 0.9602907500000002 -8.881784197001252e-16
46 1 11 1.0235 -0.04886039999999995 -4.440892098500626e-16
47 2 11 -2.1888 1.1175693499999997 6.661338147750939e-16
48 3 11 0.36608 0.01969975000000014 1.3322676295501878e-15
49 4 11 1.7899 -0.20311875000000001 -8.881784197001252e-16
50 5 11 3.6155 -0.2086383500000002 4.440892098500626e-16
51 6 11 2.1461 1.5123118999999998 -6.661338147750939e-16
52 7 11 1.5544 -1.1807698999999998 -4.440892098500626e-16
53 8 11 -0.11427 2.2546904999999997 6.661338147750939e-16
54 9 11 -0.24389 0.9602907500000002 -8.881784197001252e-16
55 10 11 -4.5712 -0.8174511500000001 1.1102230246251565e-16
56 1 12 -2.6786 -0.04886039999999995 -4.440892098500626e-16
57 2 12 -0.59195 1.1175693499999997 6.661338147750939e-16
58 3 12 -3.2826 0.01969975000000014 1.3322676295501878e-15
59 4 12 -0.56812 -0.20311875000000001 -8.881784197001252e-16
60 5 12 0.20564 -0.2086383500000002 4.440892098500626e-16
61 6 12 -5.4134 1.5123118999999998 -6.661338147750939e-16
62 7 12 0.91947 -1.1807698999999998 -4.440892098500626e-16
63 8 12 -0.72265 2.2546904999999997 6.661338147750939e-16
64 9 12 -4.7748 0.9602907500000002 -8.881784197001252e-16
65 10 12 -1.5005 -0.8174511500000001 1.1102230246251565e-16
66 11 12 -0.83483 -0.52352135 -4.440892098500626e-16
67 1 13 -1.6722 -0.04886039999999995 -4.440892098500626e-16
68 2 13 3.6859 1.1175693499999997 6.661338147750939e-16
69 3 13 -1.2824 0.01969975000000014 1.3322676295501878e-15
70 4 13 -0.65936 -0.20311875000000001 -8.881784197001252e-16
71 5 13 1.9891 -0.2086383500000002 4.440892098500626e-16
72 6 13 0.76672 1.5123118999999998 -6.661338147750939e-16
73 7 13 -2.8172 -1.1807698999999998 -4.440892098500626e-16
74 8 13 0.40031 2.2546904999999997 6.661338147750939e-16
75 9 13 -3.3051 0.9602907500000002 -8.881784197001252e-16
76 10 13 -2.4269 -0.8174511500000001 1.1102230246251565e-16
77 11 13 -0.63756 -0.52352135 -4.440892098500626e-16
78 12 13 2.1882 1.53333905 6.661338147750939e-16
79 1 14 -6.9331 -0.04886039999999995 -4.440892098500626e-16
80 2 14 -2.2525 1.1175693499999997 6.661338147750939e-16
81 3 14 -2.9459 0.01969975000000014 1.3322676295501878e-15
82 4 14 1.0786 -0.20311875000000001 -8.881784197001252e-16
83 5 14 -1.9845 -0.2086383500000002 4.440892098500626e-16
84 6 14 1.9394 1.5123118999999998 -6.661338147750939e-16
85 7 14 -1.1161 -1.1807698999999998 -4.440892098500626e-16
86 8 14 -0.47853 2.2546904999999997 6.661338147750939e-16
87 9 14 -6.1243 0.9602907500000002 -8.881784197001252e-16
88 10 14 2.3784 -0.8174511500000001 1.1102230246251565e-16
89 11 14 -1.4675 -0.52352135 -4.440892098500626e-16
