l i j f[l] s[l] h[l]
1 1 2 0.94461 3.1398732775000004 -8.881784197001252e-16
2 1 3 -2.9694 3.1398732775000004 -8.881784197001252e-16
3 2 3 3.5462 -0.4573031999999997 -4.440892098500626e-16
4 1 4 -1.849 3.1398732775000004 -8.881784197001252e-16
5 2 4 -0.24284 -0.4573031999999997 -4.440892098500626e-16
6 3 4 2.7022 3.8630335225000008 -9.43689570931383e-16
7 1 5 -2.9943 3.1398732775000004 -8.881784197001252e-16
8 2 5 0.032681 -0.4573031999999997 -4.440892098500626e-16
9 3 5 -1.6009 3.8630335225000008 -9.43689570931383e-16
10 4 5 0.0011447 -0.16594326500000006 -4.440892098500626e-16
11 1 6 -0.46552 3.1398732775000004 -8.881784197001252e-16
12 2 6 0.00073655 -0.4573031999999997 -4.440892098500626e-16
13 3 6 0.48902 3.8630335225000008 -9.43689570931383e-16
14 4 6 -2.3965 -0.16594326500000006 -4.440892098500626e-16
15 5 6 -1.3453 -0.7550465425000001 0.0
16 1 7 -2.0499 3.1398732775000004 -8.881784197001252e-16
17 2 7 -2.9262 -0.4573031999999997 -4.440892098500626e-16
18 3 7 2.7495 3.8630335225000008 -9.43689570931383e-16
19 4 7 -2.3334 -0.16594326500000006 -4.440892098500626e-16
20 5 7 -0.12684 -0.7550465425000001 0.0
21 6 7 0.17862 1.873159935 -4.440892098500626e-16
22 1 8 -1.896 3.1398732775000004 -8.881784197001252e-16
23 2 8 -1.0611 -0.4573031999999997 -4.440892098500626e-16
24 3 8 -0.004754 3.8630335225000008 -9.43689570931383e-16
25 4 8 0.11784 -0.16594326500000006 -4.440892098500626e-16
26 5 8 -0.79674 -0.7550465425000001 0.0
27 6 8 -1.2582 1.873159935 -4.440892098500626e-16
28 7 8 1.6823 -0.6536572850000003 0.0
29 1 9 -1.4133 3.1398732775000004 -8.881784197001252e-16
30 2 9 -0.080522 -0.4573031999999997 -4.440892098500626e-16
31 3 9 -0.50787 3.8630335225000008 -9.43689570931383e-16
32 4 9 -2.4928 -0.16594326500000006 -4.440892098500626e-16
33 5 9 -1.0732 -0.7550465425000001 0.0
34 6 9 0.52146 1.873159935 -4.440892098500626e-16
35 7 9 2.5668 -0.6536572850000003 0.0
36 8 9 -0.58305 0.17806043750000014 -1.1102230246251565e-16
37 1 10 -2.3054 3.1398732775000004 -8.881784197001252e-16
38 2 10 0.9608 -0.4573031999999997 -4.440892098500626e-16
39 3 10 -2.7592 3.8630335225000008 -9.43689570931383e-16
40 4 10 -1.1736 -0.16594326500000006 -4.440892098500626e-16
41 5 10 -2.8573 -0.7550465425000001 0.0
42 6 10 2.0445 1.873159935 -4.440892098500626e-16
43 7 10 2.0707 -0.6536572850000003 0.0
44 8 10 -0.3474 0.17806043750000014 -1.1102230246251565e-16
45 9 10 -0.60578 -1.7723540850000004 3.885780586188048e-16
46 1 11 -5.1024 3.1398732775000004 -8.881784197001252e-16
47 2 11 0.13508 -0.4573031999999997 -4.440892098500626e-16
48 3 11 -0.93468 3.8630335225000008 -9.43689570931383e-16
49 4 11 -0.27124 -0.16594326500000006 -4.440892098500626e-16
50 5 11 1.6881 -0.7550465425000001 0.0
51 6 11 -1.9487 1.873159935 -4.440892098500626e-16
52 7 11 -3.4824 -0.6536572850000003 0.0
53 8 11 0.37854 0.17806043750000014 -1.1102230246251565e-16
54 9 11 -0.38079 -1.7723540850000004 3.885780586188048e-16
55 10 11 -2.3357 0.6587306800000002 0.0
56 1 12 -2.1199 3.1398732775000004 -8.881784197001252e-16
57 2 12 2.5703 -0.4573031999999997 -4.440892098500626e-16
58 3 12 -0.13688 3.8630335225000008 -9.43689570931383e-16
59 4 12 -3.5396 -0.16594326500000006 -4.440892098500626e-16
60 5 12 0.43017 -0.7550465425000001 0.0
61 6 12 1.0884 1.873159935 -4.440892098500626e-16
62 7 12 2.8273 -0.6536572850000003 0.0
63 8 12 0.89823 0.17806043750000014 -1.1102230246251565e-16
64 9 12 -0.61858 -1.7723540850000004 3.885780586188048e-16
65 10 12 -0.75585 0.6587306800000002 0.0
66 11 12 3.4437 1.9369491725 -4.440892098500626e-16
67 1 13 -4.5742 3.1398732775000004 -8.881784197001252e-16
68 2 13 -4.0296 -0.4573031999999997 -4.440892098500626e-16
69 3 13 -3.503 3.8630335225000008 -9.43689570931383e-16
70 4 13 -2.3634 -0.16594326500000006 -4.440892098500626e-16
71 5 13 -4.7354 -0.7550465425000001 0.0
72 6 13 -4.0012 1.873159935 -4.440892098500626e-16
73 7 13 -0.31677 -0.6536572850000003 0.0
74 8 13 -3.7041 0.17806043750000014 -1.1102230246251565e-16
75 9 13 -4.7234 -1.7723540850000004 3.885780586188048e-16
76 10 13 -1.913 0.6587306800000002 0.0
77 11 13 -5.0476 1.9369491725 -4.440892098500626e-16
78 12 13 -4.0643 0.2079424450000001 -1.1102230246251565e-16
79 1 14 -1.823 3.1398732775000004 -8.881784197001252e-16
80 2 14 -2.705 -0.4573031999999997 -4.440892098500626e-16
81 3 14 -1.33 3.8630335225000008 -9.43689570931383e-16
82 4 14 -0.74276 -0.16594326500000006 -4.440892098500626e-16
83 5 14 -4.6442 -0.7550465425000001 0.0
84 6 14 -1.999 1.873159935 -4.440892098500626e-16
85 7 14 -1.472 -0.6536572850000003 0.0
86 8 14 -4.0905 0.17806043750000014 -1.1102230246251565e-16
87 9 14 0.12555 -1.7723540850000004 3.885780586188048e-16
88 10 14 -1.9147 0.6587306800000002 0.0
89 11 14 1.7131 1.9369491725 -4.440892098500626e-16
90 12 14 0.70363 0.2079424450000001 -1.1102230246251565e-16
91 13 14 -0.68014 0.37939237250000024 -2.7755575615628914e-16
92 1 15 -3.7718 3.1398732775000004 -8.881784197001252e-16
93 2 15 1.336 -0.4573031999999997 -4.440892098500626e-16
94 3 15 1.8333 3.8630335225000008 -9.43689570931383e-16
95 4 15 2.6186 -0.16594326500000006 -4.440892098500626e-16
96 5 15 0.38753 -0.7550465425000001 0.0
97 6 15 -5.0229 1.873159935 -4.440892098500626e-16
98 7 15 1.2912 -0.6536572850000003 0.0
99 8 15 -0.02618 0.17806043750000014 -1.1102230246251565e-16
100 9 15 0.20624 -1.7723540850000004 3.885780586188048e-16
101 10 15 0.092243 0.6587306800000002 0.0
102 11 15 1.2838 1.9369491725 -4.440892098500626e-16
103 12 15 -1.3066 0.2079424450000001 -1.1102230246251565e-16
104 13 15 3.1412 0.37939237250000024 -2.7755575615628914e-16
105 14 15 2.3999 -1.6770875625000004 4.440892098500626e-16
106 1 16 -4.3396 3.1398732775000004 -8.881784197001252e-16
107 2 16 -0.50677 -0.4573031999999997 -4.440892098500626e-16
108 3 16 -4.6044 3.8630335225000008 -9.43689570931383e-16
109 4 16 -3.2242 -0.16594326500000006 -4.440892098500626e-16
110 5 16 -0.31933 -0.7550465425000001 0.0
111 6 16 -0.92624 1.873159935 -4.440892098500626e-16
112 7 16 -1.6774 -0.6536572850000003 0.0
113 8 16 -1.603 0.17806043750000014 -1.1102230246251565e-16
114 9 16 3.4474 -1.7723540850000004 3.885780586188048e-16
115 10 16 0.9542 0.6587306800000002 0.0
116 11 16 1.0004 1.9369491725 -4.440892098500626e-16
117 12 16 -0.059237 0.2079424450000001 -1.1102230246251565e-16
118 13 16 2.8362 0.37939237250000024 -2.7755575615628914e-16
119 14 16 -0.41428 -1.6770875625000004 4.440892098500626e-16
120 15 16 -0.98381 -1.2834735425000001 1.1102230246251565e-16
121 1 17 -3.5368 3.1398732775000004 -8.881784197001252e-16
122 2 17 -2.7332 -0.4573031999999997 -4.440892098500626e-16
123 3 17 -0.69601 3.8630335225000008 -9.43689570931383e-16
124 4 17 -4.5163 -0.16594326500000006 -4.440892098500626e-16
125 5 17 -1.1062 -0.7550465425000001 0.0
126 6 17 -2.0443 1.873159935 -4.440892098500626e-16
127 7 17 -1.077 -0.6536572850000003 0.0
128 8 17 -1.8442 0.17806043750000014 -1.1102230246251565e-16
129 9 17 -1.2489 -1.7723540850000004 3.885780586188048e-16
130 10 17 -1.4374 0.6587306800000002 0.0
131 11 17 0.91114 1.9369491725 -4.440892098500626e-16
132 12 17 -2.0126 0.2079424450000001 -1.1102230246251565e-16
133 13 17 3.6478 0.37939237250000024 -2.7755575615628914e-16
134 14 17 -0.90349 -1.6770875625000004 4.440892098500626e-16
135 15 17 -2.6554 -1.2834735425000001 1.1102230246251565e-16
136 16 17 -1.8137 0.9985265000000002 -4.440892098500626e-16
137 1 18 -8.4872 3.1398732775000004 -8.881784197001252e-16
138 2 18 -2.4335 -0.4573031999999997 -4.440892098500626e-16
139 3 18 -1.045 3.8630335225000008 -9.43689570931383e-16
140 4 18 -3.0539 -0.16594326500000006 -4.440892098500626e-16
141 5 18 -1.7166 -0.7550465425000001 0.0
142 6 18 -2.8223 1.873159935 -4.440892098500626e-16
143 7 18 0.50897 -0.6536572850000003 0.0
144 8 18 -2.5784 0.17806043750000014 -1.1102230246251565e-16
145 9 18 2.6098 -1.7723540850000004 3.885780586188048e-16
146 10 18 -4.7884 0.6587306800000002 0.0
147 11 18 3.1112 1.9369491725 -4.440892098500626e-16
148 12 18 0.77543 0.2079424450000001 -1.1102230246251565e-16
149 13 18 2.0791 0.37939237250000024 -2.7755575615628914e-16
150 14 18 0.53658 -1.6770875625000004 4.440892098500626e-16
151 15 18 -2.7075 -1.2834735425000001 1.1102230246251565e-16
152 16 18 0.059831 0.9985265000000002 -4.440892098500626e-16
153 17 18 -3.6601 -2.0730367775000005 3.3306690738754696e-16
154 1 19 -5.9639 3.1398732775000004 -8.881784197001252e-16
155 2 19 -2.8459 -0.4573031999999997 -4.440892098500626e-16
156 3 19 -1.3525 3.8630335225000008 -9.43689570931383e-16
157 4 19 -1.3752 -0.16594326500000006 -4.440892098500626e-16
158 5 19 -1.0061 -0.7550465425000001 0.0
159 6 19 1.1376 1.873159935 -4.440892098500626e-16
160 7 19 -4.5361 -0.6536572850000003 0.0
161 8 19 -2.2919 0.17806043750000014 -1.1102230246251565e-16
162 9 19 1.0646 -1.7723540850000004 3.885780586188048e-16
163 10 19 0.25316 0.6587306800000002 0.0
164 11 19 1.6996 1.9369491725 -4.440892098500626e-16
165 12 19 -0.21295 0.2079424450000001 -1.1102230246251565e-16
166 13 19 0.14224 0.37939237250000024 -2.7755575615628914e-16
167 14 19 -0.35315 -1.6770875625000004 4.440892098500626e-16
168 15 19 -2.0866 -1.2834735425000001 1.1102230246251565e-16
169 16 19 0.35807 0.9985265000000002 -4.440892098500626e-16
170 17 19 0.9275 -2.0730367775000005 3.3306690738754696e-16
171 18 19 -3.3167 3.2858297000000007 -9.992007221626409e-16
172 1 20 -5.4088 3.1398732775000004 -8.881784197001252e-16
173 2 20 -4.2931 -0.4573031999999997 -4.440892098500626e-16
174 3 20 1.3941 3.8630335225000008 -9.43689570931383e-16
175 4 20 -1.109 -0.16594326500000006 -4.440892098500626e-16
176 5 20 -0.65292 -0.7550465425000001 0.0
177 6 20 -0.74173 1.873159935 -4.440892098500626e-16
178 7 20 -2.0511 -0.6536572850000003 0.0
179 8 20 5.0 0.17806043750000014 -1.1102230246251565e-16
180 9 20 -0.35096 -1.7723540850000004 3.885780586188048e-16
181 10 20 -0.38708 0.6587306800000002 0.0
182 11 20 2.1015 1.9369491725 -4.440892098500626e-16
183 12 20 1.223 0.2079424450000001 -1.1102230246251565e-16
184 13 20 3.6639 0.37939237250000024 -2.7755575615628914e-16
185 14 20 -1.4307 -1.6770875625000004 4.440892098500626e-16
186 15 20 -0.37918 -1.2834735425000001 1.1102230246251565e-16
187 16 20 -0.022991 0.9985265000000002 -4.440892098500626e-16
188 17 20 3.7298 -2.0730367775000005 3.3306690738754696e-16
189 18 20 -3.5579 3.2858297000000007 -9.992007221626409e-16
190 19 20 1.5061 -0.9680302350000003 2.220446049250313e-16
