t i j k u[t]
1 1 2 3 0.20101550000000004
2 1 2 4 0.0770175
3 1 2 5 0.17175500000000005
4 1 2 6 0.19696800000000003
5 1 2 7 0.13703750000000003
6 1 2 8 -0.044054500000000024
7 1 2 9 0.167385
8 1 2 10 0.44850000000000007
9 1 2 11 -0.02820400000000001
10 1 2 12 0.12817000000000006
11 1 2 13 0.1340195
12 1 2 14 0.20581000000000002
13 1 2 15 0.26754
14 1 2 16 0.13438000000000003
15 1 2 17 0.13185150000000004
16 1 2 18 -0.10729200000000004
17 1 2 19 0.024008699999999987
18 1 2 20 0.14469500000000007
19 1 3 4 -0.24815000000000004
20 1 3 5 -0.03881500000000001
21 1 3 6 -0.06047350000000001
22 1 3 7 -0.09359650000000001
23 1 3 8 -0.17672450000000003
24 1 3 9 -0.13010000000000002
25 1 3 10 0.18082000000000004
26 1 3 11 -0.2776690000000001
27 1 3 12 -0.2787650000000001
28 1 3 13 -0.21767350000000005
29 1 3 14 -0.07715000000000002
30 1 3 15 0.109413
31 1 3 16 -0.052306500000000006
32 1 3 17 -0.13980200000000004
33 1 3 18 -0.028967000000000017
34 1 3 19 -0.22349130000000006
35 1 3 20 -0.110085
36 1 4 5 0.13760000000000003
37 1 4 6 0.08700200000000002
38 1 4 7 0.16750200000000004
39 1 4 8 0.15321050000000003
40 1 4 9 0.12132000000000003
41 1 4 10 0.25640650000000004
42 1 4 11 -0.09181400000000002
43 1 4 12 0.026959999999999987
44 1 4 13 0.019246500000000003
45 1 4 14 0.36327500000000007
46 1 4 15 0.0064199999999999605
47 1 4 16 0.042900000000000015
48 1 4 17 -0.025887
49 1 4 18 0.04031150000000001
50 1 4 19 0.010843700000000003
51 1 4 20 0.21018500000000004
52 1 5 6 -0.14368000000000003
53 1 5 7 -0.06749950000000002
54 1 5 8 -0.19954950000000005
55 1 5 9 -0.18106000000000005
56 1 5 10 0.05958400000000002
57 1 5 11 -0.3970940000000001
58 1 5 12 -0.15620000000000003
59 1 5 13 -0.13776500000000003
60 1 5 14 0.027431999999999995
61 1 5 15 0.08007000000000002
62 1 5 16 -0.2512750000000001
63 1 5 17 -0.21494200000000005
64 1 5 18 -0.24863200000000008
65 1 5 19 -0.20831130000000003
66 1 5 20 -0.0018199999999999887
67 1 6 7 0.043655000000000006
68 1 6 8 -0.14115950000000005
69 1 6 9 0.0011050000000000005
70 1 6 10 0.05068500000000001
71 1 6 11 -0.056723000000000016
72 1 6 12 0.007829999999999995
73 1 6 13 -0.16055850000000005
74 1 6 14 0.11214350000000002
75 1 6 15 0.15298
76 1 6 16 -0.029229999999999992
77 1 6 17 -0.05209300000000002
78 1 6 18 -0.13431200000000001
79 1 6 19 -0.14209630000000004
80 1 6 20 0.0025100000000000127
81 1 7 8 0.047630500000000006
82 1 7 9 -0.05474500000000001
83 1 7 10 0.15514900000000004
84 1 7 11 -0.13330050000000002
85 1 7 12 0.09691200000000003
86 1 7 13 0.09847650000000002
87 1 7 14 -0.06704500000000001
88 1 7 15 0.354345
89 1 7 16 0.08797600000000003
90 1 7 17 -0.10820200000000002
91 1 7 18 -0.14096700000000004
92 1 7 19 -0.03996330000000001
93 1 7 20 0.08067500000000004
94 1 8 9 0.04171950000000001
95 1 8 10 0.15808250000000004
96 1 8 11 0.06184550000000001
97 1 8 12 0.18293450000000006
98 1 8 13 0.20540100000000008
99 1 8 14 0.3878895000000001
100 1 8 15 0.2577033000000001
101 1 8 16 0.14399450000000005
102 1 8 17 0.14405750000000003
103 1 8 18 0.05918250000000001
104 1 8 19 0.014664700000000006
105 1 8 20 0.05120450000000002
106 1 9 10 0.07711650000000002
107 1 9 11 -0.095859
108 1 9 12 -0.043760000000000014
109 1 9 13 -0.016408499999999996
110 1 9 14 0.13027500000000003
111 1 9 15 0.08441000000000001
112 1 9 16 0.08498500000000003
113 1 9 17 -0.12035800000000003
114 1 9 18 -0.18703200000000003
115 1 9 19 0.0572787
116 1 9 20 0.040670000000000026
117 1 10 11 -0.191664
118 1 10 12 -0.17196500000000003
119 1 10 13 -0.33421350000000005
120 1 10 14 -0.13758500000000004
121 1 10 15 -0.12492000000000004
122 1 10 16 -0.056905000000000004
123 1 10 17 -0.16096050000000003
124 1 10 18 -0.065087
125 1 10 19 -0.17984280000000002
126 1 10 20 -0.10590000000000001
127 1 11 12 0.22228400000000004
128 1 11 13 -0.012539499999999995
129 1 11 14 0.13481400000000002
130 1 11 15 0.18809900000000002
131 1 11 16 0.19497350000000005
132 1 11 17 -0.21444300000000005
133 1 11 18 0.005139000000000003
134 1 11 19 0.04994170000000001
135 1 11 20 0.1696590000000001
136 1 12 13 -0.16455350000000005
137 1 12 14 0.023359
138 1 12 15 0.1357665
139 1 12 16 -0.066535
140 1 12 17 -0.014256999999999999
141 1 12 18 -0.25773200000000007
142 1 12 19 -0.10667330000000003
143 1 12 20 0.06005200000000003
144 1 13 14 0.3441985000000001
145 1 13 15 0.27298750000000005
146 1 13 16 0.021348500000000006
147 1 13 17 -0.23830850000000003
148 1 13 18 0.14321650000000002
149 1 13 19 0.15014720000000004
150 1 13 20 0.13182350000000007
151 1 14 15 0.25922500000000004
152 1 14 16 0.061660000000000034
153 1 14 17 -0.13751850000000004
154 1 14 18 -0.34722700000000006
155 1 14 19 -0.22700630000000005
156 1 14 20 0.07612700000000004
157 1 15 16 -0.14381700000000003
158 1 15 17 -0.2811760000000001
159 1 15 18 -0.092432
160 1 15 19 -0.24353480000000005
161 1 15 20 -0.005514999999999982
162 1 16 17 -0.26862700000000006
163 1 16 18 -0.3367520000000001
164 1 16 19 -0.25846130000000006
165 1 16 20 0.13712900000000003
166 1 17 18 0.03442000000000001
167 1 17 19 -0.03328380000000001
168 1 17 20 0.1760055000000001
169 1 18 19 0.15719070000000002
170 1 18 20 0.3282470000000001
171 1 19 20 0.3094163000000001
172 2 3 4 -0.12415200000000003
173 2 3 5 -0.009554500000000006
174 2 3 6 -0.056426000000000004
175 2 3 7 -0.029618500000000002
176 2 3 8 0.06834550000000002
177 2 3 9 -0.0964695
178 2 3 10 -0.06666450000000003
179 2 3 11 -0.04844950000000002
180 2 3 12 -0.20591950000000003
181 2 3 13 -0.15067750000000002
182 2 3 14 -0.08194450000000002
183 2 3 15 0.042888499999999996
184 2 3 16 0.014329000000000015
185 2 3 17 -0.070638
186 2 3 18 0.27934050000000005
187 2 3 19 -0.04648449999999999
188 2 3 20 -0.05376450000000002
189 2 4 5 0.042862500000000005
190 2 4 6 -0.03294850000000001
191 2 4 7 0.10748200000000001
192 2 4 8 0.27428250000000004
193 2 4 9 0.0309525
194 2 4 10 -0.11507600000000001
195 2 4 11 0.013407499999999998
196 2 4 12 -0.024192500000000023
197 2 4 13 -0.03775550000000001
198 2 4 14 0.23448250000000007
199 2 4 15 -0.18410250000000006
200 2 4 16 -0.014462500000000003
201 2 4 17 -0.08072100000000001
202 2 4 18 0.22462100000000004
203 2 4 19 0.06385250000000002
204 2 4 20 0.1425075
205 2 5 6 -0.16889300000000004
206 2 5 7 -0.032782
207 2 5 8 0.01626000000000002
208 2 5 9 -0.17669000000000004
209 2 5 10 -0.21716100000000002
210 2 5 11 -0.19713500000000003
211 2 5 12 -0.11261500000000002
212 2 5 13 -0.10002950000000002
213 2 5 14 -0.006622999999999994
214 2 5 15 -0.015715000000000003
215 2 5 16 -0.2139000000000001
216 2 5 17 -0.17503850000000004
217 2 5 18 0.030415000000000008
218 2 5 19 -0.06056500000000001
219 2 5 20 0.02524
220 2 6 7 0.10358550000000001
221 2 6 8 0.09986300000000001
222 2 6 9 0.030688000000000007
223 2 6 10 -0.20084700000000005
224 2 6 11 0.16844900000000002
225 2 6 12 0.07662800000000002
226 2 6 13 -0.09761000000000002
227 2 6 14 0.10330150000000002
228 2 6 15 0.08240800000000002
229 2 6 16 0.03335800000000001
230 2 6 17 0.0130235
231 2 6 18 0.16994800000000004
232 2 6 19 0.030863000000000012
233 2 6 20 0.05478299999999999
234 2 7 8 0.22872250000000008
235 2 7 9 -0.08509250000000002
236 2 7 10 -0.15631350000000005
237 2 7 11 0.031941000000000004
238 2 7 12 0.10577950000000003
239 2 7 13 0.10149450000000003
240 2 7 14 -0.13581750000000004
241 2 7 15 0.22384250000000003
242 2 7 16 0.09063350000000002
243 2 7 17 -0.10301600000000002
244 2 7 18 0.10336250000000002
245 2 7 19 0.07306550000000002
246 2 7 20 0.07301750000000001
247 2 8 9 -0.16972000000000004
248 2 8 10 -0.3344720000000001
249 2 8 11 0.045994999999999994
250 2 8 12 0.010709999999999989
251 2 8 13 0.027327000000000014
252 2 8 14 0.138025
253 2 8 15 -0.05389120000000003
254 2 8 16 -0.03444000000000001
255 2 8 17 -0.03184850000000002
256 2 8 18 0.12242000000000001
257 2 8 19 -0.053398500000000015
258 2 8 20 -0.13754500000000006
259 2 9 10 -0.20399850000000005
260 2 9 11 0.09973000000000003
261 2 9 12 -0.004545000000000006
262 2 9 13 0.016957000000000003
263 2 9 14 0.09185000000000003
264 2 9 15 -0.015745000000000012
265 2 9 16 0.11799000000000001
266 2 9 17 -0.08482450000000001
267 2 9 18 0.08764500000000001
268 2 9 19 0.20065500000000003
269 2 9 20 0.06336
270 2 10 11 0.28504000000000007
271 2 10 12 0.14836500000000002
272 2 10 13 -0.019732999999999983
273 2 10 14 0.10510500000000002
274 2 10 15 0.05604000000000001
275 2 10 16 0.2572150000000001
276 2 10 17 0.15568800000000002
277 2 10 18 0.4907050000000001
278 2 10 19 0.24464850000000005
279 2 10 20 0.197905
280 2 11 12 0.06591
281 2 11 13 -0.17476300000000003
282 2 11 14 -0.09920000000000002
283 2 11 15 -0.10764500000000005
284 2 11 16 0.03238950000000001
285 2 11 17 -0.3744985
286 2 11 18 0.08422700000000002
287 2 11 19 -0.0022709999999999957
288 2 11 20 -0.0032400000000000102
289 2 12 13 -0.17040300000000003
290 2 12 14 -0.054281
291 2 12 15 -0.0036035000000000047
292 2 12 16 -0.072745
293 2 12 17 -0.017938499999999993
294 2 12 18 -0.022270000000000005
295 2 12 19 -0.00251199999999999
296 2 12 20 0.04352700000000001
297 2 13 14 0.2724080000000001
298 2 13 15 0.139467
299 2 13 16 0.02098800000000001
300 2 13 17 -0.23614050000000003
301 2 13 18 0.3845280000000001
302 2 13 19 0.26015800000000006
303 2 13 20 0.12114800000000002
304 2 14 15 0.19749500000000003
305 2 14 16 0.13309000000000004
306 2 14 17 -0.06356000000000002
307 2 14 18 -0.03412500000000001
308 2 14 19 -0.045205
309 2 14 20 0.13724200000000003
310 2 15 16 -0.010656999999999988
311 2 15 17 -0.14548750000000002
312 2 15 18 0.28240000000000004
313 2 15 19 -3.499999999984072e-6
314 2 15 20 0.11733000000000003
315 2 16 17 -0.26609850000000007
316 2 16 18 -0.09508000000000003
317 2 16 19 -0.14809000000000003
318 2 16 20 0.126814
319 2 17 18 0.27356350000000007
320 2 17 19 0.07455900000000001
321 2 17 20 0.16316200000000003
322 2 18 19 0.025889999999999996
323 2 18 20 0.07626000000000001
324 2 19 20 0.18873
325 3 4 5 -0.07173500000000002
326 3 4 6 -0.10067450000000003
327 3 4 7 0.012948499999999998
328 3 4 8 0.08178500000000001
329 3 4 9 0.0032699999999999843
330 3 4 10 -0.17256350000000004
331 3 4 11 -0.062294999999999996
332 3 4 12 0.05757499999999999
333 3 4 13 -0.011230000000000009
334 3 4 14 0.19227500000000006
335 3 4 15 -0.3511430000000001
336 3 4 16 -0.15294350000000004
337 3 4 17 -0.13423500000000005
338 3 4 18 -0.17887150000000002
339 3 4 19 -0.013815000000000013
340 3 4 20 0.07212
341 3 5 6 -0.12202150000000003
342 3 5 7 -0.012718000000000004
343 3 5 8 -0.06164000000000001
344 3 5 9 -0.08977500000000002
345 3 5 10 -0.16005100000000003
346 3 5 11 -0.15824000000000005
347 3 5 12 0.08375
348 3 5 13 0.041093500000000005
349 3 5 14 0.065767
350 3 5 15 -0.06815800000000001
351 3 5 16 -0.23778350000000006
352 3 5 17 -0.11395500000000001
353 3 5 18 -0.25848000000000004
354 3 5 19 -0.02363500000000001
355 3 5 20 0.06945000000000001
356 3 6 7 0.07677800000000003
357 3 6 8 -0.024908500000000017
358 3 6 9 0.0707315
359 3 6 10 -0.19060850000000001
360 3 6 11 0.16047250000000005
361 3 6 12 0.22612150000000006
362 3 6 13 -0.0033584999999999986
363 3 6 14 0.12882000000000002
364 3 6 15 -0.016906500000000005
365 3 6 16 -0.037397000000000014
366 3 6 17 0.027235500000000003
367 3 6 18 -0.16581850000000004
368 3 6 19 0.020921500000000006
369 3 6 20 0.05212150000000001
370 3 7 8 0.13075850000000003
371 3 7 9 -0.018241500000000004
372 3 7 10 -0.11926750000000003
373 3 7 11 0.050772000000000025
374 3 7 12 0.28208050000000007
375 3 7 13 0.22255350000000002
376 3 7 14 -0.08349150000000001
377 3 7 15 0.15133550000000004
378 3 7 16 0.046686000000000005
379 3 7 17 -0.0619965
380 3 7 18 -0.2055965
381 3 7 19 0.08993150000000001
382 3 7 20 0.09716350000000004
383 3 8 9 -0.004905000000000015
384 3 8 10 -0.19946200000000003
385 3 8 11 0.16279000000000005
386 3 8 12 0.2849750000000001
387 3 8 13 0.2463500000000001
388 3 8 14 0.28831500000000004
389 3 8 15 -0.028434200000000007
390 3 8 16 0.0195765
391 3 8 17 0.10713500000000002
392 3 8 18 -0.08857500000000003
393 3 8 19 0.06143150000000001
394 3 8 20 -0.015435000000000003
395 3 9 10 -0.23380350000000005
396 3 9 11 0.051710000000000034
397 3 9 12 0.10490500000000004
398 3 9 13 0.07116500000000002
399 3 9 14 0.07732500000000002
400 3 9 15 -0.15510300000000002
401 3 9 16 0.007191500000000008
402 3 9 17 -0.11065600000000002
403 3 9 18 -0.288165
404 3 9 19 0.15067000000000003
405 3 9 20 0.020655000000000017
406 3 10 11 0.26682500000000003
407 3 10 12 0.28762000000000004
408 3 10 13 0.06428000000000002
409 3 10 14 0.12038500000000002
410 3 10 15 -0.05351300000000002
411 3 10 16 0.17622150000000003
412 3 10 17 0.1596615
413 3 10 18 0.14470000000000005
414 3 10 19 0.22446850000000002
415 3 10 20 0.18500500000000003
416 3 11 12 0.22338000000000005
417 3 11 13 -0.07253500000000003
418 3 11 14 -0.06570500000000003
419 3 11 15 -0.19898300000000002
420 3 11 16 -0.030389000000000017
421 3 11 17 -0.35231
422 3 11 18 -0.24356300000000008
423 3 11 19 -0.004236000000000012
424 3 11 20 0.002074999999999994
425 3 12 13 -0.22564500000000007
426 3 12 14 -0.17825600000000005
427 3 12 15 -0.25241150000000007
428 3 12 16 -0.2929935000000001
429 3 12 17 -0.15322000000000005
430 3 12 18 -0.5075300000000001
431 3 12 19 -0.16194700000000004
432 3 12 20 -0.10862800000000004
433 3 13 14 0.20367500000000005
434 3 13 15 -0.054099
435 3 13 16 -0.14401850000000005
436 3 13 17 -0.31618
437 3 13 18 -0.045489999999999975
438 3 13 19 0.15596500000000002
439 3 13 20 0.024235000000000013
440 3 14 15 0.07266200000000003
441 3 14 16 0.036816500000000016
442 3 14 17 -0.0748665
443 3 14 18 -0.39541000000000004
444 3 14 19 -0.08066500000000001
445 3 14 20 0.10906200000000002
446 3 15 16 0.0179025
447 3 15 17 -0.031961
448 3 15 18 0.04594800000000002
449 3 15 19 0.0893695
450 3 15 20 0.213983
451 3 16 17 -0.18113150000000003
452 3 16 18 -0.36009150000000006
453 3 16 19 -0.08727650000000002
454 3 16 20 0.19490750000000007
455 3 17 18 -0.076415
456 3 17 19 0.0504055
457 3 17 20 0.14628850000000004
458 3 18 19 0.3517150000000001
459 3 18 20 0.4093650000000001
460 3 19 20 0.19601000000000005
461 4 5 6 -0.09308200000000001
462 4 5 7 -0.09740150000000003
463 4 5 8 -0.21516000000000005
464 4 5 9 -0.16478
465 4 5 10 -0.05922250000000001
466 4 5 11 -0.16768000000000005
467 4 5 12 -0.04556
468 4 5 13 -0.0194115
469 4 5 14 -0.19824300000000006
470 4 5 15 0.21125000000000002
471 4 5 16 -0.15657500000000002
472 4 5 17 -0.051455
473 4 5 18 -0.15134350000000002
474 4 5 19 -0.08155500000000002
475 4 5 20 -0.07440500000000001
476 4 6 7 -0.036845
477 4 6 8 -0.20736800000000005
478 4 6 9 -0.033213
479 4 6 10 -0.11871950000000003
480 4 6 11 0.12209300000000003
481 4 6 12 0.06787200000000002
482 4 6 13 -0.09280300000000001
483 4 6 14 -0.16412950000000004
484 4 6 15 0.23356200000000005
485 4 6 16 0.014872000000000012
486 4 6 17 0.06079600000000002
487 4 6 18 -0.08762150000000002
488 4 6 19 -0.06593800000000001
489 4 6 20 -0.12067300000000002
490 4 7 8 0.061922000000000026
491 4 7 9 -0.008562999999999989
492 4 7 10 0.06624450000000001
493 4 7 11 0.12601550000000003
494 4 7 12 0.23745400000000008
495 4 7 13 0.24673200000000003
496 4 7 14 -0.26281800000000005
497 4 7 15 0.5154270000000002
498 4 7 16 0.21257800000000004
499 4 7 17 0.08518700000000001
500 4 7 18 -0.013776499999999994
501 4 7 19 0.11669500000000001
502 4 7 20 0.03799200000000002
503 4 8 9 0.07361000000000002
504 4 8 10 0.05488650000000001
505 4 8 11 0.30687000000000003
506 4 8 12 0.3091850000000001
507 4 8 13 0.3393650000000001
508 4 8 14 0.177825
509 4 8 15 0.4044938000000001
510 4 8 16 0.25430500000000006
511 4 8 17 0.323155
512 4 8 18 0.17208150000000003
513 4 8 19 0.15703150000000005
514 4 8 20 -0.0057700000000000095
515 4 9 10 -0.05797000000000002
516 4 9 11 0.11727500000000002
517 4 9 12 0.050600000000000006
518 4 9 13 0.08566500000000002
519 4 9 14 -0.11168000000000003
520 4 9 15 0.19931000000000007
521 4 9 16 0.16340500000000002
522 4 9 17 0.02684900000000001
523 4 9 18 -0.10602350000000003
524 4 9 19 0.16775500000000004
525 4 9 20 -0.04819500000000001
526 4 10 11 0.15655650000000002
527 4 10 12 0.05748150000000002
528 4 10 13 -0.09705350000000001
529 4 10 14 -0.24445350000000007
530 4 10 15 0.12506650000000005
531 4 10 16 0.15660150000000003
532 4 10 17 0.12133300000000004
533 4 10 18 0.15100800000000003
534 4 10 19 0.06572000000000001
535 4 10 20 -0.05967850000000001
536 4 11 12 0.10351000000000005
537 4 11 13 -0.1236
538 4 11 14 -0.3202750000000001
539 4 11 15 0.08986500000000001
540 4 11 16 0.06025950000000002
541 4 11 17 -0.28037000000000006
542 4 11 18 -0.1269865
543 4 11 19 -0.05271599999999999
544 4 11 20 -0.13234
545 4 12 13 -0.15684000000000003
546 4 12 14 -0.31295600000000007
547 4 12 15 0.15630650000000001
548 4 12 16 -0.08247500000000002
549 4 12 17 0.03859
550 4 12 18 -0.2710835000000001
551 4 12 19 -0.09055700000000003
552 4 12 20 -0.12317300000000002
553 4 13 14 0.0001700000000000035
554 4 13 15 0.28581400000000007
555 4 13 16 -0.002305000000000002
556 4 13 17 -0.19317500000000004
557 4 13 18 0.12215150000000005
558 4 13 19 0.15855000000000002
559 4 13 20 -0.059115
560 4 14 15 0.6160800000000002
561 4 14 16 0.38203500000000007
562 4 14 17 0.2516435000000001
563 4 14 18 -0.024263499999999997
564 4 14 19 0.12542500000000004
565 4 14 20 0.22921700000000006
566 4 15 16 -0.18029700000000004
567 4 15 17 -0.24886900000000006
568 4 15 18 -0.12632350000000006
569 4 15 19 -0.24795850000000005
570 4 15 20 -0.20928000000000005
571 4 16 17 -0.19984000000000002
572 4 16 18 -0.33416350000000006
573 4 16 19 -0.22640500000000005
574 4 16 20 -0.030156000000000006
575 4 17 18 -0.031778499999999994
576 4 17 19 -0.07001450000000002
577 4 17 20 -0.06006650000000001
578 4 18 19 0.18665850000000006
579 4 18 20 0.15837350000000006
580 4 19 20 0.11007500000000005
581 5 6 7 -0.032525500000000006
582 5 6 8 -0.08529000000000003
583 5 6 9 0.03848500000000001
584 5 6 10 -0.15257900000000002
585 5 6 11 0.19669100000000003
586 5 6 12 0.020350000000000004
587 5 6 13 -0.16647350000000002
588 5 6 14 -0.058968500000000014
589 5 6 15 -0.07077000000000001
590 5 6 16 0.07836500000000002
591 5 6 17 0.019169000000000002
592 5 6 18 -0.029360000000000004
593 5 6 19 -0.077465
594 5 6 20 -0.13935000000000003
595 5 7 8 0.17968050000000002
596 5 7 9 0.05881550000000001
597 5 7 10 0.028065500000000004
598 5 7 11 0.19629400000000005
599 5 7 12 0.1856125
600 5 7 13 0.16874200000000003
601 5 7 14 -0.16197650000000002
602 5 7 15 0.20677550000000003
603 5 7 16 0.2717515000000001
604 5 7 17 0.03924050000000001
605 5 7 18 0.04016550000000002
