t i j k u[t]
1 1 2 3 0.25283333333333335
2 1 2 4 -0.12707777777777782
3 1 2 5 -0.05451333333333332
4 1 2 6 0.37617222222222224
5 1 2 7 0.20687777777777777
6 1 2 8 -0.23948888888888895
7 1 2 9 0.4670611111111111
8 1 2 10 -0.045072222222222215
9 1 2 11 0.13010333333333335
10 1 2 12 0.3174055555555556
11 1 2 13 0.08529444444444448
12 1 2 14 0.16939166666666663
13 1 2 15 0.12532555555555552
14 1 2 16 0.12898333333333334
15 1 2 17 0.46018333333333344
16 1 2 18 0.09220555555555557
17 1 3 4 -0.188435
18 1 3 5 -0.1856911111111111
19 1 3 6 0.12741666666666668
20 1 3 7 -0.26498333333333335
21 1 3 8 -0.2748777777777778
22 1 3 9 0.2167444444444445
23 1 3 10 -0.18848333333333334
24 1 3 11 -0.12517777777777778
25 1 3 12 0.025105555555555603
26 1 3 13 0.11335888888888894
27 1 3 14 0.056828333333333335
28 1 3 15 -0.04409944444444445
29 1 3 16 0.1012155555555556
30 1 3 17 0.14795888888888895
31 1 3 18 0.07613111111111115
32 1 4 5 -0.18700722222222224
33 1 4 6 0.2717405555555556
34 1 4 7 0.15036611111111112
35 1 4 8 -0.02432166666666667
36 1 4 9 0.3085116666666667
37 1 4 10 -0.006388333333333317
38 1 4 11 0.10945611111111113
39 1 4 12 0.22068944444444447
40 1 4 13 0.14000611111111114
41 1 4 14 -0.03928277777777778
42 1 4 15 0.083045
43 1 4 16 0.1629727777777778
44 1 4 17 0.3456383333333334
45 1 4 18 0.1085116666666667
46 1 5 6 0.20213555555555554
47 1 5 7 0.11970222222222221
48 1 5 8 -0.030320000000000017
49 1 5 9 0.35514111111111113
50 1 5 10 0.019407777777777767
51 1 5 11 0.1233188888888889
52 1 5 12 0.29801888888888894
53 1 5 13 0.18776888888888893
54 1 5 14 0.10803555555555555
55 1 5 15 0.09120222222222218
56 1 5 16 0.24543555555555557
57 1 5 17 0.3550327777777778
58 1 5 18 0.18113555555555555
59 1 6 7 -0.2602722222222223
60 1 6 8 -0.4522333333333334
61 1 6 9 0.024794444444444442
62 1 6 10 -0.4509222222222222
63 1 6 11 -0.08045555555555556
64 1 6 12 -0.04523333333333332
65 1 6 13 -0.031066666666666652
66 1 6 14 -0.061794444444444464
67 1 6 15 -0.1962944444444445
68 1 6 16 0.059711111111111125
69 1 6 17 -0.03803888888888886
70 1 6 18 -0.020811111111111093
71 1 7 8 0.03561666666666668
72 1 7 9 0.3023666666666667
73 1 7 10 -0.0003288888888888786
74 1 7 11 -0.010194444444444431
75 1 7 12 0.2367677777777778
76 1 7 13 0.1651933333333334
77 1 7 14 0.06352222222222222
78 1 7 15 -0.05096666666666669
79 1 7 16 0.2355777777777778
80 1 7 17 0.37274444444444454
81 1 7 18 0.3101444444444445
82 1 8 9 0.41623333333333334
83 1 8 10 0.14909555555555556
84 1 8 11 0.20010333333333336
85 1 8 12 0.06770000000000008
86 1 8 13 0.21316111111111113
87 1 8 14 0.1945333333333333
88 1 8 15 0.25453222222222227
89 1 8 16 0.32264333333333334
90 1 8 17 0.4296944444444445
91 1 8 18 0.3037649944444445
92 1 9 10 -0.10959444444444442
93 1 9 11 -0.2734388888888889
94 1 9 12 0.1742277777777778
95 1 9 13 -0.07458027777777776
96 1 9 14 -0.0030661111111111245
97 1 9 15 -0.21636111111111114
98 1 9 16 -0.038978888888888875
