t i j k u[t]
1 1 2 3 0.3518605
2 1 2 4 0.039969500000000005
3 1 2 5 0.08446200000000001
4 1 2 6 -0.094357
5 1 2 7 -0.08325450000000001
6 1 2 8 -0.061709499999999994
7 1 2 9 -0.006029499999999999
8 1 2 10 0.24112050000000002
9 1 2 11 0.06668550000000001
10 1 2 12 0.2936905000000001
11 1 2 13 -0.018039499999999986
12 1 2 14 0.024236850000000008
13 1 2 15 0.3256055
14 1 2 16 0.21133550000000004
15 1 2 17 -0.090666
16 1 2 18 0.11331049999999997
17 1 2 19 -0.1997935
18 1 2 20 0.014110500000000005
19 1 3 4 -0.04517099999999998
20 1 3 5 -0.2717835
21 1 3 6 -0.04870000000000001
22 1 3 7 0.002115
23 1 3 8 -0.0972165
24 1 3 9 -0.24691550000000004
25 1 3 10 -0.0836005
26 1 3 11 0.04637500000000001
27 1 3 12 0.15020000000000003
28 1 3 13 -0.12138099999999998
29 1 3 14 -0.17970150000000001
30 1 3 15 -0.03644149999999998
31 1 3 16 -0.08727149999999999
32 1 3 17 -0.09372999999999998
33 1 3 18 0.08079649999999998
34 1 3 19 -0.10317899999999998
35 1 3 20 0.11587000000000001
36 1 4 5 0.082611
37 1 4 6 -0.24919400000000003
38 1 4 7 -0.136804
39 1 4 8 0.169926
40 1 4 9 -0.103434
41 1 4 10 0.077971
42 1 4 11 0.08096249999999999
43 1 4 12 0.098026
44 1 4 13 0.07305
45 1 4 14 -0.07364249999999999
46 1 4 15 0.194091
47 1 4 16 -0.032149
48 1 4 17 -0.07852050000000001
49 1 4 18 0.16707599999999997
50 1 4 19 0.0246075
51 1 4 20 0.08955099999999999
52 1 5 6 -0.12133000000000002
53 1 5 7 -0.017778500000000003
54 1 5 8 -0.003141499999999986
55 1 5 9 -0.08611100000000001
56 1 5 10 0.1210745
57 1 5 11 0.0968385
58 1 5 12 0.2576735
59 1 5 13 0.015231500000000009
60 1 5 14 -0.170765
61 1 5 15 0.15045350000000002
62 1 5 16 0.0712345
63 1 5 17 -0.095585
64 1 5 18 0.1112035
65 1 5 19 -0.1066805
66 1 5 20 0.06809850000000002
67 1 6 7 0.242495
68 1 6 8 0.09286500000000002
69 1 6 9 0.0968915
70 1 6 10 0.396785
71 1 6 11 0.149041
72 1 6 12 0.19512
73 1 6 13 0.19144750000000002
74 1 6 14 0.09273650000000003
75 1 6 15 0.07566500000000004
76 1 6 16 0.07971500000000001
77 1 6 17 0.0894375
78 1 6 18 0.31426
79 1 6 19 0.24356100000000003
80 1 6 20 0.164965
81 1 7 8 0.12728000000000003
82 1 7 9 0.019825000000000002
83 1 7 10 0.254485
84 1 7 11 -0.014767500000000001
85 1 7 12 0.35768
86 1 7 13 0.072648
87 1 7 14 -0.007821999999999994
88 1 7 15 0.15599500000000002
89 1 7 16 -0.116155
90 1 7 17 0.0043150000000000245
91 1 7 18 0.31772999999999996
92 1 7 19 -0.16343899999999997
93 1 7 20 0.074044
94 1 8 9 -0.1344285
95 1 8 10 0.06857549999999998
96 1 8 11 0.023324999999999985
97 1 8 12 0.29609499999999994
98 1 8 13 -0.045673000000000005
99 1 8 14 -0.07189850000000003
100 1 8 15 0.11434000000000001
101 1 8 16 -0.153625
102 1 8 17 -0.05298000000000003
103 1 8 18 -0.05505000000000002
104 1 8 19 0.036681
105 1 8 20 0.19141
106 1 9 10 0.26092
107 1 9 11 0.03627499999999999
108 1 9 12 0.291155
109 1 9 13 -0.009984999999999999
110 1 9 14 0.1262445
111 1 9 15 0.18461750000000002
112 1 9 16 0.39289
113 1 9 17 0.092935
114 1 9 18 0.3124414999999999
115 1 9 19 0.140471
116 1 9 20 0.14675999999999997
117 1 10 11 -0.1308
118 1 10 12 -0.16796
119 1 10 13 -0.14101499999999997
120 1 10 14 -0.18271849999999998
121 1 10 15 -0.0693625
122 1 10 16 -0.194095
123 1 10 17 -0.11425
124 1 10 18 -0.14229
125 1 10 19 -0.22851400000000002
126 1 10 20 -0.038720000000000004
127 1 11 12 0.319545
128 1 11 13 -0.220185
129 1 11 14 0.02096650000000001
130 1 11 15 0.015064500000000012
131 1 11 16 -0.005380149999999991
132 1 11 17 -0.035535000000000004
133 1 11 18 0.2016625
134 1 11 19 0.12661600000000003
135 1 11 20 0.23306500000000005
136 1 12 13 -0.10039149999999998
137 1 12 14 -0.12294800000000002
138 1 12 15 -0.154985
139 1 12 16 -0.21781499999999998
140 1 12 17 -0.2919505
141 1 12 18 0.12188
142 1 12 19 -0.1506875
143 1 12 20 0.028479999999999995
144 1 13 14 -0.028757500000000012
145 1 13 15 0.103915
146 1 13 16 0.12017
147 1 13 17 0.014764999999999983
148 1 13 18 0.12719849999999996
149 1 13 19 -0.13039900000000001
150 1 13 20 0.19686
151 1 14 15 0.12208749999999999
152 1 14 16 0.10375350000000001
153 1 14 17 -0.0976935
154 1 14 18 0.3264635
155 1 14 19 -0.1290105
156 1 14 20 0.098086
157 1 15 16 -0.098875
158 1 15 17 -0.1470195
159 1 15 18 0.09178199999999996
160 1 15 19 -0.0718575
161 1 15 20 0.024442499999999995
162 1 16 17 -0.14788015000000002
163 1 16 18 0.09191499999999998
164 1 16 19 0.030030999999999995
165 1 16 20 0.10366100000000002
166 1 17 18 0.12947499999999995
167 1 17 19 -0.008329000000000008
168 1 17 20 0.31289
169 1 18 19 -0.372724
170 1 18 20 -0.28886
171 1 19 20 0.28501399999999993
172 2 3 4 0.26672
173 2 3 5 -0.004384999999999995
174 2 3 6 0.3975175
175 2 3 7 0.43723
176 2 3 8 0.3163535
177 2 3 9 0.1109745
178 2 3 10 0.027139500000000007
179 2 3 11 0.33155
180 2 3 12 0.20837000000000006
181 2 3 13 0.248519
182 2 3 14 0.14792215
183 2 3 15 -0.0101865
184 2 3 16 0.0532535
185 2 3 17 0.3487965
186 2 3 18 0.3193465
187 2 3 19 0.448475
188 2 3 20 0.45362
189 2 4 5 0.0381185
190 2 4 6 -0.1148675
191 2 4 7 -0.013579999999999993
192 2 4 8 0.27160500000000004
193 2 4 9 -0.05743500000000001
194 2 4 10 -0.12318000000000001
195 2 4 11 0.05424649999999999
196 2 4 12 -0.155695
197 2 4 13 0.131059
198 2 4 14 -0.05790984999999999
199 2 4 15 -0.09154500000000002
200 2 4 16 -0.20351499999999997
201 2 4 17 0.052115
202 2 4 18 0.09373500000000001
203 2 4 19 0.2643705
204 2 4 20 0.11541000000000001
205 2 5 6 0.057489
206 2 5 7 0.14993800000000002
207 2 5 8 0.14303000000000005
208 2 5 9 0.004380500000000001
209 2 5 10 -0.035584000000000005
210 2 5 11 0.11461500000000001
211 2 5 12 0.04844500000000001
212 2 5 13 0.117733
213 2 5 14 -0.11053984999999998
214 2 5 15 -0.09069
215 2 5 16 -0.055638999999999994
216 2 5 17 0.07954300000000002
217 2 5 18 0.082355
218 2 5 19 0.17757499999999998
219 2 5 20 0.13845
220 2 6 7 0.23139250000000003
221 2 6 8 0.06021750000000002
222 2 6 9 0.008564
223 2 6 10 0.06130750000000001
224 2 6 11 -0.01200150000000001
225 2 6 12 -0.19292750000000003
226 2 6 13 0.11513
227 2 6 14 -0.025857350000000008
228 2 6 15 -0.34429750000000003
229 2 6 16 -0.22597750000000003
230 2 6 17 0.0857465
231 2 6 18 0.1065925
232 2 6 19 0.34899750000000007
233 2 6 20 0.0564975
234 2 7 8 0.10573500000000001
235 2 7 9 -0.057400000000000014
236 2 7 10 -0.06989000000000001
237 2 7 11 -0.16470750000000003
238 2 7 12 -0.019265
239 2 7 13 0.0074329999999999926
240 2 7 14 -0.11531335000000001
241 2 7 15 -0.252865
242 2 7 16 -0.410745
243 2 7 17 0.011726499999999996
244 2 7 18 0.12116499999999998
245 2 7 19 -0.046900000000000004
246 2 7 20 -0.02332100000000001
247 2 8 9 -0.1901085
248 2 8 10 -0.23425450000000003
249 2 8 11 -0.10507
250 2 8 12 -0.05930500000000003
251 2 8 13 -0.08934300000000002
252 2 8 14 -0.15784485000000004
253 2 8 15 -0.272975
254 2 8 16 -0.42667
255 2 8 17 -0.024023500000000024
256 2 8 18 -0.23007000000000002
257 2 8 19 0.174765
258 2 8 20 0.11559
259 2 9 10 0.013769999999999994
260 2 9 11 -0.03644000000000002
261 2 9 12 -0.008565
262 2 9 13 0.0020249999999999877
263 2 9 14 0.09597815000000001
264 2 9 15 -0.14701750000000002
265 2 9 16 0.175525
266 2 9 17 0.1775715
267 2 9 18 0.1931015
268 2 9 19 0.334235
269 2 9 20 0.12662
270 2 10 11 0.04363499999999998
271 2 10 12 -0.22053000000000003
272 2 10 13 0.11814500000000004
273 2 10 14 0.03416515
274 2 10 15 -0.1538475
275 2 10 16 -0.16430999999999998
276 2 10 17 0.21753650000000005
277 2 10 18 -0.01447999999999996
278 2 10 19 0.21239999999999998
279 2 10 20 0.18829
280 2 11 12 0.09253999999999997
281 2 11 13 -0.13546000000000002
282 2 11 14 0.06341515000000002
283 2 11 15 -0.2438555
284 2 11 16 -0.15003014999999997
285 2 11 17 0.12181650000000002
286 2 11 18 0.15503750000000002
287 2 11 19 0.393095
288 2 11 20 0.28564
289 2 12 13 0.21133850000000004
290 2 12 14 0.14650565000000002
291 2 12 15 -0.1869
292 2 12 16 -0.13546000000000002
293 2 12 17 0.09240599999999999
294 2 12 18 0.30226000000000003
295 2 12 19 0.3427965
296 2 12 20 0.30805999999999994
297 2 13 14 -0.07103385
298 2 13 15 -0.23973
299 2 13 16 -0.10920500000000002
300 2 13 17 0.08739150000000001
301 2 13 18 -0.004151499999999999
302 2 13 19 0.051355
303 2 13 20 0.16471
304 2 14 15 -0.17928115000000003
305 2 14 16 -0.08334514999999999
306 2 14 17 0.01720935
307 2 14 18 0.23738985
308 2 14 19 0.09501984999999999
309 2 14 20 0.10821235000000001
310 2 15 16 0.015395000000000002
311 2 15 17 0.26925200000000005
312 2 15 18 0.30407700000000004
313 2 15 19 0.45354150000000004
314 2 15 20 0.3359375
315 2 16 17 0.15412135000000002
316 2 16 18 0.18994000000000003
317 2 16 19 0.44116
318 2 16 20 0.300886
319 2 17 18 -0.0745015
320 2 17 19 0.10079849999999999
321 2 17 20 0.20811350000000003
322 2 18 19 -0.05962000000000001
323 2 18 20 -0.18966000000000002
324 2 19 20 0.07111
325 3 4 5 0.30922350000000004
326 3 4 6 -0.245665
327 3 4 7 -0.18409000000000003
328 3 4 8 0.22197150000000002
329 3 4 9 0.09831050000000001
330 3 4 10 0.11640049999999999
331 3 4 11 -0.01058350000000001
332 3 4 12 -0.09734500000000003
333 3 4 13 0.14926
334 3 4 14 0.06088800000000001
335 3 4 15 0.18536149999999996
336 3 4 16 0.009951500000000002
337 3 4 17 -0.02996150000000001
338 3 4 18 0.0411085
339 3 4 19 0.08261550000000001
340 3 4 20 -0.07149
341 3 5 6 -0.34441350000000004
342 3 5 7 -0.291677
343 3 5 8 -0.17770850000000002
344 3 5 9 -0.11097899999999998
345 3 5 10 -0.0671085
346 3 5 11 -0.22131999999999996
347 3 5 12 -0.16430999999999998
348 3 5 13 -0.135171
349 3 5 14 -0.262847
