l i j f[l] s[l] h[l]
1 1 2 -0.83226 0.771412895 0.0
2 1 3 0.14232 0.771412895 0.0
3 2 3 -0.3137 1.1386163449999998 2.220446049250313e-16
4 1 4 0.0038621 0.771412895 0.0
5 2 4 -0.09205 1.1386163449999998 2.220446049250313e-16
6 3 4 0.30872 -0.9210765499999997 -2.220446049250313e-16
7 1 5 -0.27145 0.771412895 0.0
8 2 5 1.5456 1.1386163449999998 2.220446049250313e-16
9 3 5 2.222 -0.9210765499999997 -2.220446049250313e-16
10 4 5 -1.2152 0.5527683899999999 -1.1102230246251565e-16
11 1 6 3.1802 0.771412895 0.0
12 2 6 5.4373 1.1386163449999998 2.220446049250313e-16
13 3 6 2.2369 -0.9210765499999997 -2.220446049250313e-16
14 4 6 1.9154 0.5527683899999999 -1.1102230246251565e-16
15 5 6 -0.66733 -1.1468166049999997 -2.220446049250313e-16
16 1 7 -0.41124 0.771412895 0.0
17 2 7 -0.15268 1.1386163449999998 2.220446049250313e-16
18 3 7 -0.082311 -0.9210765499999997 -2.220446049250313e-16
19 4 7 1.2341 0.5527683899999999 -1.1102230246251565e-16
20 5 7 -2.0602 -1.1468166049999997 -2.220446049250313e-16
21 6 7 -2.5501 -0.13867005499999996 -1.6653345369377348e-16
22 1 8 -4.5346 0.771412895 0.0
23 2 8 -2.2644 1.1386163449999998 2.220446049250313e-16
24 3 8 -1.0508 -0.9210765499999997 -2.220446049250313e-16
25 4 8 -6.9545 0.5527683899999999 -1.1102230246251565e-16
26 5 8 -1.4279 -1.1468166049999997 -2.220446049250313e-16
27 6 8 -5.3483 -0.13867005499999996 -1.6653345369377348e-16
28 7 8 -0.25779 -0.5375741050000001 3.885780586188048e-16
29 1 9 -4.2772 0.771412895 0.0
30 2 9 -0.41916 1.1386163449999998 2.220446049250313e-16
31 3 9 -2.8148 -0.9210765499999997 -2.220446049250313e-16
32 4 9 -1.5453 0.5527683899999999 -1.1102230246251565e-16
33 5 9 -4.6553 -1.1468166049999997 -2.220446049250313e-16
34 6 9 -4.0098 -0.13867005499999996 -1.6653345369377348e-16
35 7 9 -6.3169 -0.5375741050000001 3.885780586188048e-16
36 8 9 2.2452 -0.32419699999999974 0.0
37 1 10 -1.529 0.771412895 0.0
38 2 10 -1.8205 1.1386163449999998 2.220446049250313e-16
39 3 10 1.4078 -0.9210765499999997 -2.220446049250313e-16
40 4 10 2.7216 0.5527683899999999 -1.1102230246251565e-16
41 5 10 -3.3059 -1.1468166049999997 -2.220446049250313e-16
42 6 10 -2.7985 -0.13867005499999996 -1.6653345369377348e-16
43 7 10 -0.35245 -0.5375741050000001 3.885780586188048e-16
44 8 10 3.5492 -0.32419699999999974 0.0
45 9 10 5.7518 0.9595795499999997 6.661338147750939e-16
46 1 11 0.84624 0.771412895 0.0
47 2 11 3.5495 1.1386163449999998 2.220446049250313e-16
48 3 11 2.9971 -0.9210765499999997 -2.220446049250313e-16
49 4 11 2.0623 0.5527683899999999 -1.1102230246251565e-16
50 5 11 -1.2563 -1.1468166049999997 -2.220446049250313e-16
51 6 11 -0.44395 -0.13867005499999996 -1.6653345369377348e-16
52 7 11 3.0509 -0.5375741050000001 3.885780586188048e-16
53 8 11 5.8964 -0.32419699999999974 0.0
54 9 11 6.1098 0.9595795499999997 6.661338147750939e-16
55 10 11 -0.17366 -2.030230395 2.220446049250313e-16
56 1 12 -3.3581 0.771412895 0.0
57 2 12 -1.0684 1.1386163449999998 2.220446049250313e-16
58 3 12 -0.78985 -0.9210765499999997 -2.220446049250313e-16
59 4 12 -1.4797 0.5527683899999999 -1.1102230246251565e-16
60 5 12 -0.84224 -1.1468166049999997 -2.220446049250313e-16
61 6 12 -2.9269 -0.13867005499999996 -1.6653345369377348e-16
62 7 12 -1.0366 -0.5375741050000001 3.885780586188048e-16
63 8 12 0.18935 -0.32419699999999974 0.0
64 9 12 0.72294 0.9595795499999997 6.661338147750939e-16
65 10 12 0.61139 -2.030230395 2.220446049250313e-16
66 11 12 -4.2199 1.5540168950000002 -4.440892098500626e-16
67 1 13 0.50567 0.771412895 0.0
68 2 13 3.3409 1.1386163449999998 2.220446049250313e-16
69 3 13 2.777 -0.9210765499999997 -2.220446049250313e-16
70 4 13 2.1519 0.5527683899999999 -1.1102230246251565e-16
71 5 13 0.8688 -1.1468166049999997 -2.220446049250313e-16
72 6 13 1.1816 -0.13867005499999996 -1.6653345369377348e-16
73 7 13 -0.2898 -0.5375741050000001 3.885780586188048e-16
74 8 13 4.0524 -0.32419699999999974 0.0
75 9 13 2.7152 0.9595795499999997 6.661338147750939e-16
76 10 13 2.2245 -2.030230395 2.220446049250313e-16
77 11 13 2.5691 1.5540168950000002 -4.440892098500626e-16
78 12 13 4.4465 2.207443999999999 4.440892098500626e-16
79 1 14 -2.0351 0.771412895 0.0
80 2 14 1.4517 1.1386163449999998 2.220446049250313e-16
81 3 14 -0.02745 -0.9210765499999997 -2.220446049250313e-16
82 4 14 -2.6243 0.5527683899999999 -1.1102230246251565e-16
83 5 14 -0.88668 -1.1468166049999997 -2.220446049250313e-16
84 6 14 -0.26472 -0.13867005499999996 -1.6653345369377348e-16
85 7 14 -3.8568 -0.5375741050000001 3.885780586188048e-16
86 8 14 2.4452 -0.32419699999999974 0.0
87 9 14 -2.993 0.9595795499999997 6.661338147750939e-16
88 10 14 -0.2701 -2.030230395 2.220446049250313e-16
89 11 14 -3.0438 1.5540168950000002 -4.440892098500626e-16
90 12 14 -1.6703 2.207443999999999 4.440892098500626e-16
91 13 14 -5.6615 -0.38557945000000016 0.0
92 1 15 1.2701 0.771412895 0.0
93 2 15 -0.78767 1.1386163449999998 2.220446049250313e-16
94 3 15 0.40617 -0.9210765499999997 -2.220446049250313e-16
95 4 15 0.15439 0.5527683899999999 -1.1102230246251565e-16
96 5 15 -2.4179 -1.1468166049999997 -2.220446049250313e-16
97 6 15 -3.4241 -0.13867005499999996 -1.6653345369377348e-16
98 7 15 -0.78396 -0.5375741050000001 3.885780586188048e-16
99 8 15 -1.5146 -0.32419699999999974 0.0
100 9 15 -4.0755 0.9595795499999997 6.661338147750939e-16
101 10 15 -1.654 -2.030230395 2.220446049250313e-16
102 11 15 -3.991 1.5540168950000002 -4.440892098500626e-16
103 12 15 -2.6747 2.207443999999999 4.440892098500626e-16
104 13 15 -5.3412 -0.38557945000000016 0.0
105 14 15 -0.63164 -0.2596893949999999 -4.440892098500626e-16
106 1 16 -3.1008 0.771412895 0.0
107 2 16 0.74885 1.1386163449999998 2.220446049250313e-16
108 3 16 -1.6364 -0.9210765499999997 -2.220446049250313e-16
109 4 16 1.5724 0.5527683899999999 -1.1102230246251565e-16
110 5 16 -3.4778 -1.1468166049999997 -2.220446049250313e-16
111 6 16 -4.4502 -0.13867005499999996 -1.6653345369377348e-16
112 7 16 -1.5042 -0.5375741050000001 3.885780586188048e-16
113 8 16 0.38754 -0.32419699999999974 0.0
114 9 16 -2.652 0.9595795499999997 6.661338147750939e-16
115 10 16 1.6986 -2.030230395 2.220446049250313e-16
116 11 16 -2.0551 1.5540168950000002 -4.440892098500626e-16
117 12 16 -2.0963 2.207443999999999 4.440892098500626e-16
