t i j k u[t]
1 1 2 3 -0.1590338888888889
2 1 2 4 -0.13283944444444445
3 1 2 5 -0.018028888888888886
4 1 2 6 -0.039390555555555554
5 1 2 7 -0.026404999999999994
6 1 2 8 -0.26355055555555557
7 1 2 9 -0.024472777777777774
8 1 2 10 -0.05514499999999999
9 1 2 11 0.017456666666666662
10 1 2 12 -0.01109277777777778
11 1 2 13 -0.02816722222222223
12 1 2 14 -0.05967277777777776
13 1 2 15 0.08598444444444443
14 1 2 16 0.17384944444444445
15 1 2 17 0.05755499999999999
16 1 2 18 0.20198666666666665
17 1 3 4 -0.10322222222222222
18 1 3 5 0.0764761111111111
19 1 3 6 -0.0850261111111111
20 1 3 7 -0.12207944444444443
21 1 3 8 -0.10855111111111111
22 1 3 9 0.21239444444444444
23 1 3 10 0.07501888888888888
24 1 3 11 -0.4325427777777777
25 1 3 12 0.08933888888888888
26 1 3 13 0.06967611111111109
27 1 3 14 0.14024999999999999
28 1 3 15 0.11658055555555553
29 1 3 16 0.08533833333333334
30 1 3 17 0.20021666666666668
31 1 3 18 0.061423333333333316
32 1 4 5 -0.028990555555555554
33 1 4 6 0.22112888888888887
34 1 4 7 0.18011555555555556
35 1 4 8 0.1618222222222222
36 1 4 9 0.15336111111111111
37 1 4 10 0.07948888888888889
38 1 4 11 0.07363833333333332
39 1 4 12 0.1895227777777778
40 1 4 13 0.1761611111111111
41 1 4 14 0.08581666666666661
42 1 4 15 0.08092777777777775
43 1 4 16 0.13151111111111108
44 1 4 17 0.12477777777777777
45 1 4 18 0.3650672222222222
46 1 5 6 -0.01927694444444444
47 1 5 7 0.03550111111111111
48 1 5 8 -0.1794927777777778
49 1 5 9 -0.01837611111111111
50 1 5 10 -0.04705944444444444
51 1 5 11 -0.18586333333333332
52 1 5 12 -0.04077055555555555
53 1 5 13 -0.043214999999999996
54 1 5 14 -0.06941499999999999
55 1 5 15 -0.028020555555555552
56 1 5 16 0.039933333333333335
57 1 5 17 0.16429055555555555
58 1 5 18 0.17731833333333333
59 1 6 7 -0.006483888888888888
60 1 6 8 -0.20859555555555556
61 1 6 9 -0.05447888888888889
62 1 6 10 -0.054856666666666665
63 1 6 11 -0.09180777777777778
64 1 6 12 0.13977666666666666
65 1 6 13 0.07514333333333333
66 1 6 14 0.16491
67 1 6 15 0.11616555555555554
68 1 6 16 0.01864333333333333
69 1 6 17 -0.08093444444444445
70 1 6 18 0.11929333333333332
71 1 7 8 0.022079444444444426
72 1 7 9 -0.10270944444444442
73 1 7 10 -0.14600388888888888
74 1 7 11 -0.2585355555555556
75 1 7 12 -0.13707055555555556
76 1 7 13 -0.021092777777777773
77 1 7 14 0.055445
78 1 7 15 0.15986277777777777
79 1 7 16 0.2408294444444444
80 1 7 17 0.0552561111111111
81 1 7 18 0.3739516666666667
82 1 8 9 0.08598333333333334
83 1 8 10 0.08394444444444445
84 1 8 11 0.12122388888888888
85 1 8 12 0.20038888888888887
86 1 8 13 0.11693333333333332
87 1 8 14 0.2527
88 1 8 15 0.2821055555555555
89 1 8 16 0.11997777777777778
90 1 8 17 0.1922745
91 1 8 18 0.15034444444444445
92 1 9 10 0.03294444444444443
93 1 9 11 -0.16733888888888887
94 1 9 12 -0.13316666666666666
95 1 9 13 0.0013211111111111062
96 1 9 14 -0.049382777777777775
97 1 9 15 -0.05940555555555557
98 1 9 16 -0.04218611111111112
99 1 9 17 0.09645555555555553
100 1 9 18 -0.046344444444444445
101 1 10 11 -0.011087222222222224
102 1 10 12 0.06466666666666668
103 1 10 13 0.012422222222222234
104 1 10 14 -0.05997777777777777
105 1 10 15 0.14564444444444444
106 1 10 16 0.24713333333333334
107 1 10 17 -0.1327
108 1 10 18 0.03359444444444445
109 1 11 12 -0.028312777777777777
110 1 11 13 0.39988166666666664
111 1 11 14 0.07890944444444443
112 1 11 15 0.38198166666666655
113 1 11 16 0.16958894444444444
114 1 11 17 -0.009173888888888888
115 1 11 18 0.22867694444444442
116 1 12 13 0.3497388888888889
117 1 12 14 0.028355000000000005
118 1 12 15 0.12341277777777776
119 1 12 16 0.03992944444444445
120 1 12 17 0.1145388888888889
121 1 12 18 -0.033694444444444444
122 1 13 14 -0.06436944444444444
123 1 13 15 0.09198333333333332
124 1 13 16 0.0012055555555555585
125 1 13 17 0.004805555555555556
126 1 13 18 0.001420999999999997
127 1 14 15 -0.05727777777777778
128 1 14 16 0.03036888888888889
129 1 14 17 0.003964222222222217
130 1 14 18 0.08272499999999999
131 1 15 16 0.03617055555555556
132 1 15 17 0.05990555555555556
133 1 15 18 0.11355000000000001
134 1 16 17 0.03789499999999999
135 1 16 18 -0.08762777777777778
136 1 17 18 -0.0038166666666666653
137 2 3 4 -0.12941666666666665
138 2 3 5 -0.06452888888888887
139 2 3 6 -0.20466944444444443
140 2 3 7 -0.2547083333333333
141 2 3 8 -0.0040344444444444325
142 2 3 9 0.07783333333333335
