l i j f[l] s[l] h[l]
1 1 2 -3.2374 2.3456850000000005 -8.881784197001252e-16
2 1 3 -4.9213 2.3456850000000005 -8.881784197001252e-16
3 2 3 2.8671 -0.6598216666666665 0.0
4 1 4 -0.66979 2.3456850000000005 -8.881784197001252e-16
5 2 4 0.28021 -0.6598216666666665 0.0
6 3 4 0.85968 1.5454933333333338 -4.440892098500626e-16
7 1 5 0.32074 2.3456850000000005 -8.881784197001252e-16
8 2 5 2.5769 -0.6598216666666665 0.0
9 3 5 1.8996 1.5454933333333338 -4.440892098500626e-16
10 4 5 -2.3756 1.9594505555555557 -4.440892098500626e-16
11 1 6 -4.7241 2.3456850000000005 -8.881784197001252e-16
12 2 6 5.2844 -0.6598216666666665 0.0
13 3 6 2.4907 1.5454933333333338 -4.440892098500626e-16
14 4 6 0.83702 1.9594505555555557 -4.440892098500626e-16
15 5 6 -1.4064 -2.673634444444444 -8.881784197001252e-16
16 1 7 -3.965 2.3456850000000005 -8.881784197001252e-16
17 2 7 2.9962 -0.6598216666666665 0.0
18 3 7 -3.8134 1.5454933333333338 -4.440892098500626e-16
19 4 7 -0.58862 1.9594505555555557 -4.440892098500626e-16
20 5 7 -2.1311 -2.673634444444444 -8.881784197001252e-16
21 6 7 -3.9258 -0.7725577777777779 0.0
22 1 8 -1.3032 2.3456850000000005 -8.881784197001252e-16
23 2 8 -2.3766 -0.6598216666666665 0.0
24 3 8 -1.3297 1.5454933333333338 -4.440892098500626e-16
25 4 8 -1.0712 1.9594505555555557 -4.440892098500626e-16
26 5 8 -2.1697 -2.673634444444444 -8.881784197001252e-16
27 6 8 -4.7193 -0.7725577777777779 0.0
28 7 8 3.3029 2.6832266666666666 0.0
29 1 9 -7.4738 2.3456850000000005 -8.881784197001252e-16
30 2 9 4.1707 -0.6598216666666665 0.0
31 3 9 1.3489 1.5454933333333338 -4.440892098500626e-16
32 4 9 -1.2508 1.9594505555555557 -4.440892098500626e-16
33 5 9 -1.402 -2.673634444444444 -8.881784197001252e-16
34 6 9 -2.3034 -0.7725577777777779 0.0
35 7 9 1.9338 2.6832266666666666 0.0
36 8 9 1.3216 -0.6436983333333332 0.0
37 1 10 -3.4306 2.3456850000000005 -8.881784197001252e-16
38 2 10 -1.0045 -0.6598216666666665 0.0
39 3 10 -1.902 1.5454933333333338 -4.440892098500626e-16
40 4 10 -2.8758 1.9594505555555557 -4.440892098500626e-16
41 5 10 -3.402 -2.673634444444444 -8.881784197001252e-16
42 6 10 -6.8231 -0.7725577777777779 0.0
43 7 10 0.52848 2.6832266666666666 0.0
44 8 10 0.55632 -0.6436983333333332 0.0
45 9 10 2.0705 0.0006083333333333496 0.0
46 1 11 -4.5876 2.3456850000000005 -8.881784197001252e-16
47 2 11 0.99166 -0.6598216666666665 0.0
48 3 11 -1.9195 1.5454933333333338 -4.440892098500626e-16
49 4 11 -1.9476 1.9594505555555557 -4.440892098500626e-16
50 5 11 -2.6886 -2.673634444444444 -8.881784197001252e-16
51 6 11 -1.3117 -0.7725577777777779 0.0
52 7 11 -0.8061 2.6832266666666666 0.0
53 8 11 0.31746 -0.6436983333333332 0.0
54 9 11 -2.0357 0.0006083333333333496 0.0
55 10 11 -0.63689 -2.6423538888888896 8.881784197001252e-16
56 1 12 -7.3318 2.3456850000000005 -8.881784197001252e-16
57 2 12 1.6189 -0.6598216666666665 0.0
58 3 12 -1.9586 1.5454933333333338 -4.440892098500626e-16
59 4 12 -2.6896 1.9594505555555557 -4.440892098500626e-16
60 5 12 -2.2882 -2.673634444444444 -8.881784197001252e-16
61 6 12 -3.4219 -0.7725577777777779 0.0
62 7 12 0.89502 2.6832266666666666 0.0
63 8 12 -4.81 -0.6436983333333332 0.0
64 9 12 3.2781 0.0006083333333333496 0.0
65 10 12 1.445 -2.6423538888888896 8.881784197001252e-16
66 11 12 -2.5521 -2.530081666666667 0.0
67 1 13 -6.1782 2.3456850000000005 -8.881784197001252e-16
