l i j f[l] s[l] h[l]
1 1 2 -5.7145 -1.7947515000000005 4.440892098500626e-16
2 1 3 -0.10686 -1.7947515000000005 4.440892098500626e-16
3 2 3 2.438 1.5351010000000007 -4.440892098500626e-16
4 1 4 0.66562 -1.7947515000000005 4.440892098500626e-16
5 2 4 5.8558 1.5351010000000007 -4.440892098500626e-16
6 3 4 -0.74395 0.1602125000000002 0.0
7 1 5 -3.2805 -1.7947515000000005 4.440892098500626e-16
8 2 5 3.0393 1.5351010000000007 -4.440892098500626e-16
9 3 5 -0.51043 0.1602125000000002 0.0
10 4 5 0.41311 1.794626 0.0
11 1 6 -1.7568 -1.7947515000000005 4.440892098500626e-16
12 2 6 1.8388 1.5351010000000007 -4.440892098500626e-16
13 3 6 2.1366 0.1602125000000002 0.0
14 4 6 0.55523 1.794626 0.0
15 5 6 2.3448 3.0650575000000013 -1.3322676295501878e-15
16 1 7 -4.5831 -1.7947515000000005 4.440892098500626e-16
17 2 7 -3.7973 1.5351010000000007 -4.440892098500626e-16
18 3 7 -3.3675 0.1602125000000002 0.0
19 4 7 -3.6675 1.794626 0.0
20 5 7 -3.4403 3.0650575000000013 -1.3322676295501878e-15
21 6 7 -4.442 -1.2569050000000002 -1.1102230246251565e-16
22 1 8 -4.1955 -1.7947515000000005 4.440892098500626e-16
23 2 8 -1.5326 1.5351010000000007 -4.440892098500626e-16
24 3 8 -3.5185 0.1602125000000002 0.0
25 4 8 -7.7374 1.794626 0.0
26 5 8 1.0701 3.0650575000000013 -1.3322676295501878e-15
27 6 8 -1.9559 -1.2569050000000002 -1.1102230246251565e-16
28 7 8 1.2527 -0.6007695000000001 0.0
29 1 9 -5.9033 -1.7947515000000005 4.440892098500626e-16
30 2 9 -2.3927 1.5351010000000007 -4.440892098500626e-16
31 3 9 -1.6168 0.1602125000000002 0.0
32 4 9 -0.49884 1.794626 0.0
33 5 9 -1.3176 3.0650575000000013 -1.3322676295501878e-15
34 6 9 -2.6381 -1.2569050000000002 -1.1102230246251565e-16
35 7 9 7.6567 -0.6007695000000001 0.0
36 8 9 0.18772 1.7992820000000005 -8.881784197001252e-16
37 1 10 -4.8617 -1.7947515000000005 4.440892098500626e-16
38 2 10 2.572 1.5351010000000007 -4.440892098500626e-16
39 3 10 -2.2056 0.1602125000000002 0.0
40 4 10 -1.2303 1.794626 0.0
41 5 10 -1.8783 3.0650575000000013 -1.3322676295501878e-15
42 6 10 -5.9076 -1.2569050000000002 -1.1102230246251565e-16
43 7 10 0.70457 -0.6007695000000001 0.0
44 8 10 1.8108 1.7992820000000005 -8.881784197001252e-16
45 9 10 0.3792 0.5273395000000002 -4.440892098500626e-16
46 1 11 -6.65 -1.7947515000000005 4.440892098500626e-16
47 2 11 -3.0414 1.5351010000000007 -4.440892098500626e-16
48 3 11 -1.8687 0.1602125000000002 0.0
49 4 11 -7.2842 1.794626 0.0
50 5 11 -2.6915 3.0650575000000013 -1.3322676295501878e-15
51 6 11 -3.0423 -1.2569050000000002 -1.1102230246251565e-16
52 7 11 -0.8985 -0.6007695000000001 0.0
53 8 11 -0.30999 1.7992820000000005 -8.881784197001252e-16
54 9 11 0.034683 0.5273395000000002 -4.440892098500626e-16
55 10 11 -3.684 1.9638345 2.220446049250313e-16
56 1 12 -5.5492 -1.7947515000000005 4.440892098500626e-16
57 2 12 0.89151 1.5351010000000007 -4.440892098500626e-16
58 3 12 -3.1048 0.1602125000000002 0.0
59 4 12 -1.235 1.794626 0.0
60 5 12 -0.44025 3.0650575000000013 -1.3322676295501878e-15
61 6 12 -4.0734 -1.2569050000000002 -1.1102230246251565e-16
62 7 12 3.6039 -0.6007695000000001 0.0
63 8 12 -0.58154 1.7992820000000005 -8.881784197001252e-16
64 9 12 2.7411 0.5273395000000002 -4.440892098500626e-16
65 10 12 3.064 1.9638345 2.220446049250313e-16
66 11 12 0.20924 -0.5669190500000003 8.881784197001252e-16
67 1 13 -4.0584 -1.7947515000000005 4.440892098500626e-16
68 2 13 -1.2757 1.5351010000000007 -4.440892098500626e-16
69 3 13 -5.3742 0.1602125000000002 0.0
70 4 13 -3.8156 1.794626 0.0
71 5 13 -5.5269 3.0650575000000013 -1.3322676295501878e-15
72 6 13 -4.3837 -1.2569050000000002 -1.1102230246251565e-16
73 7 13 -1.8691 -0.6007695000000001 0.0
74 8 13 -2.1742 1.7992820000000005 -8.881784197001252e-16
75 9 13 -0.8463 0.5273395000000002 -4.440892098500626e-16
76 10 13 -0.66727 1.9638345 2.220446049250313e-16
77 11 13 -2.2581 -0.5669190500000003 8.881784197001252e-16
78 12 13 -3.4768 -0.8910675500000002 4.440892098500626e-16
79 1 14 -4.9397 -1.7947515000000005 4.440892098500626e-16
80 2 14 1.9981 1.5351010000000007 -4.440892098500626e-16
81 3 14 -1.6899 0.1602125000000002 0.0
82 4 14 -4.1699 1.794626 0.0
83 5 14 2.513 3.0650575000000013 -1.3322676295501878e-15
84 6 14 -2.1115 -1.2569050000000002 -1.1102230246251565e-16
85 7 14 -0.27649 -0.6007695000000001 0.0
86 8 14 3.6471 1.7992820000000005 -8.881784197001252e-16
87 9 14 0.1595 0.5273395000000002 -4.440892098500626e-16
88 10 14 -1.9597 1.9638345 2.220446049250313e-16
89 11 14 -0.029372 -0.5669190500000003 8.881784197001252e-16
90 12 14 2.357 -0.8910675500000002 4.440892098500626e-16
91 13 14 2.5654 1.6845199500000008 -4.440892098500626e-16
92 1 15 -4.272 -1.7947515000000005 4.440892098500626e-16
93 2 15 -0.64148 1.5351010000000007 -4.440892098500626e-16
94 3 15 -2.2201 0.1602125000000002 0.0
95 4 15 -0.67565 1.794626 0.0
96 5 15 -1.1494 3.0650575000000013 -1.3322676295501878e-15
97 6 15 0.044609 -1.2569050000000002 -1.1102230246251565e-16
98 7 15 3.0462 -0.6007695000000001 0.0
99 8 15 -1.7922 1.7992820000000005 -8.881784197001252e-16
100 9 15 0.18956 0.5273395000000002 -4.440892098500626e-16
101 10 15 1.246 1.9638345 2.220446049250313e-16
102 11 15 -0.61354 -0.5669190500000003 8.881784197001252e-16
103 12 15 -0.9744 -0.8910675500000002 4.440892098500626e-16
104 13 15 3.3589 1.6845199500000008 -4.440892098500626e-16
105 14 15 0.24882 0.6161049500000001 4.440892098500626e-16
106 1 16 -5.4896 -1.7947515000000005 4.440892098500626e-16
107 2 16 -2.2034 1.5351010000000007 -4.440892098500626e-16
108 3 16 -4.4887 0.1602125000000002 0.0
109 4 16 -5.7708 1.794626 0.0
110 5 16 -4.9425 3.0650575000000013 -1.3322676295501878e-15
111 6 16 -2.4961 -1.2569050000000002 -1.1102230246251565e-16
112 7 16 1.0243 -0.6007695000000001 0.0
113 8 16 -3.1132 1.7992820000000005 -8.881784197001252e-16
114 9 16 -1.7536 0.5273395000000002 -4.440892098500626e-16
115 10 16 -0.98455 1.9638345 2.220446049250313e-16
116 11 16 2.5111 -0.5669190500000003 8.881784197001252e-16
117 12 16 2.97 -0.8910675500000002 4.440892098500626e-16
118 13 16 -0.10026 1.6845199500000008 -4.440892098500626e-16
119 14 16 0.29257 0.6161049500000001 4.440892098500626e-16
120 15 16 -0.37847 0.8549504500000005 2.220446049250313e-16
121 1 17 -5.4644 -1.7947515000000005 4.440892098500626e-16
122 2 17 -2.6823 1.5351010000000007 -4.440892098500626e-16
123 3 17 -1.1685 0.1602125000000002 0.0
124 4 17 -1.3945 1.794626 0.0
125 5 17 -1.7488 3.0650575000000013 -1.3322676295501878e-15
126 6 17 -2.4099 -1.2569050000000002 -1.1102230246251565e-16
127 7 17 4.9433 -0.6007695000000001 0.0
128 8 17 -0.31914 1.7992820000000005 -8.881784197001252e-16
129 9 17 1.8809 0.5273395000000002 -4.440892098500626e-16
130 10 17 2.0556 1.9638345 2.220446049250313e-16
131 11 17 4.057 -0.5669190500000003 8.881784197001252e-16
132 12 17 -0.67781 -0.8910675500000002 4.440892098500626e-16
133 13 17 4.1579 1.6845199500000008 -4.440892098500626e-16
134 14 17 2.0661 0.6161049500000001 4.440892098500626e-16
135 15 17 4.1418 0.8549504500000005 2.220446049250313e-16
136 16 17 1.7169 1.3526205000000004 0.0
137 1 18 -2.0077 -1.7947515000000005 4.440892098500626e-16
138 2 18 -1.234 1.5351010000000007 -4.440892098500626e-16
139 3 18 -4.2389 0.1602125000000002 0.0
140 4 18 -3.5285 1.794626 0.0
141 5 18 -1.69 3.0650575000000013 -1.3322676295501878e-15
142 6 18 -5.9462 -1.2569050000000002 -1.1102230246251565e-16
143 7 18 -0.55921 -0.6007695000000001 0.0
144 8 18 1.2481 1.7992820000000005 -8.881784197001252e-16
145 9 18 0.58769 0.5273395000000002 -4.440892098500626e-16
146 10 18 1.8063 1.9638345 2.220446049250313e-16
147 11 18 -2.1111 -0.5669190500000003 8.881784197001252e-16
148 12 18 -0.96664 -0.8910675500000002 4.440892098500626e-16
149 13 18 -2.1083 1.6845199500000008 -4.440892098500626e-16
150 14 18 -0.46506 0.6161049500000001 4.440892098500626e-16
151 15 18 -2.3325 0.8549504500000005 2.220446049250313e-16
152 16 18 -0.46119 1.3526205000000004 0.0
153 17 18 -2.2312 -1.781328 0.0
154 1 19 -6.1612 -1.7947515000000005 4.440892098500626e-16
155 2 19 -0.6628 1.5351010000000007 -4.440892098500626e-16
156 3 19 -3.0597 0.1602125000000002 0.0
157 4 19 -2.2807 1.794626 0.0
158 5 19 -1.4475 3.0650575000000013 -1.3322676295501878e-15
159 6 19 -5.5421 -1.2569050000000002 -1.1102230246251565e-16
160 7 19 1.2957 -0.6007695000000001 0.0
161 8 19 -2.9624 1.7992820000000005 -8.881784197001252e-16
162 9 19 1.8751 0.5273395000000002 -4.440892098500626e-16
163 10 19 -1.9729 1.9638345 2.220446049250313e-16
164 11 19 -1.0045 -0.5669190500000003 8.881784197001252e-16
165 12 19 -0.9421 -0.8910675500000002 4.440892098500626e-16
166 13 19 -1.9629 1.6845199500000008 -4.440892098500626e-16
167 14 19 1.2375 0.6161049500000001 4.440892098500626e-16
168 15 19 -0.091576 0.8549504500000005 2.220446049250313e-16
169 16 19 -5.1434 1.3526205000000004 0.0
170 17 19 -1.865 -1.781328 0.0
171 18 19 1.4758 0.9262595000000001 0.0
172 1 20 -1.867 -1.7947515000000005 4.440892098500626e-16
173 2 20 -2.6852 1.5351010000000007 -4.440892098500626e-16
174 3 20 -3.9858 0.1602125000000002 0.0
175 4 20 -5.5177 1.794626 0.0
176 5 20 -2.5946 3.0650575000000013 -1.3322676295501878e-15
177 6 20 -2.3754 -1.2569050000000002 -1.1102230246251565e-16
178 7 20 -0.7032 -0.6007695000000001 0.0
179 8 20 -3.7033 1.7992820000000005 -8.881784197001252e-16
180 9 20 -1.9813 0.5273395000000002 -4.440892098500626e-16
181 10 20 -2.8894 1.9638345 2.220446049250313e-16
182 11 20 -2.4475 -0.5669190500000003 8.881784197001252e-16
183 12 20 -3.6753 -0.8910675500000002 4.440892098500626e-16
184 13 20 -2.539 1.6845199500000008 -4.440892098500626e-16
185 14 20 -7.3765 0.6161049500000001 4.440892098500626e-16
186 15 20 1.0784 0.8549504500000005 2.220446049250313e-16
187 16 20 -3.5462 1.3526205000000004 0.0
188 17 20 -1.8288 -1.781328 0.0
189 18 20 -0.9271 0.9262595000000001 0.0
190 19 20 -0.86751 1.1392145000000002 0.0
