l i j f[l] s[l] h[l]
1 1 2 -3.2445 1.3145665 8.881784197001252e-16
2 1 3 0.7859 1.3145665 8.881784197001252e-16
3 2 3 2.7892 2.4037159999999993 6.661338147750939e-16
4 1 4 -4.0144 1.3145665 8.881784197001252e-16
5 2 4 4.2353 2.4037159999999993 6.661338147750939e-16
6 3 4 -0.4008 -0.15205049999999987 -8.881784197001252e-16
7 1 5 -5.9975 1.3145665 8.881784197001252e-16
8 2 5 0.31239 2.4037159999999993 6.661338147750939e-16
9 3 5 -2.3413 -0.15205049999999987 -8.881784197001252e-16
10 4 5 -3.4635 -1.8089565000000003 -4.440892098500626e-16
11 1 6 -0.96953 1.3145665 8.881784197001252e-16
12 2 6 3.0926 2.4037159999999993 6.661338147750939e-16
13 3 6 -1.5701 -0.15205049999999987 -8.881784197001252e-16
14 4 6 0.96646 -1.8089565000000003 -4.440892098500626e-16
15 5 6 2.5946 1.8816769999999996 -1.7763568394002505e-15
16 1 7 -4.0429 1.3145665 8.881784197001252e-16
17 2 7 -2.457 2.4037159999999993 6.661338147750939e-16
18 3 7 -4.065 -0.15205049999999987 -8.881784197001252e-16
19 4 7 -1.8636 -1.8089565000000003 -4.440892098500626e-16
20 5 7 -0.15585 1.8816769999999996 -1.7763568394002505e-15
21 6 7 -1.54 0.18682749999999998 -4.440892098500626e-16
22 1 8 -5.4873 1.3145665 8.881784197001252e-16
23 2 8 -1.1007 2.4037159999999993 6.661338147750939e-16
24 3 8 -0.6169 -0.15205049999999987 -8.881784197001252e-16
25 4 8 -7.3177 -1.8089565000000003 -4.440892098500626e-16
26 5 8 -0.92898 1.8816769999999996 -1.7763568394002505e-15
27 6 8 -4.0319 0.18682749999999998 -4.440892098500626e-16
28 7 8 0.66709 -1.1403834999999998 8.881784197001252e-16
29 1 9 -5.0286 1.3145665 8.881784197001252e-16
30 2 9 -1.5866 2.4037159999999993 6.661338147750939e-16
31 3 9 -3.0296 -0.15205049999999987 -8.881784197001252e-16
32 4 9 -0.65646 -1.8089565000000003 -4.440892098500626e-16
33 5 9 -0.85691 1.8816769999999996 -1.7763568394002505e-15
34 6 9 -3.9288 0.18682749999999998 -4.440892098500626e-16
35 7 9 2.6573 -1.1403834999999998 8.881784197001252e-16
36 8 9 0.51079 0.6104400000000001 1.6653345369377348e-16
37 1 10 -8.4833 1.3145665 8.881784197001252e-16
38 2 10 -2.5311 2.4037159999999993 6.661338147750939e-16
39 3 10 -6.1578 -0.15205049999999987 -8.881784197001252e-16
40 4 10 -6.9921 -1.8089565000000003 -4.440892098500626e-16
41 5 10 -3.1064 1.8816769999999996 -1.7763568394002505e-15
42 6 10 -6.5062 0.18682749999999998 -4.440892098500626e-16
43 7 10 -0.94085 -1.1403834999999998 8.881784197001252e-16
44 8 10 -0.94859 0.6104400000000001 1.6653345369377348e-16
45 9 10 -4.2033 0.8980005000000002 8.881784197001252e-16
46 1 11 -5.8846 1.3145665 8.881784197001252e-16
47 2 11 -2.7139 2.4037159999999993 6.661338147750939e-16
48 3 11 -7.1237 -0.15205049999999987 -8.881784197001252e-16
49 4 11 -4.9083 -1.8089565000000003 -4.440892098500626e-16
50 5 11 -0.6084 1.8816769999999996 -1.7763568394002505e-15
51 6 11 -1.0914 0.18682749999999998 -4.440892098500626e-16
52 7 11 -0.84507 -1.1403834999999998 8.881784197001252e-16
53 8 11 3.0997 0.6104400000000001 1.6653345369377348e-16
54 9 11 -1.6222 0.8980005000000002 8.881784197001252e-16
55 10 11 -1.0756 -0.8118269999999997 1.3322676295501878e-15
56 1 12 -7.8891 1.3145665 8.881784197001252e-16
57 2 12 -1.3599 2.4037159999999993 6.661338147750939e-16
58 3 12 -5.0098 -0.15205049999999987 -8.881784197001252e-16
59 4 12 -2.8088 -1.8089565000000003 -4.440892098500626e-16
60 5 12 -2.1609 1.8816769999999996 -1.7763568394002505e-15
61 6 12 -2.2601 0.18682749999999998 -4.440892098500626e-16
62 7 12 1.7949 -1.1403834999999998 8.881784197001252e-16
63 8 12 -2.1315 0.6104400000000001 1.6653345369377348e-16
64 9 12 2.2567 0.8980005000000002 8.881784197001252e-16
65 10 12 1.1018 -0.8118269999999997 1.3322676295501878e-15
66 11 12 2.4499 1.6097800000000004 0.0
67 1 13 -5.4423 1.3145665 8.881784197001252e-16
68 2 13 0.16131 2.4037159999999993 6.661338147750939e-16
69 3 13 -4.2293 -0.15205049999999987 -8.881784197001252e-16
70 4 13 -3.9212 -1.8089565000000003 -4.440892098500626e-16
71 5 13 -2.904 1.8816769999999996 -1.7763568394002505e-15
72 6 13 -3.0166 0.18682749999999998 -4.440892098500626e-16
73 7 13 -1.8413 -1.1403834999999998 8.881784197001252e-16
74 8 13 0.23591 0.6104400000000001 1.6653345369377348e-16
75 9 13 -3.092 0.8980005000000002 8.881784197001252e-16
76 10 13 5.8965 -0.8118269999999997 1.3322676295501878e-15
77 11 13 -2.3024 1.6097800000000004 0.0
78 12 13 0.99793 1.1128434999999999 -2.220446049250313e-16
79 1 14 -4.4924 1.3145665 8.881784197001252e-16
80 2 14 1.7554 2.4037159999999993 6.661338147750939e-16
81 3 14 -0.81388 -0.15205049999999987 -8.881784197001252e-16
82 4 14 -2.6197 -1.8089565000000003 -4.440892098500626e-16
83 5 14 0.83438 1.8816769999999996 -1.7763568394002505e-15
84 6 14 -1.2453 0.18682749999999998 -4.440892098500626e-16
85 7 14 -1.618 -1.1403834999999998 8.881784197001252e-16
86 8 14 3.0519 0.6104400000000001 1.6653345369377348e-16
87 9 14 0.70504 0.8980005000000002 8.881784197001252e-16
88 10 14 -2.1135 -0.8118269999999997 1.3322676295501878e-15
89 11 14 -1.0965 1.6097800000000004 0.0
90 12 14 -0.42253 1.1128434999999999 -2.220446049250313e-16
91 13 14 1.1668 -0.608606 4.440892098500626e-16
92 1 15 -5.5127 1.3145665 8.881784197001252e-16
93 2 15 -1.8884 2.4037159999999993 6.661338147750939e-16
94 3 15 -7.451 -0.15205049999999987 -8.881784197001252e-16
95 4 15 -4.2774 -1.8089565000000003 -4.440892098500626e-16
96 5 15 -1.2414 1.8816769999999996 -1.7763568394002505e-15
97 6 15 -4.0295 0.18682749999999998 -4.440892098500626e-16
98 7 15 0.14675 -1.1403834999999998 8.881784197001252e-16
99 8 15 -0.86625 0.6104400000000001 1.6653345369377348e-16
100 9 15 -0.56092 0.8980005000000002 8.881784197001252e-16
101 10 15 1.0415 -0.8118269999999997 1.3322676295501878e-15
102 11 15 1.0785 1.6097800000000004 0.0
103 12 15 -2.2992 1.1128434999999999 -2.220446049250313e-16
104 13 15 -0.73653 -0.608606 4.440892098500626e-16
105 14 15 0.098394 1.3403265 9.992007221626409e-16
106 1 16 -8.6899 1.3145665 8.881784197001252e-16
107 2 16 -4.7925 2.4037159999999993 6.661338147750939e-16
108 3 16 -4.188 -0.15205049999999987 -8.881784197001252e-16
109 4 16 -5.3647 -1.8089565000000003 -4.440892098500626e-16
110 5 16 -4.1146 1.8816769999999996 -1.7763568394002505e-15
111 6 16 -2.6126 0.18682749999999998 -4.440892098500626e-16
112 7 16 0.75047 -1.1403834999999998 8.881784197001252e-16
113 8 16 -0.15718 0.6104400000000001 1.6653345369377348e-16
114 9 16 1.2879 0.8980005000000002 8.881784197001252e-16
115 10 16 -1.6011 -0.8118269999999997 1.3322676295501878e-15
116 11 16 1.7549 1.6097800000000004 0.0
117 12 16 5.6292 1.1128434999999999 -2.220446049250313e-16
118 13 16 2.9083 -0.608606 4.440892098500626e-16
119 14 16 -1.4812 1.3403265 9.992007221626409e-16
120 15 16 2.1029 0.31679349999999995 -8.881784197001252e-16
121 1 17 -4.894 1.3145665 8.881784197001252e-16
122 2 17 -0.7351 2.4037159999999993 6.661338147750939e-16
123 3 17 -0.65843 -0.15205049999999987 -8.881784197001252e-16
