l i j f[l] s[l] h[l]
1 1 2 -1.6523 -0.13244783333333338 0.0
2 1 3 0.015563 -0.13244783333333338 0.0
3 2 3 4.0152 -0.5235105 -2.220446049250313e-16
4 1 4 -2.69 -0.13244783333333338 0.0
5 2 4 1.2101 -0.5235105 -2.220446049250313e-16
6 3 4 -4.3665 1.956274333333333 4.440892098500626e-16
7 1 5 0.29729 -0.13244783333333338 0.0
8 2 5 0.1456 -0.5235105 -2.220446049250313e-16
9 3 5 -0.54732 1.956274333333333 4.440892098500626e-16
10 4 5 0.092169 -3.2265245555555553 -2.220446049250313e-16
11 1 6 0.040668 -0.13244783333333338 0.0
12 2 6 1.534 -0.5235105 -2.220446049250313e-16
13 3 6 2.4823 1.956274333333333 4.440892098500626e-16
14 4 6 -5.3071 -3.2265245555555553 -2.220446049250313e-16
15 5 6 -1.3138 -0.8462767222222223 0.0
16 1 7 0.16424 -0.13244783333333338 0.0
17 2 7 1.214 -0.5235105 -2.220446049250313e-16
18 3 7 -0.64527 1.956274333333333 4.440892098500626e-16
19 4 7 -3.3377 -3.2265245555555553 -2.220446049250313e-16
20 5 7 -1.0339 -0.8462767222222223 0.0
21 6 7 0.62366 -4.363951055555555 -7.771561172376096e-16
22 1 8 0.5741 -0.13244783333333338 0.0
23 2 8 -1.5855 -0.5235105 -2.220446049250313e-16
24 3 8 0.52206 1.956274333333333 4.440892098500626e-16
25 4 8 -2.4268 -3.2265245555555553 -2.220446049250313e-16
26 5 8 1.556 -0.8462767222222223 0.0
27 6 8 -1.0465 -4.363951055555555 -7.771561172376096e-16
28 7 8 0.72524 0.5860555555555553 1.1102230246251565e-16
29 1 9 3.126 -0.13244783333333338 0.0
30 2 9 3.1984 -0.5235105 -2.220446049250313e-16
31 3 9 -1.5731 1.956274333333333 4.440892098500626e-16
32 4 9 -1.0067 -3.2265245555555553 -2.220446049250313e-16
33 5 9 1.4286 -0.8462767222222223 0.0
34 6 9 1.869 -4.363951055555555 -7.771561172376096e-16
35 7 9 4.2143 0.5860555555555553 1.1102230246251565e-16
36 8 9 3.1249 -1.0854866111111106 -6.661338147750939e-16
