l i j f[l] s[l] h[l]
1 1 2 -3.7518 0.3524325000000002 -8.881784197001252e-16
2 1 3 -1.28 0.3524325000000002 -8.881784197001252e-16
3 2 3 4.6908 -0.6410369999999999 -1.1102230246251565e-15
4 1 4 -4.471 0.3524325000000002 -8.881784197001252e-16
5 2 4 0.54482 -0.6410369999999999 -1.1102230246251565e-15
6 3 4 -1.2102 1.2255305 4.440892098500626e-16
7 1 5 -2.7616 0.3524325000000002 -8.881784197001252e-16
8 2 5 0.39057 -0.6410369999999999 -1.1102230246251565e-15
9 3 5 -3.9156 1.2255305 4.440892098500626e-16
10 4 5 -0.35174 -0.8902982300000002 -1.7763568394002505e-15
11 1 6 -2.6512 0.3524325000000002 -8.881784197001252e-16
12 2 6 4.502 -0.6410369999999999 -1.1102230246251565e-15
13 3 6 -1.948 1.2255305 4.440892098500626e-16
14 4 6 2.8935 -0.8902982300000002 -1.7763568394002505e-15
15 5 6 -1.0374 0.02128926999999993 -4.440892098500626e-16
16 1 7 -2.8746 0.3524325000000002 -8.881784197001252e-16
17 2 7 3.6563 -0.6410369999999999 -1.1102230246251565e-15
18 3 7 -3.8071 1.2255305 4.440892098500626e-16
19 4 7 2.6854 -0.8902982300000002 -1.7763568394002505e-15
20 5 7 1.5788 0.02128926999999993 -4.440892098500626e-16
21 6 7 1.3406 1.7315387700000002 -8.881784197001252e-16
22 1 8 -8.5581 0.3524325000000002 -8.881784197001252e-16
23 2 8 0.18005 -0.6410369999999999 -1.1102230246251565e-15
24 3 8 -5.5013 1.2255305 4.440892098500626e-16
25 4 8 -6.3015 -0.8902982300000002 -1.7763568394002505e-15
26 5 8 -1.3661 0.02128926999999993 -4.440892098500626e-16
27 6 8 -3.385 1.7315387700000002 -8.881784197001252e-16
28 7 8 -2.1983 0.76107245 -1.3322676295501878e-15
29 1 9 0.82087 0.3524325000000002 -8.881784197001252e-16
30 2 9 6.1424 -0.6410369999999999 -1.1102230246251565e-15
31 3 9 0.42863 1.2255305 4.440892098500626e-16
32 4 9 -1.0853 -0.8902982300000002 -1.7763568394002505e-15
33 5 9 -0.089491 0.02128926999999993 -4.440892098500626e-16
34 6 9 -0.33204 1.7315387700000002 -8.881784197001252e-16
35 7 9 -4.2952 0.76107245 -1.3322676295501878e-15
36 8 9 6.1247 -0.19099005000000008 -4.440892098500626e-16
37 1 10 -2.0917 0.3524325000000002 -8.881784197001252e-16
38 2 10 -0.5693 -0.6410369999999999 -1.1102230246251565e-15
39 3 10 -3.1287 1.2255305 4.440892098500626e-16
40 4 10 0.86774 -0.8902982300000002 -1.7763568394002505e-15
41 5 10 -1.8955 0.02128926999999993 -4.440892098500626e-16
42 6 10 -0.012922 1.7315387700000002 -8.881784197001252e-16
43 7 10 1.2345 0.76107245 -1.3322676295501878e-15
44 8 10 -0.34419 -0.19099005000000008 -4.440892098500626e-16
45 9 10 2.7601 -1.03189055 -4.440892098500626e-16
46 1 11 -0.71089 0.3524325000000002 -8.881784197001252e-16
47 2 11 -0.13833 -0.6410369999999999 -1.1102230246251565e-15
48 3 11 -0.36231 1.2255305 4.440892098500626e-16
49 4 11 2.348 -0.8902982300000002 -1.7763568394002505e-15
50 5 11 3.4928 0.02128926999999993 -4.440892098500626e-16
51 6 11 2.0697 1.7315387700000002 -8.881784197001252e-16
52 7 11 -0.11803 0.76107245 -1.3322676295501878e-15
53 8 11 1.137 -0.19099005000000008 -4.440892098500626e-16
54 9 11 -1.3066 -1.03189055 -4.440892098500626e-16
55 10 11 -3.5167 -0.40976932000000005 1.6653345369377348e-16
56 1 12 -5.8716 0.3524325000000002 -8.881784197001252e-16
57 2 12 -0.80137 -0.6410369999999999 -1.1102230246251565e-15
58 3 12 -3.8312 1.2255305 4.440892098500626e-16
59 4 12 0.0030354 -0.8902982300000002 -1.7763568394002505e-15
60 5 12 -0.60796 0.02128926999999993 -4.440892098500626e-16
61 6 12 -3.7032 1.7315387700000002 -8.881784197001252e-16
62 7 12 -0.60586 0.76107245 -1.3322676295501878e-15
63 8 12 0.97912 -0.19099005000000008 -4.440892098500626e-16
64 9 12 -3.1106 -1.03189055 -4.440892098500626e-16
65 10 12 -1.4692 -0.40976932000000005 1.6653345369377348e-16
66 11 12 -1.8045 -0.19744139999999977 -1.3322676295501878e-15
67 1 13 -1.4085 0.3524325000000002 -8.881784197001252e-16
68 2 13 2.2864 -0.6410369999999999 -1.1102230246251565e-15
69 3 13 -1.2232 1.2255305 4.440892098500626e-16
70 4 13 1.1487 -0.8902982300000002 -1.7763568394002505e-15
71 5 13 3.3285 0.02128926999999993 -4.440892098500626e-16
72 6 13 0.48004 1.7315387700000002 -8.881784197001252e-16
73 7 13 -0.35853 0.76107245 -1.3322676295501878e-15
74 8 13 3.4262 -0.19099005000000008 -4.440892098500626e-16
75 9 13 -0.47675 -1.03189055 -4.440892098500626e-16
76 10 13 1.9801 -0.40976932000000005 1.6653345369377348e-16
77 11 13 0.076582 -0.19744139999999977 -1.3322676295501878e-15
78 12 13 3.7432 2.8515261 -4.440892098500626e-16
79 1 14 -8.5529 0.3524325000000002 -8.881784197001252e-16
80 2 14 -3.9903 -0.6410369999999999 -1.1102230246251565e-15
81 3 14 -5.197 1.2255305 4.440892098500626e-16
82 4 14 -1.227 -0.8902982300000002 -1.7763568394002505e-15
83 5 14 -4.4489 0.02128926999999993 -4.440892098500626e-16
84 6 14 -0.19119 1.7315387700000002 -8.881784197001252e-16
85 7 14 -2.5489 0.76107245 -1.3322676295501878e-15
86 8 14 0.49427 -0.19099005000000008 -4.440892098500626e-16
87 9 14 -4.6749 -1.03189055 -4.440892098500626e-16
88 10 14 -0.064907 -0.40976932000000005 1.6653345369377348e-16
89 11 14 -4.0761 -0.19744139999999977 -1.3322676295501878e-15
90 12 14 -3.9254 2.8515261 -4.440892098500626e-16
91 13 14 -5.8057 -0.1332044000000001 -2.220446049250313e-16
92 1 15 -4.5763 0.3524325000000002 -8.881784197001252e-16
93 2 15 -0.76583 -0.6410369999999999 -1.1102230246251565e-15
94 3 15 -6.1151 1.2255305 4.440892098500626e-16
95 4 15 -1.7321 -0.8902982300000002 -1.7763568394002505e-15
96 5 15 0.24667 0.02128926999999993 -4.440892098500626e-16
97 6 15 -2.6857 1.7315387700000002 -8.881784197001252e-16
98 7 15 -2.3789 0.76107245 -1.3322676295501878e-15
99 8 15 -0.30725 -0.19099005000000008 -4.440892098500626e-16
100 9 15 -7.5621 -1.03189055 -4.440892098500626e-16
101 10 15 1.5622 -0.40976932000000005 1.6653345369377348e-16
102 11 15 -3.749 -0.19744139999999977 -1.3322676295501878e-15
103 12 15 -3.9771 2.8515261 -4.440892098500626e-16
104 13 15 -2.1324 -0.1332044000000001 -2.220446049250313e-16
105 14 15 0.17923 1.7665568299999999 4.440892098500626e-16
106 1 16 -1.616 0.3524325000000002 -8.881784197001252e-16
107 2 16 -1.3907 -0.6410369999999999 -1.1102230246251565e-15
108 3 16 -6.0846 1.2255305 4.440892098500626e-16
109 4 16 1.3715 -0.8902982300000002 -1.7763568394002505e-15
110 5 16 1.02 0.02128926999999993 -4.440892098500626e-16
111 6 16 -1.1662 1.7315387700000002 -8.881784197001252e-16
112 7 16 -0.99552 0.76107245 -1.3322676295501878e-15
113 8 16 1.1522 -0.19099005000000008 -4.440892098500626e-16
114 9 16 -5.2619 -1.03189055 -4.440892098500626e-16
115 10 16 0.64134 -0.40976932000000005 1.6653345369377348e-16
116 11 16 -0.12517 -0.19744139999999977 -1.3322676295501878e-15
117 12 16 3.4072 2.8515261 -4.440892098500626e-16
118 13 16 1.8239 -0.1332044000000001 -2.220446049250313e-16
119 14 16 2.0964 1.7665568299999999 4.440892098500626e-16
120 15 16 -1.8732 -2.10631385 0.0
121 1 17 -4.4813 0.3524325000000002 -8.881784197001252e-16
122 2 17 -2.7151 -0.6410369999999999 -1.1102230246251565e-15
123 3 17 -0.76921 1.2255305 4.440892098500626e-16
124 4 17 0.25972 -0.8902982300000002 -1.7763568394002505e-15
125 5 17 -1.3237 0.02128926999999993 -4.440892098500626e-16
126 6 17 -3.5599 1.7315387700000002 -8.881784197001252e-16
127 7 17 -1.5992 0.76107245 -1.3322676295501878e-15
128 8 17 1.6552 -0.19099005000000008 -4.440892098500626e-16
129 9 17 -5.3553 -1.03189055 -4.440892098500626e-16
130 10 17 3.5408 -0.40976932000000005 1.6653345369377348e-16
131 11 17 -4.215 -0.19744139999999977 -1.3322676295501878e-15
132 12 17 -2.5699 2.8515261 -4.440892098500626e-16
133 13 17 -4.322 -0.1332044000000001 -2.220446049250313e-16
134 14 17 0.2827 1.7665568299999999 4.440892098500626e-16
135 15 17 -1.2812 -2.10631385 0.0
136 16 17 -1.5969 -0.6987680000000001 -8.881784197001252e-16
137 1 18 -1.9371 0.3524325000000002 -8.881784197001252e-16
138 2 18 2.1473 -0.6410369999999999 -1.1102230246251565e-15
139 3 18 -2.6567 1.2255305 4.440892098500626e-16
140 4 18 0.54088 -0.8902982300000002 -1.7763568394002505e-15
141 5 18 0.42404 0.02128926999999993 -4.440892098500626e-16
142 6 18 -2.4815 1.7315387700000002 -8.881784197001252e-16
143 7 18 -3.3685 0.76107245 -1.3322676295501878e-15
144 8 18 2.1397 -0.19099005000000008 -4.440892098500626e-16
145 9 18 -3.9626 -1.03189055 -4.440892098500626e-16
146 10 18 2.4849 -0.40976932000000005 1.6653345369377348e-16
147 11 18 -1.7999 -0.19744139999999977 -1.3322676295501878e-15
148 12 18 3.6625 2.8515261 -4.440892098500626e-16
149 13 18 1.9563 -0.1332044000000001 -2.220446049250313e-16
150 14 18 2.0117 1.7665568299999999 4.440892098500626e-16
151 15 18 -3.8966 -2.10631385 0.0
152 16 18 -0.8883 -0.6987680000000001 -8.881784197001252e-16
153 17 18 1.5722 1.7278994999999997 2.220446049250313e-16
154 1 19 -2.1455 0.3524325000000002 -8.881784197001252e-16
155 2 19 0.22004 -0.6410369999999999 -1.1102230246251565e-15
156 3 19 -0.80427 1.2255305 4.440892098500626e-16
157 4 19 2.4566 -0.8902982300000002 -1.7763568394002505e-15
158 5 19 1.3077 0.02128926999999993 -4.440892098500626e-16
159 6 19 0.055544 1.7315387700000002 -8.881784197001252e-16
160 7 19 0.83586 0.76107245 -1.3322676295501878e-15
161 8 19 5.7499 -0.19099005000000008 -4.440892098500626e-16
162 9 19 0.99871 -1.03189055 -4.440892098500626e-16
163 10 19 3.204 -0.40976932000000005 1.6653345369377348e-16
164 11 19 -0.133 -0.19744139999999977 -1.3322676295501878e-15
165 12 19 -0.1585 2.8515261 -4.440892098500626e-16
166 13 19 -0.73675 -0.1332044000000001 -2.220446049250313e-16
167 14 19 1.7036 1.7665568299999999 4.440892098500626e-16
168 15 19 1.9423 -2.10631385 0.0
169 16 19 -1.0454 -0.6987680000000001 -8.881784197001252e-16
170 17 19 3.8156 1.7278994999999997 2.220446049250313e-16
171 18 19 1.9626 -2.270231 -4.440892098500626e-16
172 1 20 -5.6201 0.3524325000000002 -8.881784197001252e-16
173 2 20 -0.59622 -0.6410369999999999 -1.1102230246251565e-15
174 3 20 -2.2234 1.2255305 4.440892098500626e-16
175 4 20 -1.9391 -0.8902982300000002 -1.7763568394002505e-15
176 5 20 -1.3537 0.02128926999999993 -4.440892098500626e-16
177 6 20 -0.13348 1.7315387700000002 -8.881784197001252e-16
178 7 20 -2.0467 0.76107245 -1.3322676295501878e-15
179 8 20 -2.7184 -0.19099005000000008 -4.440892098500626e-16
180 9 20 -3.9385 -1.03189055 -4.440892098500626e-16
181 10 20 -0.79266 -0.40976932000000005 1.6653345369377348e-16
182 11 20 -5.6714 -0.19744139999999977 -1.3322676295501878e-15
183 12 20 -0.33394 2.8515261 -4.440892098500626e-16
184 13 20 -2.2571 -0.1332044000000001 -2.220446049250313e-16
185 14 20 0.54887 1.7665568299999999 4.440892098500626e-16
186 15 20 0.39628 -2.10631385 0.0
187 16 20 -2.2191 -0.6987680000000001 -8.881784197001252e-16
188 17 20 -2.1163 1.7278994999999997 2.220446049250313e-16
189 18 20 -0.25937 -2.270231 -4.440892098500626e-16
190 19 20 -2.9679 1.28053023 4.440892098500626e-16
