t i j k u[t]
1 1 2 3 -0.09167956000000001
2 1 2 4 0.140875
3 1 2 5 0.03337499999999999
4 1 2 6 -0.11431950000000002
5 1 2 7 -0.158375
6 1 2 8 -0.032415
7 1 2 9 0.05241000000000001
8 1 2 10 0.35301999999999994
9 1 2 11 -0.078195
10 1 2 12 0.22498075
11 1 2 13 0.10858999999999999
12 1 2 14 0.22084850000000003
13 1 2 15 0.03285999999999998
14 1 2 16 -0.06359000000000004
15 1 2 17 0.130162
16 1 2 18 -0.07002500000000003
17 1 2 19 -0.029575000000000018
18 1 2 20 -0.0006400000000000184
19 1 3 4 0.01630955999999999
20 1 3 5 0.04317455999999999
21 1 3 6 -0.11279993999999999
22 1 3 7 0.13342456000000003
23 1 3 8 0.09241456
24 1 3 9 0.10270956000000002
25 1 3 10 0.39566956
26 1 3 11 -0.12072543999999996
27 1 3 12 0.046724560000000005
28 1 3 13 0.12097956000000001
29 1 3 14 0.13694956
30 1 3 15 0.11434956
31 1 3 16 0.36294456
32 1 3 17 0.09605456000000001
33 1 3 18 0.06303956
34 1 3 19 -0.002385439999999983
35 1 3 20 -0.03230044000000003
36 1 4 5 -0.04230999999999999
37 1 4 6 -0.17084264999999998
38 1 4 7 -0.096745
39 1 4 8 -0.27224
40 1 4 9 -0.048294999999999984
41 1 4 10 0.20791500000000004
42 1 4 11 -0.13965999999999998
43 1 4 12 0.18664000000000003
44 1 4 13 0.15897999999999998
45 1 4 14 0.161545
46 1 4 15 -0.094305
47 1 4 16 0.05647499999999996
48 1 4 17 0.06212500000000001
49 1 4 18 -0.117645
50 1 4 19 0.03117999999999999
51 1 4 20 0.003580000000000005
52 1 5 6 -0.11967950000000002
53 1 5 7 -0.013229999999999985
54 1 5 8 -0.09587499999999997
55 1 5 9 0.054325000000000026
56 1 5 10 0.31269499999999995
57 1 5 11 -0.08023999999999998
58 1 5 12 0.08093500000000002
59 1 5 13 -0.06902000000000001
60 1 5 14 0.14810999999999996
61 1 5 15 0.04113
62 1 5 16 -0.043380000000000064
63 1 5 17 -0.0351
64 1 5 18 0.07918499999999999
65 1 5 19 0.053135
66 1 5 20 0.14714999999999998
67 1 6 7 0.17848450000000002
68 1 6 8 0.2125235
69 1 6 9 0.21269449999999998
70 1 6 10 0.3520594999999999
71 1 6 11 0.24643999999999996
72 1 6 12 0.28244450000000004
73 1 6 13 0.16348949999999998
74 1 6 14 0.36756849999999996
75 1 6 15 0.21973449999999994
76 1 6 16 0.4652895
77 1 6 17 0.13692449999999998
78 1 6 18 -0.07806550000000004
79 1 6 19 0.11956949999999998
80 1 6 20 0.1806095
81 1 7 8 0.071535
82 1 7 9 0.20028
83 1 7 10 0.4230364999999999
84 1 7 11 0.048843500000000005
85 1 7 12 0.23398499999999997
86 1 7 13 0.04837149999999998
87 1 7 14 0.1398335
88 1 7 15 0.20108999999999994
89 1 7 16 0.352205
90 1 7 17 0.09887499999999998
91 1 7 18 -0.08525500000000004
92 1 7 19 0.20231999999999997
93 1 7 20 0.0919
94 1 8 9 0.0671105
95 1 8 10 0.40798999999999996
96 1 8 11 0.20645500000000003
97 1 8 12 0.085665
98 1 8 13 0.19492
99 1 8 14 0.24925499999999995
100 1 8 15 0.03445999999999998
101 1 8 16 0.30120149999999996
102 1 8 17 0.09247999999999998
103 1 8 18 -0.020405000000000027
104 1 8 19 0.15984049999999997
105 1 8 20 0.127615
106 1 9 10 0.08665499999999993
107 1 9 11 -0.141705
108 1 9 12 0.19885
109 1 9 13 -0.07274000000000003
110 1 9 14 0.10566849999999996
111 1 9 15 0.12988499999999997
112 1 9 16 0.28679999999999994
113 1 9 17 -0.04725531500000001
114 1 9 18 -0.14521000000000003
115 1 9 19 0.05005699999999996
116 1 9 20 0.02984499999999998
117 1 10 11 -0.413583
118 1 10 12 -0.17884999999999995
119 1 10 13 -0.04350999999999998
120 1 10 14 -0.4698799999999999
121 1 10 15 -0.313677
122 1 10 16 -0.22508
123 1 10 17 -0.133105
124 1 10 18 -0.20588499999999996
125 1 10 19 -0.20492
126 1 10 20 -0.322225
127 1 11 12 0.14401669999999997
128 1 11 13 -0.01374500000000003
129 1 11 14 0.01679999999999997
130 1 11 15 0.16306999999999996
131 1 11 16 0.4649649999999999
132 1 11 17 0.14492
133 1 11 18 -0.12265500000000001
134 1 11 19 0.20417
135 1 11 20 0.11454999999999997
136 1 12 13 -0.10373000000000002
137 1 12 14 0.03186499999999999
138 1 12 15 -0.12267500000000002
139 1 12 16 0.35422
140 1 12 17 -0.21282
141 1 12 18 -0.08323668500000003
142 1 12 19 0.055319999999999966
143 1 12 20 -0.18879000000000004
144 1 13 14 0.13204500000000002
145 1 13 15 -0.016613500000000007
146 1 13 16 0.2216025
147 1 13 17 0.03309999999999999
148 1 13 18 -0.113025
149 1 13 19 -0.007400000000000006
150 1 13 20 -0.038839999999999986
151 1 14 15 0.02600949999999999
152 1 14 16 0.11360999999999999
153 1 14 17 0.011489999999999998
154 1 14 18 -0.0178325
155 1 14 19 -0.012197000000000008
156 1 14 20 -0.15866000000000002
157 1 15 16 0.2122335
158 1 15 17 0.10920500000000002
159 1 15 18 0.06372
160 1 15 19 0.14040999999999998
161 1 15 20 0.08028550000000001
162 1 16 17 -0.18869499999999995
163 1 16 18 -0.352235
164 1 16 19 -0.481395
165 1 16 20 -0.1458525
166 1 17 18 -0.23852500000000001
167 1 17 19 -0.07049500000000002
168 1 17 20 -0.009804999999999998
169 1 18 19 0.215855
170 1 18 20 0.06789
171 1 19 20 0.07684750000000001
172 2 3 4 -0.21624499999999997
173 2 3 5 -0.08188
174 2 3 6 -0.09015999999999999
175 2 3 7 0.20012000000000002
176 2 3 8 0.03314999999999999
177 2 3 9 -0.04137999999999999
178 2 3 10 -0.04903
179 2 3 11 -0.13421
