t i j k u[t]
1 1 2 3 -0.018141000000000004
2 1 2 4 0.019919999999999993
3 1 2 5 -0.11249499999999998
4 1 2 6 0.07453699999999998
5 1 2 7 0.06686999999999999
6 1 2 8 -0.10086099999999999
7 1 2 9 -0.04974
8 1 2 10 0.014285499999999994
9 1 2 11 -0.19224999999999998
10 1 2 12 -0.10970459999999999
11 1 2 13 -0.1493475
12 1 2 14 0.054305000000000006
13 1 2 15 -0.00414755
14 1 2 16 -0.1260385
15 1 2 17 -0.19478
16 1 2 18 -0.2698425
17 1 2 19 0.043153
18 1 2 20 -0.009023950000000005
19 1 3 4 0.008551000000000008
20 1 3 5 0.048131
21 1 3 6 0.225026
22 1 3 7 0.09015949999999999
23 1 3 8 0.0618815
24 1 3 9 -0.017084
25 1 3 10 0.004075000000000007
26 1 3 11 -0.03599399999999999
27 1 3 12 -0.1420151
28 1 3 13 -0.1226565
29 1 3 14 0.059471
30 1 3 15 -0.10053155
31 1 3 16 -0.0645697
32 1 3 17 0.163466
33 1 3 18 -0.03059149999999999
34 1 3 19 0.012036000000000002
35 1 3 20 0.086202
36 1 4 5 0.0031399999999999983
37 1 4 6 0.07524
38 1 4 7 0.06993849999999999
39 1 4 8 -0.075532
40 1 4 9 -0.31757
41 1 4 10 -0.10896449999999999
42 1 4 11 -0.01348299999999999
43 1 4 12 -0.0865566
44 1 4 13 -0.06059849999999999
45 1 4 14 -0.06643
46 1 4 15 -0.20765254999999996
47 1 4 16 -0.1371807
48 1 4 17 0.04274855
49 1 4 18 -0.052469499999999995
50 1 4 19 0.05175700000000001
51 1 4 20 0.0010759999999999993
52 1 5 6 -0.10587000000000002
53 1 5 7 0.006568999999999994
54 1 5 8 -0.06673950000000001
55 1 5 9 -0.25599500000000003
56 1 5 10 0.014285499999999994
57 1 5 11 0.076835
58 1 5 12 -0.13965465000000002
59 1 5 13 -0.07540250000000001
60 1 5 14 0.014608499999999998
61 1 5 15 -0.19912755000000001
62 1 5 16 0.06446429999999999
63 1 5 17 -0.190605
64 1 5 18 -0.21433750000000001
65 1 5 19 -0.039944999999999994
66 1 5 20 0.09205999999999998
67 1 6 7 0.17744000000000001
68 1 6 8 -0.124669
69 1 6 9 -0.16166999999999998
70 1 6 10 -0.26111949999999995
71 1 6 11 0.03749000000000002
72 1 6 12 -0.2427311
73 1 6 13 -0.08748749999999998
74 1 6 14 0.199715
75 1 6 15 -0.29149254999999996
76 1 6 16 -0.03634569999999999
77 1 6 17 0.15174500000000002
78 1 6 18 -0.07698899999999997
79 1 6 19 -0.015180999999999984
80 1 6 20 -0.06999849999999998
81 1 7 8 -0.2152895
82 1 7 9 -0.06879499999999998
83 1 7 10 -0.12559
84 1 7 11 0.00306300000000001
85 1 7 12 -0.1523786
86 1 7 13 -0.07730749999999997
87 1 7 14 -0.012387499999999996
88 1 7 15 -0.16386055
89 1 7 16 -0.1064007
90 1 7 17 -0.12816999999999998
91 1 7 18 -0.17987250000000002
92 1 7 19 -0.10485
93 1 7 20 -0.0005554999999999976
94 1 8 9 -0.05555700000000001
95 1 8 10 -0.07730999999999999
96 1 8 11 0.032619499999999996
97 1 8 12 0.0864884
98 1 8 13 -0.094183
99 1 8 14 -0.004015499999999994
100 1 8 15 -0.07503304999999999
101 1 8 16 0.06469380000000001
102 1 8 17 -0.06528049999999998
103 1 8 18 0.076057
104 1 8 19 0.169254
105 1 8 20 0.1144995
106 1 9 10 -0.05374449999999997
107 1 9 11 -0.11218499999999997
108 1 9 12 -0.0361811
109 1 9 13 0.05793415000000001
110 1 9 14 0.28826
111 1 9 15 0.20560245
112 1 9 16 0.011659300000000004
