t i j k u[t]
543 4 11 19 -0.09652500000000001
544 4 11 20 -0.1039475
545 4 12 13 0.095085
546 4 12 14 -0.11983999999999997
547 4 12 15 0.0132
548 4 12 16 0.2533285
549 4 12 17 0.10761500000000003
550 4 12 18 0.06734500000000002
551 4 12 19 0.014264000000000011
552 4 12 20 0.07413000000000002
553 4 13 14 0.006170000000000009
554 4 13 15 0.03453
555 4 13 16 0.3099
556 4 13 17 0.06702
557 4 13 18 0.03107800000000001
558 4 13 19 -0.27686
559 4 13 20 0.1066185
560 4 14 15 -0.03888100000000001
561 4 14 16 0.007994999999999974
562 4 14 17 0.20655000000000004
563 4 14 18 0.22005499999999997
564 4 14 19 0.001979999999999993
565 4 14 20 0.1260335
566 4 15 16 0.29020500000000005
567 4 15 17 0.24373
568 4 15 18 0.1688985
569 4 15 19 -0.1015985
570 4 15 20 0.03582000000000001
571 4 16 17 0.06072000000000002
572 4 16 18 0.09348000000000001
573 4 16 19 -0.36350999999999994
574 4 16 20 -0.0076425
575 4 17 18 -0.107025
576 4 17 19 -0.023710000000000012
577 4 17 20 -0.005615000000000004
578 4 18 19 -0.25591749999999996
579 4 18 20 -0.09082
580 4 19 20 0.20384449999999998
581 5 6 7 0.011323999999999989
582 5 6 8 -0.0649825
583 5 6 9 -0.19115300000000002
584 5 6 10 -0.22133500000000003
585 5 6 11 -0.12645
586 5 6 12 -0.11177600000000003
587 5 6 13 -0.010355000000000003
588 5 6 14 0.019975
589 5 6 15 -0.1344025
590 5 6 16 -0.15101
591 5 6 17 -0.1535135
592 5 6 18 -0.281541
593 5 6 19 0.013284999999999991
594 5 6 20 -0.34866444999999996
595 5 7 8 0.0002750000000000141
596 5 7 9 -0.114588
597 5 7 10 0.08132000000000002
598 5 7 11 -0.0701555
599 5 7 12 -0.015566000000000014
600 5 7 13 -0.178835
601 5 7 14 0.03506000000000001
602 5 7 15 -0.1533385
603 5 7 16 0.10641000000000003
604 5 7 17 -0.10124749999999998
605 5 7 18 -0.04093599999999999
606 5 7 19 -0.008785
607 5 7 20 -0.16683095
608 5 8 9 -0.11024900000000003
609 5 8 10 -0.02285300000000001
610 5 8 11 0.08679699999999999
611 5 8 12 -0.20806100000000002
612 5 8 13 0.111773
613 5 8 14 -0.07134
614 5 8 15 -0.12309700000000003
