l i j f[l] s[l] h[l]
1 1 2 -3.6207 -0.03991404999999967 0.0
2 1 3 0.91384 -0.03991404999999967 0.0
3 2 3 3.3531 1.4571334999999996 1.1102230246251565e-15
4 1 4 -3.1533 -0.03991404999999967 0.0
5 2 4 -0.034989 1.4571334999999996 1.1102230246251565e-15
6 3 4 -0.75808 0.31560754999999985 8.881784197001252e-16
7 1 5 -2.3221 -0.03991404999999967 0.0
8 2 5 1.6226 1.4571334999999996 1.1102230246251565e-15
9 3 5 -1.4909 0.31560754999999985 8.881784197001252e-16
10 4 5 -0.20419 -0.44267575 0.0
11 1 6 -0.20986 -0.03991404999999967 0.0
12 2 6 4.6006 1.4571334999999996 1.1102230246251565e-15
13 3 6 -1.5108 0.31560754999999985 8.881784197001252e-16
14 4 6 1.9092 -0.44267575 0.0
15 5 6 0.4302 -0.9051507000000001 4.440892098500626e-16
16 1 7 -0.99148 -0.03991404999999967 0.0
17 2 7 1.7705 1.4571334999999996 1.1102230246251565e-15
18 3 7 -1.3202 0.31560754999999985 8.881784197001252e-16
19 4 7 1.3158 -0.44267575 0.0
20 5 7 0.88766 -0.9051507000000001 4.440892098500626e-16
21 6 7 0.41301 1.4092507500000002 -4.440892098500626e-16
22 1 8 -8.8557 -0.03991404999999967 0.0
23 2 8 0.53442 1.4571334999999996 1.1102230246251565e-15
24 3 8 -4.8376 0.31560754999999985 8.881784197001252e-16
25 4 8 -8.7831 -0.44267575 0.0
26 5 8 -2.8407 -0.9051507000000001 4.440892098500626e-16
27 6 8 -3.887 1.4092507500000002 -4.440892098500626e-16
28 7 8 -1.9283 -0.01745099999999977 4.440892098500626e-16
29 1 9 -0.97942 -0.03991404999999967 0.0
30 2 9 3.1029 1.4571334999999996 1.1102230246251565e-15
31 3 9 -1.3439 0.31560754999999985 8.881784197001252e-16
32 4 9 -0.1079 -0.44267575 0.0
33 5 9 0.81845 -0.9051507000000001 4.440892098500626e-16
34 6 9 0.1351 1.4092507500000002 -4.440892098500626e-16
35 7 9 -4.0889 -0.01745099999999977 4.440892098500626e-16
36 8 9 8.3214 0.34646304999999994 4.440892098500626e-16
37 1 10 -1.4124 -0.03991404999999967 0.0
38 2 10 0.83114 1.4571334999999996 1.1102230246251565e-15
39 3 10 -1.9782 0.31560754999999985 8.881784197001252e-16
40 4 10 0.21075 -0.44267575 0.0
41 5 10 -3.3575 -0.9051507000000001 4.440892098500626e-16
42 6 10 -0.45114 1.4092507500000002 -4.440892098500626e-16
43 7 10 0.41618 -0.01745099999999977 4.440892098500626e-16
44 8 10 0.47494 0.34646304999999994 4.440892098500626e-16
45 9 10 5.651 0.2704555000000002 -4.440892098500626e-16
46 1 11 0.72838 -0.03991404999999967 0.0
