l i j f[l] s[l] h[l]
1 1 2 4.0548 1.6941220000000006 -8.881784197001252e-16
2 1 3 1.7466 1.6941220000000006 -8.881784197001252e-16
3 2 3 -2.2859 0.10987899999999987 0.0
4 1 4 -0.67797 1.6941220000000006 -8.881784197001252e-16
5 2 4 -3.2531 0.10987899999999987 0.0
6 3 4 -1.105 -1.561943 6.661338147750939e-16
7 1 5 -2.0201 1.6941220000000006 -8.881784197001252e-16
8 2 5 -4.1817 0.10987899999999987 0.0
9 3 5 -3.948 -1.561943 6.661338147750939e-16
10 4 5 -4.6035 -1.1899855 -1.1102230246251565e-16
11 1 6 1.5722 1.6941220000000006 -8.881784197001252e-16
12 2 6 -1.0676 0.10987899999999987 0.0
13 3 6 -2.1227 -1.561943 6.661338147750939e-16
14 4 6 0.6765 -1.1899855 -1.1102230246251565e-16
15 5 6 1.6219 -1.4044375 4.440892098500626e-16
16 1 7 -0.60458 1.6941220000000006 -8.881784197001252e-16
17 2 7 1.0256 0.10987899999999987 0.0
18 3 7 -1.0374 -1.561943 6.661338147750939e-16
19 4 7 0.1443 -1.1899855 -1.1102230246251565e-16
20 5 7 1.0553 -1.4044375 4.440892098500626e-16
21 6 7 -1.0279 0.019705499999999987 0.0
22 1 8 1.7009 1.6941220000000006 -8.881784197001252e-16
23 2 8 -2.4518 0.10987899999999987 0.0
24 3 8 -3.0297 -1.561943 6.661338147750939e-16
25 4 8 0.32816 -1.1899855 -1.1102230246251565e-16
26 5 8 -1.2051 -1.4044375 4.440892098500626e-16
27 6 8 0.49436 0.019705499999999987 0.0
28 7 8 -2.7765 -0.5048022 0.0
29 1 9 0.67062 1.6941220000000006 -8.881784197001252e-16
30 2 9 -0.58543 0.10987899999999987 0.0
31 3 9 -3.2 -1.561943 6.661338147750939e-16
32 4 9 -0.13541 -1.1899855 -1.1102230246251565e-16
33 5 9 2.8562 -1.4044375 4.440892098500626e-16
34 6 9 0.5001 0.019705499999999987 0.0
35 7 9 -3.2505 -0.5048022 0.0
36 8 9 -1.7417 -0.3057242000000002 0.0
37 1 10 -0.8169 1.6941220000000006 -8.881784197001252e-16
38 2 10 -3.0348 0.10987899999999987 0.0
39 3 10 -4.4976 -1.561943 6.661338147750939e-16
40 4 10 -2.1033 -1.1899855 -1.1102230246251565e-16
41 5 10 1.1963 -1.4044375 4.440892098500626e-16
42 6 10 -2.3106 0.019705499999999987 0.0
43 7 10 -0.1578 -0.5048022 0.0
44 8 10 0.14447 -0.3057242000000002 0.0
45 9 10 -1.2657 -0.7959811999999999 -4.440892098500626e-16
46 1 11 -0.51262 1.6941220000000006 -8.881784197001252e-16
47 2 11 -5.0193 0.10987899999999987 0.0
48 3 11 -2.4348 -1.561943 6.661338147750939e-16
49 4 11 -4.3671 -1.1899855 -1.1102230246251565e-16
