l i j f[l] s[l] h[l]
1 1 2 -1.4795 3.1137961111111108 8.881784197001252e-16
2 1 3 -4.2426 3.1137961111111108 8.881784197001252e-16
3 2 3 3.2351 -0.6706544444444449 0.0
4 1 4 -2.4924 3.1137961111111108 8.881784197001252e-16
5 2 4 -0.82403 -0.6706544444444449 0.0
6 3 4 2.4757 2.213749444444445 -8.881784197001252e-16
7 1 5 1.141 3.1137961111111108 8.881784197001252e-16
8 2 5 3.3188 -0.6706544444444449 0.0
9 3 5 1.4742 2.213749444444445 -8.881784197001252e-16
10 4 5 -2.1236 0.17384888888888883 4.440892098500626e-16
11 1 6 -3.2221 3.1137961111111108 8.881784197001252e-16
12 2 6 3.5935 -0.6706544444444449 0.0
13 3 6 2.0391 2.213749444444445 -8.881784197001252e-16
14 4 6 0.17553 0.17384888888888883 4.440892098500626e-16
15 5 6 -1.098 -2.7510772222222224 -2.220446049250313e-16
16 1 7 -4.2866 3.1137961111111108 8.881784197001252e-16
17 2 7 0.46841 -0.6706544444444449 0.0
18 3 7 -4.0774 2.213749444444445 -8.881784197001252e-16
19 4 7 0.76877 0.17384888888888883 4.440892098500626e-16
20 5 7 -3.1531 -2.7510772222222224 -2.220446049250313e-16
21 6 7 -2.9513 1.570003333333333 0.0
22 1 8 -0.58962 3.1137961111111108 8.881784197001252e-16
23 2 8 -3.0322 -0.6706544444444449 0.0
24 3 8 0.72249 2.213749444444445 -8.881784197001252e-16
25 4 8 -1.1355 0.17384888888888883 4.440892098500626e-16
26 5 8 0.92855 -2.7510772222222224 -2.220446049250313e-16
27 6 8 -0.71285 1.570003333333333 0.0
28 7 8 1.5885 3.1280283333333334 0.0
29 1 9 -6.9763 3.1137961111111108 8.881784197001252e-16
30 2 9 5.3696 -0.6706544444444449 0.0
31 3 9 0.47284 2.213749444444445 -8.881784197001252e-16
32 4 9 1.3453 0.17384888888888883 4.440892098500626e-16
33 5 9 -0.28128 -2.7510772222222224 -2.220446049250313e-16
34 6 9 0.98231 1.570003333333333 0.0
35 7 9 5.0837 3.1280283333333334 0.0
