l i j f[l] s[l] h[l]
1 1 2 -2.7235 -1.5681424999999998 -4.440892098500626e-16
2 1 3 4.7439 -1.5681424999999998 -4.440892098500626e-16
3 2 3 4.4115 2.2885 4.440892098500626e-16
4 1 4 0.2771 -1.5681424999999998 -4.440892098500626e-16
5 2 4 0.2771 2.2885 4.440892098500626e-16
6 3 4 -0.51713 0.8007425000000004 8.881784197001252e-16
7 1 5 -1.9748 -1.5681424999999998 -4.440892098500626e-16
8 2 5 0.2771 2.2885 4.440892098500626e-16
9 3 5 -2.8166 0.8007425000000004 8.881784197001252e-16
10 4 5 -0.087703 0.40913429999999995 1.1102230246251565e-16
11 1 6 -1.0059 -1.5681424999999998 -4.440892098500626e-16
12 2 6 1.0059 2.2885 4.440892098500626e-16
13 3 6 -2.492 0.8007425000000004 8.881784197001252e-16
14 4 6 -0.90104 0.40913429999999995 1.1102230246251565e-16
15 5 6 0.59051 -0.7462231999999999 0.0
16 1 7 -1.6067 -1.5681424999999998 -4.440892098500626e-16
17 2 7 0.47162 2.2885 4.440892098500626e-16
18 3 7 -3.4979 0.8007425000000004 8.881784197001252e-16
19 4 7 2.8197 0.40913429999999995 1.1102230246251565e-16
20 5 7 3.3952 -0.7462231999999999 0.0
21 6 7 1.4577 2.0703043 -4.440892098500626e-16
22 1 8 -1.9748 -1.5681424999999998 -4.440892098500626e-16
23 2 8 3.5485 2.2885 4.440892098500626e-16
24 3 8 -1.246 0.8007425000000004 8.881784197001252e-16
25 4 8 -6.6827 0.40913429999999995 1.1102230246251565e-16
26 5 8 2.732 -0.7462231999999999 0.0
27 6 8 -0.15641 2.0703043 -4.440892098500626e-16
28 7 8 1.3194 -0.76660135 -2.220446049250313e-16
29 1 9 3.6047 -1.5681424999999998 -4.440892098500626e-16
30 2 9 4.139 2.2885 4.440892098500626e-16
31 3 9 -0.44842 0.8007425000000004 8.881784197001252e-16
32 4 9 -0.47162 0.40913429999999995 1.1102230246251565e-16
33 5 9 2.3355 -0.7462231999999999 0.0
34 6 9 3.6873 2.0703043 -4.440892098500626e-16
35 7 9 -3.2208 -0.76660135 -2.220446049250313e-16
36 8 9 2.4413 0.32994115000000007 5.551115123125783e-17
37 1 10 1.9748 -1.5681424999999998 -4.440892098500626e-16
38 2 10 1.0896 2.2885 4.440892098500626e-16
