l i j f[l] s[l] h[l]
1 1 2 -2.2136 -1.0569069999999998 -4.440892098500626e-16
2 1 3 0.71646 -1.0569069999999998 -4.440892098500626e-16
3 2 3 1.4972 -0.16939550000000003 5.551115123125783e-16
4 1 4 2.220446049250313e-16 -1.0569069999999998 -4.440892098500626e-16
5 2 4 0.32216 -0.16939550000000003 5.551115123125783e-16
6 3 4 -2.6901 -0.5453485000000001 8.881784197001252e-16
7 1 5 0.35459 -1.0569069999999998 -4.440892098500626e-16
8 2 5 0.98884 -0.16939550000000003 5.551115123125783e-16
9 3 5 -0.92458 -0.5453485000000001 8.881784197001252e-16
10 4 5 -1.1108 0.4336705000000003 -5.551115123125783e-17
11 1 6 -3.3522 -1.0569069999999998 -4.440892098500626e-16
12 2 6 1.4972 -0.16939550000000003 5.551115123125783e-16
13 3 6 1.175 -0.5453485000000001 8.881784197001252e-16
14 4 6 -1.6191 0.4336705000000003 -5.551115123125783e-17
15 5 6 -2.4496 -0.40086250000000007 2.220446049250313e-16
16 1 7 -0.63025 -1.0569069999999998 -4.440892098500626e-16
17 2 7 2.220446049250313e-16 -0.16939550000000003 5.551115123125783e-16
18 3 7 -0.98884 -0.5453485000000001 8.881784197001252e-16
19 4 7 0.71646 0.4336705000000003 -5.551115123125783e-17
20 5 7 -0.3943 -0.40086250000000007 2.220446049250313e-16
21 6 7 2.6577 -1.3705740000000002 -4.440892098500626e-16
22 1 8 -0.71646 -1.0569069999999998 -4.440892098500626e-16
23 2 8 -1.4329 -0.16939550000000003 5.551115123125783e-16
24 3 8 -2.3355 -0.5453485000000001 8.881784197001252e-16
25 4 8 -1.2248 0.4336705000000003 -5.551115123125783e-17
26 5 8 -1.547 -0.40086250000000007 2.220446049250313e-16
27 6 8 -1.547 -1.3705740000000002 -4.440892098500626e-16
28 7 8 -0.8305 0.44719649999999994 0.0
29 1 9 2.8439 -1.0569069999999998 -4.440892098500626e-16
30 2 9 1.1108 -0.16939550000000003 5.551115123125783e-16
31 3 9 -0.32216 -0.5453485000000001 8.881784197001252e-16
32 4 9 3.6744 0.4336705000000003 -5.551115123125783e-17
33 5 9 0.71646 -0.40086250000000007 2.220446049250313e-16
34 6 9 0.98884 -1.3705740000000002 -4.440892098500626e-16
35 7 9 -2.9301 0.44719649999999994 0.0
36 8 9 0.71646 -0.07524650000000005 2.220446049250313e-16
37 1 10 0.20812 -1.0569069999999998 -4.440892098500626e-16
38 2 10 0.71646 -0.16939550000000003 5.551115123125783e-16
39 3 10 -3.6744 -0.5453485000000001 8.881784197001252e-16
40 4 10 2.220446049250313e-16 0.4336705000000003 -5.551115123125783e-17
41 5 10 -2.4496 -0.40086250000000007 2.220446049250313e-16
42 6 10 -1.6191 -1.3705740000000002 -4.440892098500626e-16
43 7 10 1.2248 0.44719649999999994 0.0
44 8 10 1.2248 -0.07524650000000005 2.220446049250313e-16
45 9 10 3.4384 0.05388200000000014 -6.661338147750939e-16
46 1 11 2.722 -1.0569069999999998 -4.440892098500626e-16
47 2 11 1.0167 -0.16939550000000003 5.551115123125783e-16
48 3 11 -2.9301 -0.5453485000000001 8.881784197001252e-16
49 4 11 -1.6689 0.4336705000000003 -5.551115123125783e-17
50 5 11 1.9413 -0.40086250000000007 2.220446049250313e-16
51 6 11 2.1274 -1.3705740000000002 -4.440892098500626e-16
52 7 11 -1.6191 0.44719649999999994 0.0
53 8 11 2.1274 -0.07524650000000005 2.220446049250313e-16
54 9 11 0.18617 0.05388200000000014 -6.661338147750939e-16
55 10 11 1.9413 -1.4518639999999998 -2.7755575615628914e-16
56 1 12 -1.9413 -1.0569069999999998 -4.440892098500626e-16
57 2 12 2.4496 -0.16939550000000003 5.551115123125783e-16
58 3 12 -0.50833 -0.5453485000000001 8.881784197001252e-16
59 4 12 -3.0441 0.4336705000000003 -5.551115123125783e-17
60 5 12 -1.1108 -0.40086250000000007 2.220446049250313e-16
61 6 12 -1.2248 -1.3705740000000002 -4.440892098500626e-16
