t i j k u[t]
1 1 2 3 0.35734999999999995
2 1 2 4 0.12579539999999995
3 1 2 5 0.27957999999999994
4 1 2 6 -0.07952
5 1 2 7 0.08474999999999999
6 1 2 8 0.02906499999999998
7 1 2 9 0.044826499999999984
8 1 2 10 0.3685599999999999
9 1 2 11 0.2519499999999999
10 1 2 12 0.22610999999999995
11 1 2 13 0.05558499999999998
12 1 2 14 -0.12326799999999997
13 1 2 15 0.33559999999999995
14 1 2 16 0.2527049999999999
15 1 2 17 0.06174499999999999
16 1 2 18 0.09563999999999998
17 1 2 19 0.20940499999999998
18 1 2 20 0.041844999999999986
19 1 3 4 0.021269999999999994
20 1 3 5 0.088239
21 1 3 6 -0.08510999999999996
22 1 3 7 0.2656899999999999
23 1 3 8 0.10042999999999998
24 1 3 9 -0.06644449999999998
25 1 3 10 -0.011505499999999988
26 1 3 11 0.05082349999999999
27 1 3 12 -0.03346399999999999
28 1 3 13 -0.07155499999999998
29 1 3 14 -0.2503829999999999
30 1 3 15 0.05298
31 1 3 16 -0.20089999999999994
32 1 3 17 0.127265
33 1 3 18 0.12427699999999997
34 1 3 19 0.08742499999999999
35 1 3 20 0.13843999999999995
36 1 4 5 0.14310249999999997
37 1 4 6 -0.15313999999999997
38 1 4 7 0.055119999999999995
39 1 4 8 -0.11412499999999995
40 1 4 9 -0.11908349999999995
41 1 4 10 0.08472249999999998
42 1 4 11 0.11334999999999998
43 1 4 12 -0.13601
44 1 4 13 0.12995999999999996
45 1 4 14 -0.10058799999999997
46 1 4 15 0.18216999999999994
47 1 4 16 0.15565499999999996
48 1 4 17 -0.04109999999999999
49 1 4 18 -0.05801999999999999
50 1 4 19 0.19137989999999996
51 1 4 20 0.05183149999999998
52 1 5 6 -0.20678999999999997
53 1 5 7 -0.2565249999999999
54 1 5 8 -0.23587999999999998
55 1 5 9 -0.16457949999999996
56 1 5 10 -0.19093499999999997
57 1 5 11 -0.03139550000000001
58 1 5 12 -0.17173999999999995
59 1 5 13 -0.16644499999999998
60 1 5 14 -0.3075779999999999
61 1 5 15 -0.10772150000000001
62 1 5 16 -0.060704999999999995
63 1 5 17 -0.014797000000000006
64 1 5 18 -0.05621500000000001
65 1 5 19 -0.00523
66 1 5 20 -0.075595
67 1 6 7 0.16677749999999997
68 1 6 8 0.20102649999999997
