t i j k u[t]
1 1 2 3 -0.017830000000000013
2 1 2 4 0.056990000000000006
3 1 2 5 0.08547000000000002
4 1 2 6 0.16337100000000002
5 1 2 7 0.057699999999999974
6 1 2 8 0.08296950000000003
7 1 2 9 0.09361
8 1 2 10 0.24717000000000008
9 1 2 11 -0.05795299999999997
10 1 2 12 -0.04695399999999999
11 1 2 13 0.036711999999999995
12 1 2 14 0.08878500000000003
13 1 2 15 0.20281500000000002
14 1 2 16 0.04327000000000001
15 1 2 17 0.24656000000000003
16 1 2 18 0.28292999999999996
17 1 2 19 0.08399999999999999
18 1 2 20 0.23602499999999996
19 1 3 4 0.0969315
20 1 3 5 -0.049759999999999985
21 1 3 6 -0.048328575000000006
22 1 3 7 -0.126965
23 1 3 8 -0.2737205
24 1 3 9 -0.17382500000000004
25 1 3 10 0.195276
26 1 3 11 -0.005898000000000003
27 1 3 12 -0.09547400000000002
28 1 3 13 -0.08555800000000001
29 1 3 14 0.20131499999999997
30 1 3 15 0.05061499999999999
31 1 3 16 -0.011870000000000004
32 1 3 17 0.015379999999999994
33 1 3 18 0.21614499999999995
34 1 3 19 0.026184999999999993
35 1 3 20 0.10468499999999997
36 1 4 5 -0.019311000000000002
37 1 4 6 -0.036030000000000006
38 1 4 7 -0.072035
39 1 4 8 0.02392449999999999
40 1 4 9 -0.17479750000000002
41 1 4 10 -0.075285
42 1 4 11 -0.359783
43 1 4 12 -0.31915400000000005
44 1 4 13 -0.31554299999999996
45 1 4 14 0.09166999999999999
46 1 4 15 -0.109145
47 1 4 16 -0.23317
48 1 4 17 0.06898000000000003
49 1 4 18 0.19638
50 1 4 19 -0.09813000000000002
51 1 4 20 -0.011574999999999981
52 1 5 6 -0.08646000000000001
53 1 5 7 -0.17143049999999999
54 1 5 8 -0.20353050000000003
55 1 5 9 -0.14202750000000003
56 1 5 10 0.043690000000000014
57 1 5 11 0.04040200000000001
58 1 5 12 -0.199254
59 1 5 13 -0.217433
60 1 5 14 0.07358999999999999
61 1 5 15 -0.017420000000000005
62 1 5 16 -0.139145
63 1 5 17 0.13460000000000003
64 1 5 18 0.05256500000000002
65 1 5 19 0.03639
66 1 5 20 0.031765
67 1 6 7 0.046401
68 1 6 8 -0.024835499999999996
69 1 6 9 -0.060865999999999996
70 1 6 10 0.24931099999999998
71 1 6 11 -0.14070800000000003
72 1 6 12 -0.051479
73 1 6 13 0.021409999999999995
74 1 6 14 0.08315999999999994
75 1 6 15 0.21299600000000002
76 1 6 16 0.17283515000000002
77 1 6 17 0.27795999999999993
78 1 6 18 0.17936999999999992
79 1 6 19 0.04428000000000001
80 1 6 20 0.15954999999999994
81 1 7 8 -0.1088155
82 1 7 9 -0.12429000000000001
83 1 7 10 0.20598899999999998
84 1 7 11 0.020682
85 1 7 12 -0.023749
86 1 7 13 -0.13193799999999997
87 1 7 14 0.12494499999999994
88 1 7 15 0.023275
89 1 7 16 -0.08854499999999998
90 1 7 17 0.324615
91 1 7 18 0.35624999999999996
92 1 7 19 -0.06391499999999999
93 1 7 20 0.254315
94 1 8 9 -0.021399500000000005
95 1 8 10 0.182376
96 1 8 11 -0.0491825
97 1 8 12 -0.09467850000000001
98 1 8 13 -0.0472025
99 1 8 14 0.2653815
100 1 8 15 0.1910165
101 1 8 16 0.004520499999999994
102 1 8 17 0.07786050000000003
103 1 8 18 0.33379549999999997
104 1 8 19 -0.0034344999999999853
105 1 8 20 0.3837005
106 1 9 10 0.21488500000000005
107 1 9 11 0.017992000000000008
108 1 9 12 0.080252
109 1 9 13 -0.190803
110 1 9 14 0.24578500000000003
111 1 9 15 0.1377
112 1 9 16 0.11871500000000004
113 1 9 17 0.2972
114 1 9 18 0.37802
115 1 9 19 0.10819499999999999
116 1 9 20 0.27335000000000004
117 1 10 11 -0.18009200000000003
118 1 10 12 -0.17169099999999998
119 1 10 13 -0.049688
120 1 10 14 -0.03480500000000002
121 1 10 15 -0.11424500000000001
122 1 10 16 -0.0800085
