l i j f[l] s[l] h[l]
1 1 2 -3.8429 0.8978038999999995 0.0
2 1 3 -0.13222 0.8978038999999995 0.0
3 2 3 0.82344 2.4376584999999986 1.3322676295501878e-15
4 1 4 -1.2458 0.8978038999999995 0.0
5 2 4 2.8393 2.4376584999999986 1.3322676295501878e-15
6 3 4 -1.4271 -1.3473853999999994 -4.440892098500626e-16
7 1 5 -4.0641 0.8978038999999995 0.0
8 2 5 0.11397 2.4376584999999986 1.3322676295501878e-15
9 3 5 -1.915 -1.3473853999999994 -4.440892098500626e-16
10 4 5 -2.789 2.3153734999999998 0.0
11 1 6 0.56061 0.8978038999999995 0.0
12 2 6 2.2236 2.4376584999999986 1.3322676295501878e-15
13 3 6 -0.92312 -1.3473853999999994 -4.440892098500626e-16
14 4 6 -0.33581 2.3153734999999998 0.0
15 5 6 3.5619 1.6597695999999995 6.661338147750939e-16
16 1 7 -4.7017 0.8978038999999995 0.0
17 2 7 -4.4542 2.4376584999999986 1.3322676295501878e-15
18 3 7 -2.9792 -1.3473853999999994 -4.440892098500626e-16
19 4 7 -3.4143 2.3153734999999998 0.0
20 5 7 -3.1833 1.6597695999999995 6.661338147750939e-16
21 6 7 -2.821 -0.43580500000000005 -4.440892098500626e-16
22 1 8 -5.1314 0.8978038999999995 0.0
23 2 8 -2.0036 2.4376584999999986 1.3322676295501878e-15
24 3 8 -3.0268 -1.3473853999999994 -4.440892098500626e-16
25 4 8 -4.5257 2.3153734999999998 0.0
26 5 8 -5.6815 1.6597695999999995 6.661338147750939e-16
27 6 8 -1.8557 -0.43580500000000005 -4.440892098500626e-16
28 7 8 2.4032 0.5618108500000001 0.0
29 1 9 -8.4367 0.8978038999999995 0.0
30 2 9 -2.7706 2.4376584999999986 1.3322676295501878e-15
31 3 9 -4.2814 -1.3473853999999994 -4.440892098500626e-16
32 4 9 -3.4104 2.3153734999999998 0.0
33 5 9 -0.88992 1.6597695999999995 6.661338147750939e-16
34 6 9 -3.0663 -0.43580500000000005 -4.440892098500626e-16
35 7 9 2.7081 0.5618108500000001 0.0
36 8 9 -1.616 -0.0008230499999998531 2.3592239273284576e-16
37 1 10 -8.6784 0.8978038999999995 0.0
38 2 10 -2.7902 2.4376584999999986 1.3322676295501878e-15
39 3 10 -6.3919 -1.3473853999999994 -4.440892098500626e-16
40 4 10 -4.9176 2.3153734999999998 0.0
41 5 10 -3.3964 1.6597695999999995 6.661338147750939e-16
42 6 10 -8.2897 -0.43580500000000005 -4.440892098500626e-16
43 7 10 0.063811 0.5618108500000001 0.0
44 8 10 1.0552 -0.0008230499999998531 2.3592239273284576e-16
45 9 10 -3.0056 0.14103235 -4.440892098500626e-16
46 1 11 -6.0426 0.8978038999999995 0.0
47 2 11 -1.2861 2.4376584999999986 1.3322676295501878e-15
48 3 11 -7.4744 -1.3473853999999994 -4.440892098500626e-16
49 4 11 -4.978 2.3153734999999998 0.0
50 5 11 -1.751 1.6597695999999995 6.661338147750939e-16
51 6 11 -2.3835 -0.43580500000000005 -4.440892098500626e-16
52 7 11 2.5523 0.5618108500000001 0.0
