i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 3.947009500000001 1 100.0
2 1.5051450000000006 6 81.0
3 2.633874500000001 3 77.0
4 2.716116500000001 2 75.0
5 1.2092027500000004 7 70.0
6 2.445577000000001 4 63.0
7 0.7839692500000004 11 54.0
8 0.5959298500000004 12 49.0
9 0.9770383000000005 9 47.0
10 0.0 20 44.0
11 0.5341150000000001 14 44.0
12 0.8941800500000004 10 44.0
13 0.5788710000000002 13 42.0
14 1.0590258000000004 8 41.0
15 0.16944890000000046 18 40.0
16 0.4311873000000003 16 37.0
17 1.5861539000000007 5 36.0
18 0.24264865000000024 17 33.0
19 0.5306641500000004 15 33.0
20 0.01876259999999985 19 31.0
