i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 1.5805023500000002 1 93.0
2 0.42563408 14 79.0
3 1.5110189400000003 2 76.0
4 0.6291665650000001 12 73.0
5 0.7816214000000001 10 61.0
6 1.1510071500000003 5 60.0
7 1.0257891500000003 6 58.0
8 0.0 20 55.0
9 0.9461139000000002 7 51.0
10 0.7195217500000002 11 51.0
11 1.1642352300000003 4 49.0
12 0.32785068500000003 15 49.0
13 1.2354570500000002 3 49.0
14 0.016018200000000093 19 47.0
15 0.0811890500000001 18 46.0
16 0.7900419000000001 9 43.0
17 0.22917594999999996 17 43.0
18 0.5249318500000001 13 29.0
19 0.9233595500000001 8 22.0
20 0.24962025 16 20.0
