l i j f[l]=f_ij g[l]=g_ij s[l]=s_ij h[l]=h_ij
1 1 2 -2.622 -0.6742325000000001 -1.9477675 3.3306690738754696e-16
2 1 3 -0.74914 -1.4046340000000002 0.6554940000000002 0.0
3 2 3 2.220446049250313e-16 -0.7304015 0.7304015000000004 -1.1102230246251565e-16
4 1 4 -0.74914 -0.018728999999999885 -0.7304110000000001 0.0
5 2 4 1.4983 0.6555035000000002 0.8427965000000001 -3.3306690738754696e-16
6 3 4 2.220446049250313e-16 1.3859050000000002 -1.3859050000000002 2.220446049250313e-16
7 1 5 -1.4983 -0.6367725000000002 -0.8615275000000002 4.440892098500626e-16
8 2 5 2.2474 0.037459999999999966 2.2099400000000005 -5.828670879282072e-16
9 3 5 0.37457 0.7678615 -0.3932915000000001 2.220446049250313e-16
10 4 5 -0.74914 -0.6180435000000003 -0.1310965 3.3306690738754696e-16
11 1 6 2.622 -0.35584300000000013 2.977843000000001 -8.881784197001252e-16
12 2 6 -1.4983 0.3183895 -1.8166895 1.1102230246251565e-16
13 3 6 4.1203 1.048791 3.071509000000001 -8.881784197001252e-16
14 4 6 -1.8728 -0.33711400000000025 -1.5356860000000003 5.551115123125783e-16
15 5 6 0.74914 0.28092950000000005 0.46821050000000003 -5.551115123125783e-17
16 1 7 2.220446049250313e-16 -1.3671810000000002 1.3671810000000002 2.220446049250313e-16
17 2 7 -2.2474 -0.6929485000000002 -1.5544515000000003 6.661338147750939e-16
18 3 7 1.8728 0.0374529999999999 1.8353469999999998 2.7755575615628914e-16
19 4 7 -3.7457 -1.3484520000000004 -2.397248 4.440892098500626e-16
20 5 7 0.37457 -0.7304085000000001 1.1049785000000003 -1.1102230246251565e-16
21 6 7 -2.622 -1.011338 -1.6106620000000003 4.440892098500626e-16
22 1 8 -1.8728 -1.3297080000000001 -0.5430920000000004 4.440892098500626e-16
23 2 8 -1.8728 -0.6554755000000001 -1.2173245000000004 4.440892098500626e-16
24 3 8 -0.74914 0.07492599999999999 -0.8240660000000001 5.551115123125783e-17
25 4 8 2.220446049250313e-16 -1.3109790000000003 1.3109790000000001 4.440892098500626e-16
26 5 8 -1.1237 -0.6929355 -0.4307645000000001 2.220446049250313e-16
27 6 8 -1.1237 -0.973865 -0.14983499999999997 0.0
28 7 8 2.220446049250313e-16 0.03747300000000009 -0.03747299999999984 -2.7755575615628914e-17
29 1 9 -2.9966 -1.0113395 -1.9852605000000003 4.440892098500626e-16
30 2 9 -0.37457 -0.337107 -0.03746300000000003 0.0
31 3 9 -1.1237 0.39329450000000005 -1.5169945000000002 2.7755575615628914e-16
32 4 9 1.4983 -0.9926105000000003 2.4909105 2.220446049250313e-16
33 5 9 -0.37457 -0.374567 -3.000000000030756e-6 0.0
34 6 9 -0.74914 -0.6554964999999999 -0.09364349999999995 -1.1102230246251565e-16
35 7 9 1.1237 0.35584150000000014 0.7678585000000002 -4.440892098500626e-16
36 8 9 0.74914 0.31836850000000005 0.43077150000000025 -2.7755575615628914e-16
37 1 10 1.4983 -0.09364299999999992 1.5919430000000003 -4.440892098500626e-16
38 2 10 0.74914 0.5805895000000002 0.16855050000000002 -2.220446049250313e-16
39 3 10 0.37457 1.3109910000000002 -0.936421 -2.220446049250313e-16
40 4 10 -0.74914 -0.07491400000000004 -0.6742260000000001 1.1102230246251565e-16
41 5 10 -0.37457 0.5431295000000003 -0.9176995000000002 0.0
42 6 10 2.9966 0.2622000000000002 2.734400000000001 -1.1102230246251565e-15
43 7 10 0.37457 1.2735380000000003 -0.8989680000000002 0.0
44 8 10 0.37457 1.2360650000000002 -0.8614950000000003 2.220446049250313e-16
45 9 10 2.220446049250313e-16 0.9176965000000001 -0.9176965 1.1102230246251565e-16
46 1 11 -1.1237 -1.0113340000000002 -0.112366 2.220446049250313e-16
47 2 11 1.4983 -0.33710150000000005 1.8354015000000001 -1.1102230246251565e-16
48 3 11 2.9966 0.3933 2.603300000000001 -8.881784197001252e-16
49 4 11 0.37457 -0.9926050000000003 1.3671750000000003 1.1102230246251565e-16
50 5 11 -0.37457 -0.3745615 -8.500000000022379e-6 0.0
51 6 11 1.1237 -0.655491 1.7791910000000004 -4.440892098500626e-16
52 7 11 -1.1237 0.35584700000000014 -1.4795470000000002 1.1102230246251565e-16
53 8 11 -0.37457 0.31837400000000005 -0.6929440000000003 2.7755575615628914e-16
54 9 11 -1.4983 5.499999999963867e-6 -1.4983055000000007 8.049116928532385e-16
55 10 11 -1.1237 -0.9176910000000003 -0.20600899999999997 3.3306690738754696e-16
56 1 12 1.1237 -1.4046255000000003 2.528325500000001 -8.881784197001252e-16
57 2 12 2.220446049250313e-16 -0.7303930000000001 0.7303930000000003 0.0
58 3 12 2.220446049250313e-16 8.499999999966867e-6 -8.499999999862784e-6 1.1796119636642288e-16
59 4 12 -0.37457 -1.3858965000000003 1.0113265000000002 0.0
60 5 12 2.220446049250313e-16 -0.767853 0.7678530000000003 -1.1102230246251565e-16
61 6 12 -1.8728 -1.0487825000000002 -0.8240175000000002 4.440892098500626e-16
62 7 12 2.622 -0.037444499999999936 2.6594445 -3.885780586188048e-16
63 8 12 -0.74914 -0.07491750000000003 -0.6742225000000001 5.551115123125783e-17
64 9 12 -1.8728 -0.3932860000000001 -1.4795140000000004 4.996003610813204e-16
65 10 12 -1.1237 -1.3109825000000002 0.18728250000000013 0.0
66 11 12 -0.74914 -0.3932915 -0.3558485000000001 1.1102230246251565e-16
67 1 13 -3.7457 -1.8541160000000003 -1.891584 4.440892098500626e-16
68 2 13 -1.8728 -1.1798835 -0.6929165000000004 4.440892098500626e-16
69 3 13 -1.4983 -0.44948200000000005 -1.0488180000000003 3.3306690738754696e-16
70 4 13 -1.4983 -1.8353870000000003 0.337087 4.440892098500626e-16
71 5 13 -1.8728 -1.2173435000000001 -0.6554565000000001 2.220446049250313e-16
