i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 0.8404758000000001 11 95.0
2 2.6957228 1 91.0
3 1.50493115 3 77.0
4 1.1615677500000001 7 72.0
5 1.11585045 8 72.0
6 1.4268114 4 64.0
7 1.8271177 2 60.0
8 1.1629073 6 57.0
9 1.10816975 9 54.0
10 0.74351355 13 54.0
11 0.7850528 12 43.0
12 1.2181653000000001 5 41.0
13 0.8732505 10 40.0
14 0.3649238 18 40.0
15 0.372557 17 39.0
16 0.15196829999999995 19 39.0
17 0.39639500000000016 15 38.0
18 0.3963285500000001 16 35.0
19 0.0 20 25.0
20 0.48848709999999995 14 21.0
