i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 1.6578465 1 93.0
2 0.6997888499999999 7 80.0
3 1.063209 3 78.0
4 1.0976638499999998 2 77.0
5 0.6424396999999998 12 58.0
6 0.6598125499999999 9 55.0
7 0.9834158999999999 5 55.0
8 1.01452405 4 54.0
9 0.16320610000000002 18 52.0
10 0.6536776 11 51.0
11 0.6556920499999999 10 48.0
12 0.4586305999999999 14 47.0
13 0.0 20 45.0
14 0.2798279999999999 17 41.0
15 0.8942975999999999 6 38.0
16 0.6678455999999999 8 38.0
17 0.4656931499999999 13 38.0
18 0.33366575 16 37.0
19 0.13080265000000013 19 33.0
20 0.42973049999999996 15 26.0
