i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 1.8184690000000003 1 93.0
2 1.024695 8 80.0
3 0.389683 18 78.0
4 1.6813545 3 77.0
5 0.9814075 9 58.0
6 1.42879 5 55.0
7 0.5051275 17 55.0
8 0.3680255 19 54.0
9 0.7504755 13 52.0
10 1.6813505000000002 4 51.0
11 0.5340015 16 48.0
12 1.161799 6 47.0
13 0.0 20 45.0
14 0.822639 11 41.0
15 1.067985 7 38.0
16 0.894806 10 38.0
17 1.7318715000000002 2 38.0
18 0.6999579999999999 14 37.0
19 0.5845045 15 33.0
20 0.7793374999999999 12 26.0
