i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 1.7979781850000012 2 93.0
2 0.5478040350000007 16 79.0
3 2.1887267850000014 1 76.0
4 1.217212335000001 5 73.0
5 1.707226835000001 3 61.0
6 1.1733852225000008 7 60.0
7 1.207783105000001 6 58.0
8 0.2862313350000003 19 55.0
9 0.7974612775000007 9 51.0
10 0.6410158350000006 13 51.0
11 1.0944574200000008 8 49.0
12 0.7886717350000007 10 49.0
13 1.270652285000001 4 49.0
14 0.0 20 47.0
15 0.4734073150000005 17 46.0
16 0.7374748050000006 12 43.0
17 0.6310293850000007 14 43.0
18 0.5738966850000007 15 29.0
19 0.7767607350000008 11 22.0
20 0.35433038500000047 18 20.0
