n1,n2,weight
1,2,1.5030e+00
1,3,1.7754e+00
1,4,1.2671e+00
1,5,-6.7419e-01
1,6,1.5030e+00
1,7,-4.3824e-01
1,8,-4.3940e-02
1,9,-1.2687e+00
1,10,2.7822e-01
1,11,3.7989e+00
1,12,-4.3824e-01
1,13,2.0113e+00
1,14,1.1809e+00
1,15,3.4443e+00
1,16,2.7642e+00
1,17,2.2195e+00
1,18,2.5741e+00
2,1,-4.3824e-01
2,3,-9.4657e-01
2,4,-4.3824e-01
2,5,-9.4657e-01
2,6,-2.3011e-01
2,7,2.7822e-01
2,8,-9.4657e-01
2,9,-1.6630e+00
2,10,-4.3824e-01
2,11,-4.3824e-01
2,12,-1.2687e+00
2,13,-2.1714e+00
2,14,-9.4657e-01
2,15,-2.8878e+00
2,16,-4.3940e-02
2,17,-2.8878e+00
2,18,2.4919e+00
3,1,2.7822e-01
3,2,-9.4657e-01
3,4,2.7822e-01
3,5,7.8656e-01
3,6,6.7252e-01
3,7,-4.3824e-01
3,8,6.7252e-01
3,9,3.0002e+00
3,10,9.9468e-01
3,11,2.7822e-01
3,12,1.5030e+00
3,13,6.7252e-01
3,14,-1.6630e+00
3,15,6.7252e-01
3,16,-4.3940e-02
3,17,-9.4657e-01
3,18,-4.3940e-02
4,1,9.9468e-01
4,2,6.7252e-01
4,3,7.8656e-01
4,5,1.8973e+00
4,6,-1.6630e+00
4,7,1.5030e+00
4,8,-4.3940e-02
4,9,2.7822e-01
4,10,-4.3824e-01
4,11,9.9468e-01
4,12,7.8656e-01
4,13,2.7822e-01
4,14,2.7278e+00
4,15,6.7252e-01
4,16,2.0113e+00
4,17,-4.3940e-02
4,18,3.4443e+00
5,1,1.5030e+00
5,2,2.7822e-01
5,3,7.8656e-01
5,4,2.7822e-01
5,6,1.8973e+00
5,7,1.5751e+00
5,8,1.5030e+00
5,9,6.7252e-01
5,10,2.7822e-01
5,11,-2.3011e-01
5,12,1.1809e+00
5,13,3.2361e+00
5,14,9.9468e-01
5,15,-2.3011e-01
5,16,7.8656e-01
5,17,6.7252e-01
5,18,-2.3011e-01
6,1,6.7252e-01
6,2,1.5030e+00
6,3,7.8656e-01
6,4,-9.4657e-01
6,5,1.7754e+00
6,7,-9.4657e-01
6,8,-4.3824e-01
6,9,2.2195e+00
6,10,1.5030e+00
6,11,1.5751e+00
6,12,1.5751e+00
6,13,1.2447e-01
6,14,2.1697e+00
6,15,7.8656e-01
6,16,6.7252e-01
6,17,1.5751e+00
6,18,1.7754e+00
7,1,-1.6630e+00
7,2,9.9468e-01
7,3,-2.8878e+00
7,4,-9.4657e-01
7,5,-2.8878e+00
7,6,-9.4657e-01
7,8,-1.6630e+00
7,9,-2.3011e-01
7,10,-4.3824e-01
7,11,-1.6630e+00
7,12,-1.2687e+00
7,13,-2.3011e-01
7,14,1.1809e+00
7,15,5.5061e-01
7,16,1.7754e+00
7,17,-2.8878e+00
7,18,-4.3940e-02
8,1,2.7822e-01
8,2,-2.8878e+00
8,3,-2.1714e+00
8,4,7.8656e-01
8,5,6.7252e-01
8,6,-2.1714e+00
8,7,2.7822e-01
8,9,-9.4657e-01
8,10,2.7822e-01
8,11,2.7822e-01
8,12,2.4056e+00
8,13,2.7822e-01
8,14,1.1809e+00
8,15,-4.3940e-02
8,16,-1.6630e+00
8,17,-2.3011e-01
8,18,-4.3824e-01
9,1,-2.1714e+00
9,2,7.8656e-01
9,3,2.1697e+00
9,4,1.5030e+00
9,5,7.8656e-01
9,6,2.7822e-01
9,7,7.8656e-01
9,8,1.5030e+00
9,10,-4.3824e-01
9,11,2.7822e-01
9,12,6.7252e-01
9,13,1.2671e+00
9,14,-2.1714e+00
9,15,-9.4657e-01
9,16,-9.4657e-01
9,17,-2.3011e-01
9,18,2.2195e+00
10,1,-4.3940e-02
10,2,-9.4657e-01
10,3,-2.3011e-01
10,4,2.7822e-01
10,5,-1.6630e+00
10,6,-1.6630e+00
10,7,-4.3940e-02
10,8,-4.3940e-02
10,9,7.8656e-01
10,11,-2.1714e+00
10,12,-2.8878e+00
10,13,6.7252e-01
10,14,-4.3824e-01
10,15,-2.8878e+00
10,16,-9.4657e-01
10,17,-4.3940e-02
10,18,7.8656e-01
11,1,-4.3940e-02
11,2,-4.3824e-01
11,3,-4.3940e-02
11,4,1.8973e+00
11,5,-9.4657e-01
11,6,-1.6630e+00
11,7,-2.3011e-01
11,8,1.1809e+00
11,9,1.1809e+00
11,10,1.7754e+00
11,12,1.5030e+00
11,13,2.7642e+00
11,14,-9.4657e-01
11,15,7.8656e-01
11,16,-2.3011e-01
11,17,2.7822e-01
11,18,1.1809e+00
12,1,-2.1714e+00
12,2,-4.3940e-02
12,3,-4.3824e-01
12,4,-2.8878e+00
12,5,7.8656e-01
12,6,-4.3824e-01
12,7,1.1809e+00
12,8,6.7252e-01
12,9,2.4919e+00
12,10,6.7252e-01
12,11,2.1697e+00
12,13,1.5751e+00
12,14,9.9468e-01
12,15,-4.3824e-01
12,16,2.4056e+00
12,17,9.9468e-01
12,18,-2.8878e+00
13,1,-9.4657e-01
13,2,-4.3824e-01
13,3,-9.4657e-01
13,4,2.7822e-01
13,5,-2.3011e-01
13,6,1.5030e+00
13,7,-4.3940e-02
13,8,-1.6630e+00
13,9,1.8973e+00
13,10,2.7822e-01
13,11,-4.3940e-02
13,12,2.1697e+00
13,14,-4.3940e-02
