n1,n2,weight
1,2,1.2569e+00
1,3,3.0479e+00
1,4,-2.2913e-01
1,5,7.3976e-01
1,6,1.6125e+00
1,7,1.8697e+00
1,8,-1.0511e-01
1,9,3.7488e+00
1,10,2.4554e+00
1,11,2.5029e+00
1,12,4.7971e-02
1,13,2.6467e+00
1,14,2.7800e+00
1,15,1.2569e+00
1,16,8.4286e-02
1,17,1.8019e+00
1,18,3.7300e+00
2,1,2.8800e-01
2,3,-3.7270e+00
2,4,7.3976e-01
2,5,-3.7270e+00
2,6,-2.4810e+00
2,7,-5.5686e-01
2,8,-1.0511e-01
2,9,-8.3396e-01
2,10,-8.3396e-01
2,11,8.4286e-02
2,12,-3.2099e+00
2,13,8.4286e-02
2,14,-8.3396e-01
2,15,-2.8088e+00
2,16,-7.1794e-01
2,17,-3.7270e+00
2,18,4.7971e-02
3,1,-4.4559e+00
3,2,-9.5798e-01
3,4,-3.1683e-01
3,5,-2.2913e-01
3,6,-5.0622e-01
3,7,1.5815e+00
3,8,6.8912e-01
3,9,4.1202e-01
3,10,9.5148e-01
3,11,1.2569e+00
3,12,1.2569e+00
3,13,1.0906e-02
3,14,-2.2913e-01
3,15,-8.3396e-01
3,16,-1.4550e-01
3,17,1.0906e-02
3,18,1.3122e+00
4,1,-2.8088e+00
4,2,-8.3396e-01
4,3,-1.2351e+00
4,5,-3.1683e-01
4,6,-1.1617e+00
4,7,-8.3396e-01
4,8,2.8800e-01
4,9,1.5479e-01
4,10,1.7457e+00
4,11,1.2569e+00
4,12,-1.3915e+00
4,13,-2.2913e-01
4,14,3.2870e+00
4,15,1.0906e-02
4,16,6.8912e-01
4,17,-1.2351e+00
4,18,1.1409e+00
5,1,7.3976e-01
5,2,1.0906e-02
5,3,-1.0511e-01
5,4,1.0906e-02
5,6,7.3976e-01
5,7,1.7457e+00
5,8,-2.2913e-01
5,9,2.8800e-01
5,10,2.1751e+00
5,11,8.4286e-02
5,12,1.1409e+00
5,13,5.8335e-01
5,14,2.5307e+00
5,15,1.7457e+00
5,16,5.8335e-01
5,17,-1.2351e+00
5,18,5.8335e-01
6,1,-2.8088e+00
6,2,-1.1617e+00
6,3,-5.5686e-01
6,4,-1.3915e+00
6,5,-1.1617e+00
6,7,-5.0622e-01
6,8,4.1202e-01
6,9,1.1409e+00
6,10,5.8335e-01
6,11,-2.2913e-01
6,12,1.0906e-02
6,13,-1.0233e+00
6,14,8.6044e-01
6,15,1.0906e-02
6,16,8.6044e-01
6,17,6.8912e-01
6,18,8.4286e-02
7,1,-2.9982e+00
7,2,1.3303e+00
7,3,-2.0799e+00
7,4,2.2263e-01
7,5,-3.4499e+00
7,6,4.7971e-02
7,8,2.2263e-01
7,9,1.6729e+00
7,10,-2.2913e-01
7,11,1.1005e+00
7,12,4.9972e-01
7,13,1.0906e-02
7,14,1.2569e+00
7,15,1.4686e+00
7,16,4.1202e-01
7,17,-3.7270e+00
7,18,-3.1683e-01
8,1,-1.4751e+00
8,2,-5.7019e+00
8,3,-3.4499e+00
8,4,5.8335e-01
8,5,-1.7522e+00
8,6,-1.2351e+00
8,7,1.1409e+00
8,9,-6.6263e-01
8,10,-1.7522e+00
8,11,2.2263e-01
8,12,1.4008e+00
8,13,-2.2040e+00
8,14,1.1607e+00
8,15,-2.4810e+00
8,16,1.5479e-01
8,17,-1.1617e+00
8,18,-3.1683e-01
9,1,-3.7270e+00
9,2,5.8335e-01
9,3,6.8912e-01
9,4,-1.9639e+00
9,5,-2.2040e+00
9,6,-5.0622e-01
9,7,6.8912e-01
9,8,5.5590e-01
9,10,-9.5798e-01
9,11,-1.4751e+00
9,12,-1.9639e+00
9,13,-3.4499e+00
9,14,-9.5798e-01
9,15,1.3122e+00
9,16,-2.2913e-01
9,17,-1.1617e+00
9,18,5.8335e-01
10,1,-1.7522e+00
10,2,-3.6234e-01
10,3,1.0906e-02
10,4,-3.1683e-01
10,5,-8.3396e-01
10,6,-2.8088e+00
10,7,5.5590e-01
10,8,2.8800e-01
10,9,2.2263e-01
10,11,-1.2351e+00
10,12,-5.0622e-01
10,13,-1.4550e-01
10,14,-1.5628e+00
10,15,-1.5628e+00
10,16,-1.2351e+00
10,17,-3.6234e-01
10,18,1.6580e+00
11,1,-9.5798e-01
11,2,1.1409e+00
11,3,-1.7522e+00
11,4,-1.2351e+00
11,5,4.1202e-01
11,6,4.7971e-02
11,7,7.3976e-01
11,8,1.1005e+00
11,9,1.2939e+00
11,10,6.8912e-01
11,12,4.9972e-01
11,13,1.1005e+00
11,14,1.1607e+00
11,15,1.0381e+00
11,16,-1.7522e+00
11,17,-1.9639e+00
11,18,4.9972e-01
12,1,-1.4751e+00
12,2,1.5016e+00
12,3,1.1005e+00
12,4,1.1005e+00
12,5,-5.0622e-01
12,6,7.3976e-01
12,7,1.6430e+00
12,8,7.3976e-01
12,9,3.5406e+00
12,10,4.1202e-01
12,11,-9.5798e-01
12,13,4.1202e-01
12,14,1.7740e+00
12,15,1.0169e+00
12,16,2.3868e+00
12,17,1.9351e+00
12,18,1.5340e+00
13,1,-1.2351e+00
13,2,-5.5686e-01
13,3,8.8364e-01
13,4,-2.2913e-01
13,5,-3.1683e-01
13,6,-3.1683e-01
13,7,1.2939e+00
13,8,-7.1794e-01
13,9,2.2628e+00
13,10,4.9972e-01
13,11,-1.7522e+00
13,12,2.8800e-01
13,14,-8.3396e-01
13,15,-7.1794e-01
13,16,2.3868e+00
13,17,5.5590e-01
13,18,1.4008e+00
14,1,-3.2099e+00
14,2,-1.0511e-01
14,3,-1.2351e+00
14,4,-2.0799e+00
14,5,-1.2351e+00
14,6,-1.2351e+00
14,7,1.5479e-01
14,8,-2.4810e+00
14,9,2.2841e+00
14,10,-1.0233e+00
14,11,-2.0799e+00
14,12,-4.0548e+00
14,13,-1.2351e+00
14,15,-9.5798e-01
14,16,1.5016e+00
14,17,-1.2351e+00
14,18,1.2569e+00
15,1,-2.9982e+00
15,2,-1.2351e+00
15,3,-2.4810e+00
15,4,5.8335e-01
15,5,-1.2351e+00
15,6,-1.5628e+00
15,7,8.8364e-01
15,8,-3.7270e+00
15,9,1.6729e+00
15,10,-7.1794e-01
15,11,2.2263e-01
15,12,8.6044e-01
15,13,-1.7522e+00
15,14,-2.2913e-01
15,16,-8.3396e-01
15,17,-3.7270e+00
15,18,2.2263e-01
16,1,-2.9982e+00
16,2,2.8800e-01
16,3,-5.0622e-01
16,4,-1.2351e+00
16,5,-1.7522e+00
16,6,-8.3396e-01
16,7,-5.5686e-01
16,8,-8.3396e-01
16,9,-1.0511e-01
16,10,-2.2913e-01
16,11,1.1607e+00
16,12,-1.2351e+00
16,13,-3.1683e-01
16,14,-2.8088e+00
16,15,-8.3396e-01
16,17,4.9972e-01
16,18,1.8019e+00
17,1,-1.7522e+00
17,2,7.3976e-01
17,3,-2.2913e-01
17,4,1.1409e+00
17,5,-2.4810e+00
17,6,-1.7522e+00
17,7,1.0169e+00
17,8,1.1005e+00
17,9,-8.3396e-01
17,10,1.5340e+00
17,11,-1.7522e+00
17,12,-1.2351e+00
17,13,6.8912e-01
17,14,4.9972e-01
17,15,-3.1683e-01
17,16,4.7971e-02
17,18,-5.0622e-01
18,1,-2.0799e+00
18,2,-1.7522e+00
18,3,-1.4550e-01
18,4,-1.3915e+00
18,5,-2.4810e+00
18,6,2.8800e-01
