n1,n2,weight
1,2,1.8073e+00
1,3,3.5613e+00
1,4,1.7850e+00
1,5,1.0402e+00
1,6,1.6236e+00
1,7,2.7820e+00
1,8,1.1806e+00
1,9,2.6315e+00
1,10,3.0640e+00
1,11,4.2096e+00
1,12,1.6386e+00
1,13,3.8993e+00
1,14,3.7408e+00
1,15,3.1639e+00
1,16,3.1987e+00
1,17,3.7081e+00
1,18,4.0494e+00
2,1,-8.8322e-01
2,3,-1.0957e+00
2,4,-1.1564e+00
2,5,-9.0935e-01
2,6,-5.7298e-02
2,7,3.2629e-01
2,8,3.5914e-02
2,9,-1.1702e+00
2,10,4.0099e-01
2,11,-1.4547e-01
2,12,-1.7157e+00
2,13,7.8046e-01
2,14,1.0988e+00
2,15,-1.8630e+00
2,16,-9.9431e-01
2,17,-1.4658e+00
2,18,-2.3009e-01
3,1,-1.4026e+00
3,2,9.7179e-01
3,4,6.2476e-01
3,5,-2.2120e-01
3,6,-8.9519e-01
3,7,2.4966e+00
3,8,1.5347e-01
3,9,1.5960e-01
3,10,2.6208e+00
3,11,2.7642e+00
3,12,-2.2791e-01
3,13,1.6776e+00
3,14,1.2282e+00
3,15,5.8727e-01
3,16,-1.4299e-01
3,17,-7.8745e-01
3,18,3.2478e-01
4,1,6.4281e-01
4,2,-4.0177e-01
4,3,-8.7852e-01
4,5,1.8855e-01
4,6,2.3356e+00
4,7,2.2215e-01
4,8,-4.1025e-01
4,9,-1.1293e-01
4,10,2.4829e+00
4,11,2.6908e+00
4,12,8.2762e-01
4,13,1.5031e+00
4,14,4.2763e+00
4,15,2.1055e+00
4,16,1.1641e+00
4,17,-5.1090e-01
4,18,8.5970e-01
5,1,8.9283e-01
5,2,4.7423e-01
5,3,8.9006e-01
5,4,-1.8470e+00
5,6,2.3422e+00
5,7,3.6390e-01
5,8,-5.6120e-02
5,9,-4.6623e-01
5,10,1.9924e+00
5,11,9.6591e-01
5,12,1.5967e+00
5,13,2.2298e-01
5,14,2.1198e+00
5,15,2.4838e+00
5,16,1.1453e-01
5,17,-7.2783e-01
5,18,2.0417e+00
6,1,-1.1992e+00
6,2,3.2070e+00
6,3,1.7874e+00
6,4,-1.2363e+00
6,5,-4.3152e-01
6,7,5.3842e-01
6,8,1.2344e+00
6,9,1.4849e+00
6,10,2.6060e+00
6,11,1.0898e+00
6,12,1.9227e+00
6,13,9.1998e-01
6,14,2.0562e+00
6,15,1.1575e+00
6,16,4.0855e-01
6,17,1.6705e+00
