i,j,fij
1,2,-12
1,3,-15
1,4,-18
1,5,-32
1,6,-28
1,7,-35
1,8,-40
1,9,-40
1,10,-36
1,11,-40
1,12,-46
1,13,-39
1,14,-45
1,15,-49
1,16,-43
1,17,-44
1,18,-56
1,19,-62
1,20,-66
2,3,-3
2,4,-6
2,5,-20
2,6,-16
2,7,-23
2,8,-28
2,9,-28
2,10,-24
2,11,-28
2,12,-34
2,13,-27
2,14,-33
2,15,-37
2,16,-31
2,17,-32
2,18,-44
2,19,-50
2,20,-54
3,4,-3
3,5,-17
3,6,-13
3,7,-20
3,8,-25
3,9,-25
3,10,-21
3,11,-25
3,12,-31
3,13,-24
3,14,-30
3,15,-34
3,16,-28
3,17,-29
3,18,-41
3,19,-47
3,20,-51
4,5,-14
4,6,-10
4,7,-17
4,8,-22
4,9,-22
4,10,-18
4,11,-22
4,12,-28
4,13,-21
4,14,-27
4,15,-31
4,16,-25
4,17,-26
4,18,-38
4,19,-44
4,20,-48
5,6,4
5,7,-3
5,8,-8
5,9,-8
5,10,-4
5,11,-8
5,12,-14
5,13,-7
5,14,-13
5,15,-17
5,16,-11
5,17,-12
5,18,-24
5,19,-30
5,20,-34
6,7,-7
6,8,-12
6,9,-12
6,10,-8
6,11,-12
6,12,-18
6,13,-11
6,14,-17
6,15,-21
6,16,-15
6,17,-16
6,18,-28
6,19,-34
6,20,-38
7,8,-5
7,9,-5
7,10,-1
7,11,-5
7,12,-11
7,13,-4
7,14,-10
7,15,-14
7,16,-8
7,17,-9
7,18,-21
7,19,-27
7,20,-31
8,9,0
8,10,4
8,11,0
8,12,-6
8,13,1
8,14,-5
8,15,-9
8,16,-3
8,17,-4
8,18,-16
8,19,-22
8,20,-26
9,10,4
9,11,0
9,12,-6
9,13,1
9,14,-5
9,15,-9
9,16,-3
9,17,-4
9,18,-16
9,19,-22
9,20,-26
10,11,-4
10,12,-10
10,13,-3
10,14,-9
10,15,-13
10,16,-7
10,17,-8
10,18,-20
10,19,-26
10,20,-30
11,12,-6
11,13,1
11,14,-5
11,15,-9
11,16,-3
11,17,-4
11,18,-16
11,19,-22
11,20,-26
12,13,7
12,14,1
12,15,-3
12,16,3
12,17,2
12,18,-10
12,19,-16
12,20,-20
13,14,-6
13,15,-10
13,16,-4
13,17,-5
13,18,-17
13,19,-23
13,20,-27
14,15,-4
14,16,2
14,17,1
14,18,-11
14,19,-17
14,20,-21
15,16,6
15,17,5
15,18,-7
15,19,-13
15,20,-17
16,17,-1
16,18,-13
16,19,-19
16,20,-23
17,18,-12
17,19,-18
17,20,-22
18,19,-6
18,20,-10
19,20,-4
