i,j,fij
1,2,-2
1,3,0
1,4,0
1,5,-3
1,6,-3
1,7,-2
1,8,-2
1,9,0
1,10,-2
1,11,0
1,12,-2
1,13,-3
1,14,-3
1,15,0
1,16,-2
1,17,0
1,18,-3
1,19,-3
1,20,-3
2,3,2
2,4,2
2,5,-1
2,6,-1
2,7,0
2,8,0
2,9,2
2,10,0
2,11,2
2,12,0
2,13,-1
2,14,-1
2,15,2
2,16,0
2,17,2
2,18,-1
2,19,-1
2,20,-1
3,4,0
3,5,-3
3,6,-3
3,7,-2
3,8,-2
3,9,0
3,10,-2
3,11,0
3,12,-2
3,13,-3
3,14,-3
3,15,0
3,16,-2
3,17,0
3,18,-3
3,19,-3
3,20,-3
4,5,-3
4,6,-3
4,7,-2
4,8,-2
4,9,0
4,10,-2
4,11,0
4,12,-2
4,13,-3
4,14,-3
4,15,0
4,16,-2
4,17,0
4,18,-3
4,19,-3
4,20,-3
5,6,0
5,7,1
5,8,1
5,9,3
5,10,1
5,11,3
5,12,1
5,13,0
5,14,0
5,15,3
5,16,1
5,17,3
5,18,0
5,19,0
5,20,0
6,7,1
6,8,1
6,9,3
6,10,1
6,11,3
6,12,1
6,13,0
6,14,0
6,15,3
6,16,1
6,17,3
6,18,0
6,19,0
6,20,0
7,8,0
7,9,2
7,10,0
7,11,2
7,12,0
7,13,-1
7,14,-1
7,15,2
7,16,0
7,17,2
7,18,-1
7,19,-1
7,20,-1
8,9,2
8,10,0
8,11,2
8,12,0
8,13,-1
8,14,-1
8,15,2
8,16,0
8,17,2
8,18,-1
8,19,-1
8,20,-1
9,10,-2
9,11,0
9,12,-2
9,13,-3
9,14,-3
9,15,0
9,16,-2
9,17,0
9,18,-3
9,19,-3
9,20,-3
10,11,2
10,12,0
10,13,-1
10,14,-1
10,15,2
10,16,0
10,17,2
10,18,-1
10,19,-1
10,20,-1
11,12,-2
11,13,-3
11,14,-3
11,15,0
11,16,-2
11,17,0
11,18,-3
11,19,-3
11,20,-3
12,13,-1
12,14,-1
12,15,2
12,16,0
12,17,2
12,18,-1
12,19,-1
12,20,-1
13,14,0
13,15,3
13,16,1
13,17,3
13,18,0
13,19,0
13,20,0
14,15,3
14,16,1
14,17,3
14,18,0
14,19,0
14,20,0
15,16,-2
15,17,0
15,18,-3
15,19,-3
15,20,-3
16,17,2
16,18,-1
16,19,-1
16,20,-1
17,18,-3
17,19,-3
17,20,-3
18,19,0
18,20,0
19,20,0
