i,j,fij
1,2,-9
1,3,-13
1,4,-14
1,5,-29
1,6,-30
1,7,-30
1,8,-37
1,9,-36
1,10,-32
1,11,-42
1,12,-40
1,13,-36
1,14,-44
1,15,-48
1,16,-40
1,17,-40
1,18,-56
1,19,-55
1,20,-59
2,3,-4
2,4,-5
2,5,-20
2,6,-21
2,7,-21
2,8,-28
2,9,-27
2,10,-23
2,11,-33
2,12,-31
2,13,-27
2,14,-35
2,15,-39
2,16,-31
2,17,-31
2,18,-47
2,19,-46
2,20,-50
3,4,-1
3,5,-16
3,6,-17
3,7,-17
3,8,-24
3,9,-23
3,10,-19
3,11,-29
3,12,-27
3,13,-23
3,14,-31
3,15,-35
3,16,-27
3,17,-27
3,18,-43
3,19,-42
3,20,-46
4,5,-15
4,6,-16
4,7,-16
4,8,-23
4,9,-22
4,10,-18
4,11,-28
4,12,-26
4,13,-22
4,14,-30
4,15,-34
4,16,-26
4,17,-26
4,18,-42
4,19,-41
4,20,-45
5,6,-1
5,7,-1
5,8,-8
5,9,-7
5,10,-3
5,11,-13
5,12,-11
5,13,-7
5,14,-15
5,15,-19
5,16,-11
5,17,-11
5,18,-27
5,19,-26
5,20,-30
6,7,0
6,8,-7
6,9,-6
6,10,-2
6,11,-12
6,12,-10
6,13,-6
6,14,-14
6,15,-18
6,16,-10
6,17,-10
6,18,-26
6,19,-25
6,20,-29
7,8,-7
7,9,-6
7,10,-2
7,11,-12
7,12,-10
7,13,-6
7,14,-14
7,15,-18
7,16,-10
7,17,-10
7,18,-26
7,19,-25
7,20,-29
8,9,1
8,10,5
8,11,-5
8,12,-3
8,13,1
8,14,-7
8,15,-11
8,16,-3
8,17,-3
8,18,-19
8,19,-18
8,20,-22
9,10,4
9,11,-6
9,12,-4
9,13,0
9,14,-8
9,15,-12
9,16,-4
9,17,-4
9,18,-20
9,19,-19
9,20,-23
10,11,-10
10,12,-8
10,13,-4
10,14,-12
10,15,-16
10,16,-8
10,17,-8
10,18,-24
10,19,-23
10,20,-27
11,12,2
11,13,6
11,14,-2
11,15,-6
11,16,2
11,17,2
11,18,-14
11,19,-13
11,20,-17
12,13,4
12,14,-4
12,15,-8
12,16,0
12,17,0
12,18,-16
12,19,-15
12,20,-19
13,14,-8
13,15,-12
13,16,-4
13,17,-4
13,18,-20
13,19,-19
13,20,-23
14,15,-4
14,16,4
14,17,4
14,18,-12
14,19,-11
14,20,-15
15,16,8
15,17,8
15,18,-8
15,19,-7
15,20,-11
16,17,0
16,18,-16
16,19,-15
16,20,-19
17,18,-16
17,19,-15
17,20,-19
18,19,1
18,20,-3
19,20,-4
