i,j,fij
1,2,-11
1,3,-19
1,4,-14
1,5,-20
1,6,-27
1,7,-22
1,8,-27
1,9,-25
1,10,-27
1,11,-31
1,12,-30
1,13,-26
1,14,-35
1,15,-36
1,16,-27
1,17,-29
1,18,-38
1,19,-40
1,20,-42
2,3,-8
2,4,-3
2,5,-9
2,6,-16
2,7,-11
2,8,-16
2,9,-14
2,10,-16
2,11,-20
2,12,-19
2,13,-15
2,14,-24
2,15,-25
2,16,-16
2,17,-18
2,18,-27
2,19,-29
2,20,-31
3,4,5
3,5,-1
3,6,-8
3,7,-3
3,8,-8
3,9,-6
3,10,-8
3,11,-12
3,12,-11
3,13,-7
3,14,-16
3,15,-17
3,16,-8
3,17,-10
3,18,-19
3,19,-21
3,20,-23
4,5,-6
4,6,-13
4,7,-8
4,8,-13
4,9,-11
4,10,-13
4,11,-17
4,12,-16
4,13,-12
4,14,-21
4,15,-22
4,16,-13
4,17,-15
4,18,-24
4,19,-26
4,20,-28
5,6,-7
5,7,-2
5,8,-7
5,9,-5
5,10,-7
5,11,-11
5,12,-10
5,13,-6
5,14,-15
5,15,-16
5,16,-7
5,17,-9
5,18,-18
5,19,-20
5,20,-22
6,7,5
6,8,0
6,9,2
6,10,0
6,11,-4
6,12,-3
6,13,1
6,14,-8
6,15,-9
6,16,0
6,17,-2
6,18,-11
6,19,-13
6,20,-15
7,8,-5
7,9,-3
7,10,-5
7,11,-9
7,12,-8
7,13,-4
7,14,-13
7,15,-14
7,16,-5
7,17,-7
7,18,-16
7,19,-18
7,20,-20
8,9,2
8,10,0
8,11,-4
8,12,-3
8,13,1
8,14,-8
8,15,-9
8,16,0
8,17,-2
8,18,-11
8,19,-13
8,20,-15
9,10,-2
9,11,-6
9,12,-5
9,13,-1
9,14,-10
9,15,-11
9,16,-2
9,17,-4
9,18,-13
9,19,-15
9,20,-17
10,11,-4
10,12,-3
10,13,1
10,14,-8
10,15,-9
10,16,0
10,17,-2
10,18,-11
10,19,-13
10,20,-15
11,12,1
11,13,5
11,14,-4
11,15,-5
11,16,4
11,17,2
11,18,-7
11,19,-9
11,20,-11
12,13,4
12,14,-5
12,15,-6
12,16,3
12,17,1
12,18,-8
12,19,-10
12,20,-12
13,14,-9
13,15,-10
13,16,-1
13,17,-3
13,18,-12
13,19,-14
13,20,-16
14,15,-1
14,16,8
14,17,6
14,18,-3
14,19,-5
14,20,-7
15,16,9
15,17,7
15,18,-2
15,19,-4
15,20,-6
16,17,-2
16,18,-11
16,19,-13
16,20,-15
17,18,-9
17,19,-11
17,20,-13
18,19,-2
18,20,-4
19,20,-2
