i,j,fij
1,2,-6
1,3,-8
1,4,-5
1,5,-15
1,6,-18
1,7,-8
1,8,-17
1,9,-19
1,10,-19
1,11,-17
1,12,-20
1,13,-18
1,14,-27
1,15,-20
1,16,-22
1,17,-16
1,18,-24
1,19,-26
1,20,-28
2,3,-2
2,4,1
2,5,-9
2,6,-12
2,7,-2
2,8,-11
2,9,-13
2,10,-13
2,11,-11
2,12,-14
2,13,-12
2,14,-21
2,15,-14
2,16,-16
2,17,-10
2,18,-18
2,19,-20
2,20,-22
3,4,3
3,5,-7
3,6,-10
3,7,0
3,8,-9
3,9,-11
3,10,-11
3,11,-9
3,12,-12
3,13,-10
3,14,-19
3,15,-12
3,16,-14
3,17,-8
3,18,-16
3,19,-18
3,20,-20
4,5,-10
4,6,-13
4,7,-3
4,8,-12
4,9,-14
4,10,-14
4,11,-12
4,12,-15
4,13,-13
4,14,-22
4,15,-15
4,16,-17
4,17,-11
4,18,-19
4,19,-21
4,20,-23
5,6,-3
5,7,7
5,8,-2
5,9,-4
5,10,-4
5,11,-2
5,12,-5
5,13,-3
5,14,-12
5,15,-5
5,16,-7
5,17,-1
5,18,-9
5,19,-11
5,20,-13
6,7,10
6,8,1
6,9,-1
6,10,-1
6,11,1
6,12,-2
6,13,0
6,14,-9
6,15,-2
6,16,-4
6,17,2
6,18,-6
6,19,-8
6,20,-10
7,8,-9
7,9,-11
7,10,-11
7,11,-9
7,12,-12
7,13,-10
7,14,-19
7,15,-12
7,16,-14
7,17,-8
7,18,-16
7,19,-18
7,20,-20
8,9,-2
8,10,-2
8,11,0
8,12,-3
8,13,-1
8,14,-10
8,15,-3
8,16,-5
8,17,1
8,18,-7
8,19,-9
8,20,-11
9,10,0
9,11,2
9,12,-1
9,13,1
9,14,-8
9,15,-1
9,16,-3
9,17,3
9,18,-5
9,19,-7
9,20,-9
10,11,2
10,12,-1
10,13,1
10,14,-8
10,15,-1
10,16,-3
10,17,3
10,18,-5
10,19,-7
10,20,-9
11,12,-3
11,13,-1
11,14,-10
11,15,-3
11,16,-5
11,17,1
11,18,-7
11,19,-9
11,20,-11
12,13,2
12,14,-7
12,15,0
12,16,-2
12,17,4
12,18,-4
12,19,-6
12,20,-8
13,14,-9
13,15,-2
13,16,-4
13,17,2
13,18,-6
13,19,-8
13,20,-10
14,15,7
14,16,5
14,17,11
14,18,3
14,19,1
14,20,-1
15,16,-2
15,17,4
15,18,-4
15,19,-6
15,20,-8
16,17,6
16,18,-2
16,19,-4
16,20,-6
17,18,-8
17,19,-10
17,20,-12
18,19,-2
18,20,-4
19,20,-2
