i,j,fij
1,2,-8
1,3,-8
1,4,-4
1,5,-11
1,6,-14
1,7,-12
1,8,-18
1,9,-23
1,10,-16
1,11,-14
1,12,-18
1,13,-17
1,14,-25
1,15,-19
1,16,-20
1,17,-14
1,18,-20
1,19,-25
1,20,-27
2,3,0
2,4,4
2,5,-3
2,6,-6
2,7,-4
2,8,-10
2,9,-15
2,10,-8
2,11,-6
2,12,-10
2,13,-9
2,14,-17
2,15,-11
2,16,-12
2,17,-6
2,18,-12
2,19,-17
2,20,-19
3,4,4
3,5,-3
3,6,-6
3,7,-4
3,8,-10
3,9,-15
3,10,-8
3,11,-6
3,12,-10
3,13,-9
3,14,-17
3,15,-11
3,16,-12
3,17,-6
3,18,-12
3,19,-17
3,20,-19
4,5,-7
4,6,-10
4,7,-8
4,8,-14
4,9,-19
4,10,-12
4,11,-10
4,12,-14
4,13,-13
4,14,-21
4,15,-15
4,16,-16
4,17,-10
4,18,-16
4,19,-21
4,20,-23
5,6,-3
5,7,-1
5,8,-7
5,9,-12
5,10,-5
5,11,-3
5,12,-7
5,13,-6
5,14,-14
5,15,-8
5,16,-9
5,17,-3
5,18,-9
5,19,-14
5,20,-16
6,7,2
6,8,-4
6,9,-9
6,10,-2
6,11,0
6,12,-4
6,13,-3
6,14,-11
6,15,-5
6,16,-6
6,17,0
6,18,-6
6,19,-11
6,20,-13
7,8,-6
7,9,-11
7,10,-4
7,11,-2
7,12,-6
7,13,-5
7,14,-13
7,15,-7
7,16,-8
7,17,-2
7,18,-8
7,19,-13
7,20,-15
8,9,-5
8,10,2
8,11,4
8,12,0
8,13,1
8,14,-7
8,15,-1
8,16,-2
8,17,4
8,18,-2
8,19,-7
8,20,-9
9,10,7
9,11,9
9,12,5
9,13,6
9,14,-2
9,15,4
9,16,3
9,17,9
9,18,3
9,19,-2
9,20,-4
10,11,2
10,12,-2
10,13,-1
10,14,-9
10,15,-3
10,16,-4
10,17,2
10,18,-4
10,19,-9
10,20,-11
11,12,-4
11,13,-3
11,14,-11
11,15,-5
11,16,-6
11,17,0
11,18,-6
11,19,-11
11,20,-13
12,13,1
12,14,-7
12,15,-1
12,16,-2
12,17,4
12,18,-2
12,19,-7
12,20,-9
13,14,-8
13,15,-2
13,16,-3
13,17,3
13,18,-3
13,19,-8
13,20,-10
14,15,6
14,16,5
14,17,11
14,18,5
14,19,0
14,20,-2
15,16,-1
15,17,5
15,18,-1
15,19,-6
15,20,-8
16,17,6
16,18,0
16,19,-5
16,20,-7
17,18,-6
17,19,-11
17,20,-13
18,19,-5
18,20,-7
19,20,-2
