i,j,fij
1,2,-4
1,3,-4
1,4,-6
1,5,-6
1,6,-6
1,7,-2
1,8,-8
1,9,-6
1,10,-8
1,11,-3
1,12,-8
1,13,-9
1,14,-12
1,15,-6
1,16,-5
1,17,-6
1,18,-11
1,19,-6
1,20,-12
2,3,0
2,4,-2
2,5,-2
2,6,-2
2,7,2
2,8,-4
2,9,-2
2,10,-4
2,11,1
2,12,-4
2,13,-5
2,14,-8
2,15,-2
2,16,-1
2,17,-2
2,18,-7
2,19,-2
2,20,-8
3,4,-2
3,5,-2
3,6,-2
3,7,2
3,8,-4
3,9,-2
3,10,-4
3,11,1
3,12,-4
3,13,-5
3,14,-8
3,15,-2
3,16,-1
3,17,-2
3,18,-7
3,19,-2
3,20,-8
4,5,0
4,6,0
4,7,4
4,8,-2
4,9,0
4,10,-2
4,11,3
4,12,-2
4,13,-3
4,14,-6
4,15,0
4,16,1
4,17,0
4,18,-5
4,19,0
4,20,-6
5,6,0
5,7,4
5,8,-2
5,9,0
5,10,-2
5,11,3
5,12,-2
5,13,-3
5,14,-6
5,15,0
5,16,1
5,17,0
5,18,-5
5,19,0
5,20,-6
6,7,4
6,8,-2
6,9,0
6,10,-2
6,11,3
6,12,-2
6,13,-3
6,14,-6
6,15,0
6,16,1
6,17,0
6,18,-5
6,19,0
6,20,-6
7,8,-6
7,9,-4
7,10,-6
7,11,-1
7,12,-6
7,13,-7
7,14,-10
7,15,-4
7,16,-3
7,17,-4
7,18,-9
7,19,-4
7,20,-10
8,9,2
8,10,0
8,11,5
8,12,0
8,13,-1
8,14,-4
8,15,2
8,16,3
8,17,2
8,18,-3
8,19,2
8,20,-4
9,10,-2
9,11,3
9,12,-2
9,13,-3
9,14,-6
9,15,0
9,16,1
9,17,0
9,18,-5
9,19,0
9,20,-6
10,11,5
10,12,0
10,13,-1
10,14,-4
10,15,2
10,16,3
10,17,2
10,18,-3
10,19,2
10,20,-4
11,12,-5
11,13,-6
11,14,-9
11,15,-3
11,16,-2
11,17,-3
11,18,-8
11,19,-3
11,20,-9
12,13,-1
12,14,-4
12,15,2
12,16,3
12,17,2
12,18,-3
12,19,2
12,20,-4
13,14,-3
13,15,3
13,16,4
13,17,3
13,18,-2
13,19,3
13,20,-3
14,15,6
14,16,7
14,17,6
14,18,1
14,19,6
14,20,0
15,16,1
15,17,0
15,18,-5
15,19,0
15,20,-6
16,17,-1
16,18,-6
16,19,-1
16,20,-7
17,18,-5
17,19,0
17,20,-6
18,19,5
18,20,-1
19,20,-6
