i,j,fij
1,2,-7
1,3,-17
1,4,-16
1,5,-22
1,6,-26
1,7,-23
1,8,-29
1,9,-24
1,10,-25
1,11,-33
1,12,-33
1,13,-27
1,14,-34
1,15,-39
1,16,-31
1,17,-30
1,18,-42
1,19,-41
1,20,-46
2,3,-10
2,4,-9
2,5,-15
2,6,-19
2,7,-16
2,8,-22
2,9,-17
2,10,-18
2,11,-26
2,12,-26
2,13,-20
2,14,-27
2,15,-32
2,16,-24
2,17,-23
2,18,-35
2,19,-34
2,20,-39
3,4,1
3,5,-5
3,6,-9
3,7,-6
3,8,-12
3,9,-7
3,10,-8
3,11,-16
3,12,-16
3,13,-10
3,14,-17
3,15,-22
3,16,-14
3,17,-13
3,18,-25
3,19,-24
3,20,-29
4,5,-6
4,6,-10
4,7,-7
4,8,-13
4,9,-8
4,10,-9
4,11,-17
4,12,-17
4,13,-11
4,14,-18
4,15,-23
4,16,-15
4,17,-14
4,18,-26
4,19,-25
4,20,-30
5,6,-4
5,7,-1
5,8,-7
5,9,-2
5,10,-3
5,11,-11
5,12,-11
5,13,-5
5,14,-12
5,15,-17
5,16,-9
5,17,-8
5,18,-20
5,19,-19
5,20,-24
6,7,3
6,8,-3
6,9,2
6,10,1
6,11,-7
6,12,-7
6,13,-1
6,14,-8
6,15,-13
6,16,-5
6,17,-4
6,18,-16
6,19,-15
6,20,-20
7,8,-6
7,9,-1
7,10,-2
7,11,-10
7,12,-10
7,13,-4
7,14,-11
7,15,-16
7,16,-8
7,17,-7
7,18,-19
7,19,-18
7,20,-23
8,9,5
8,10,4
8,11,-4
8,12,-4
8,13,2
8,14,-5
8,15,-10
8,16,-2
8,17,-1
8,18,-13
8,19,-12
8,20,-17
9,10,-1
9,11,-9
9,12,-9
9,13,-3
9,14,-10
9,15,-15
9,16,-7
9,17,-6
9,18,-18
9,19,-17
9,20,-22
10,11,-8
10,12,-8
10,13,-2
10,14,-9
10,15,-14
10,16,-6
10,17,-5
10,18,-17
10,19,-16
10,20,-21
11,12,0
11,13,6
11,14,-1
11,15,-6
11,16,2
11,17,3
11,18,-9
11,19,-8
11,20,-13
12,13,6
12,14,-1
12,15,-6
12,16,2
12,17,3
12,18,-9
12,19,-8
12,20,-13
13,14,-7
13,15,-12
13,16,-4
13,17,-3
13,18,-15
13,19,-14
13,20,-19
14,15,-5
14,16,3
14,17,4
14,18,-8
14,19,-7
14,20,-12
15,16,8
15,17,9
15,18,-3
15,19,-2
15,20,-7
16,17,1
16,18,-11
16,19,-10
16,20,-15
17,18,-12
17,19,-11
17,20,-16
18,19,1
18,20,-4
19,20,-5
