i,j,fij
1,2,-11
1,3,-15
1,4,-17
1,5,-34
1,6,-30
1,7,-35
1,8,-42
1,9,-42
1,10,-38
1,11,-42
1,12,-45
1,13,-39
1,14,-44
1,15,-51
1,16,-43
1,17,-43
1,18,-56
1,19,-61
1,20,-65
2,3,-4
2,4,-6
2,5,-23
2,6,-19
2,7,-24
2,8,-31
2,9,-31
2,10,-27
2,11,-31
2,12,-34
2,13,-28
2,14,-33
2,15,-40
2,16,-32
2,17,-32
2,18,-45
2,19,-50
2,20,-54
3,4,-2
3,5,-19
3,6,-15
3,7,-20
3,8,-27
3,9,-27
3,10,-23
3,11,-27
3,12,-30
3,13,-24
3,14,-29
3,15,-36
3,16,-28
3,17,-28
3,18,-41
3,19,-46
3,20,-50
4,5,-17
4,6,-13
4,7,-18
4,8,-25
4,9,-25
4,10,-21
4,11,-25
4,12,-28
4,13,-22
4,14,-27
4,15,-34
4,16,-26
4,17,-26
4,18,-39
4,19,-44
4,20,-48
5,6,4
5,7,-1
5,8,-8
5,9,-8
5,10,-4
5,11,-8
5,12,-11
5,13,-5
5,14,-10
5,15,-17
5,16,-9
5,17,-9
5,18,-22
5,19,-27
5,20,-31
6,7,-5
6,8,-12
6,9,-12
6,10,-8
6,11,-12
6,12,-15
6,13,-9
6,14,-14
6,15,-21
6,16,-13
6,17,-13
6,18,-26
6,19,-31
6,20,-35
7,8,-7
7,9,-7
7,10,-3
7,11,-7
7,12,-10
7,13,-4
7,14,-9
7,15,-16
7,16,-8
7,17,-8
7,18,-21
7,19,-26
7,20,-30
8,9,0
8,10,4
8,11,0
8,12,-3
8,13,3
8,14,-2
8,15,-9
8,16,-1
8,17,-1
8,18,-14
8,19,-19
8,20,-23
9,10,4
9,11,0
9,12,-3
9,13,3
9,14,-2
9,15,-9
9,16,-1
9,17,-1
9,18,-14
9,19,-19
9,20,-23
10,11,-4
10,12,-7
10,13,-1
10,14,-6
10,15,-13
10,16,-5
10,17,-5
10,18,-18
10,19,-23
10,20,-27
11,12,-3
11,13,3
11,14,-2
11,15,-9
11,16,-1
11,17,-1
11,18,-14
11,19,-19
11,20,-23
12,13,6
12,14,1
12,15,-6
12,16,2
12,17,2
12,18,-11
12,19,-16
12,20,-20
13,14,-5
13,15,-12
13,16,-4
13,17,-4
13,18,-17
13,19,-22
13,20,-26
14,15,-7
14,16,1
14,17,1
14,18,-12
14,19,-17
14,20,-21
15,16,8
15,17,8
15,18,-5
15,19,-10
15,20,-14
16,17,0
16,18,-13
16,19,-18
16,20,-22
17,18,-13
17,19,-18
17,20,-22
18,19,-5
18,20,-9
19,20,-4
