i,j,fij
1,2,-2
1,3,-2
1,4,-2
1,5,-6
1,6,-3
1,7,-2
1,8,-5
1,9,-3
1,10,-2
1,11,0
1,12,-5
1,13,-6
1,14,-6
1,15,-2
1,16,-2
1,17,0
1,18,-5
1,19,-6
1,20,-6
2,3,0
2,4,0
2,5,-4
2,6,-1
2,7,0
2,8,-3
2,9,-1
2,10,0
2,11,2
2,12,-3
2,13,-4
2,14,-4
2,15,0
2,16,0
2,17,2
2,18,-3
2,19,-4
2,20,-4
3,4,0
3,5,-4
3,6,-1
3,7,0
3,8,-3
3,9,-1
3,10,0
3,11,2
3,12,-3
3,13,-4
3,14,-4
3,15,0
3,16,0
3,17,2
3,18,-3
3,19,-4
3,20,-4
4,5,-4
4,6,-1
4,7,0
4,8,-3
4,9,-1
4,10,0
4,11,2
4,12,-3
4,13,-4
4,14,-4
4,15,0
4,16,0
4,17,2
4,18,-3
4,19,-4
4,20,-4
5,6,3
5,7,4
5,8,1
5,9,3
5,10,4
5,11,6
5,12,1
5,13,0
5,14,0
5,15,4
5,16,4
5,17,6
5,18,1
5,19,0
5,20,0
6,7,1
6,8,-2
6,9,0
6,10,1
6,11,3
6,12,-2
6,13,-3
6,14,-3
6,15,1
6,16,1
6,17,3
6,18,-2
6,19,-3
6,20,-3
7,8,-3
7,9,-1
7,10,0
7,11,2
7,12,-3
7,13,-4
7,14,-4
7,15,0
7,16,0
7,17,2
7,18,-3
7,19,-4
7,20,-4
8,9,2
8,10,3
8,11,5
8,12,0
8,13,-1
8,14,-1
8,15,3
8,16,3
8,17,5
8,18,0
8,19,-1
8,20,-1
9,10,1
9,11,3
9,12,-2
9,13,-3
9,14,-3
9,15,1
9,16,1
9,17,3
9,18,-2
9,19,-3
9,20,-3
10,11,2
10,12,-3
10,13,-4
10,14,-4
10,15,0
10,16,0
10,17,2
10,18,-3
10,19,-4
10,20,-4
11,12,-5
11,13,-6
11,14,-6
11,15,-2
11,16,-2
11,17,0
11,18,-5
11,19,-6
11,20,-6
12,13,-1
12,14,-1
12,15,3
12,16,3
12,17,5
12,18,0
12,19,-1
12,20,-1
13,14,0
13,15,4
13,16,4
13,17,6
13,18,1
13,19,0
13,20,0
14,15,4
14,16,4
14,17,6
14,18,1
14,19,0
14,20,0
15,16,0
15,17,2
15,18,-3
15,19,-4
15,20,-4
16,17,2
16,18,-3
16,19,-4
16,20,-4
17,18,-5
17,19,-6
17,20,-6
18,19,-1
18,20,-1
19,20,0
