i,j,fij
1,2,-14
1,3,-17
1,4,-20
1,5,-32
1,6,-33
1,7,-35
1,8,-40
1,9,-42
1,10,-42
1,11,-44
1,12,-43
1,13,-44
1,14,-46
1,15,-47
1,16,-50
1,17,-50
1,18,-64
1,19,-71
1,20,-73
2,3,-3
2,4,-6
2,5,-18
2,6,-19
2,7,-21
2,8,-26
2,9,-28
2,10,-28
2,11,-30
2,12,-29
2,13,-30
2,14,-32
2,15,-33
2,16,-36
2,17,-36
2,18,-50
2,19,-57
2,20,-59
3,4,-3
3,5,-15
3,6,-16
3,7,-18
3,8,-23
3,9,-25
3,10,-25
3,11,-27
3,12,-26
3,13,-27
3,14,-29
3,15,-30
3,16,-33
3,17,-33
3,18,-47
3,19,-54
3,20,-56
4,5,-12
4,6,-13
4,7,-15
4,8,-20
4,9,-22
4,10,-22
4,11,-24
4,12,-23
4,13,-24
4,14,-26
4,15,-27
4,16,-30
4,17,-30
4,18,-44
4,19,-51
4,20,-53
5,6,-1
5,7,-3
5,8,-8
5,9,-10
5,10,-10
5,11,-12
5,12,-11
5,13,-12
5,14,-14
5,15,-15
5,16,-18
5,17,-18
5,18,-32
5,19,-39
5,20,-41
6,7,-2
6,8,-7
6,9,-9
6,10,-9
6,11,-11
6,12,-10
6,13,-11
6,14,-13
6,15,-14
6,16,-17
6,17,-17
6,18,-31
6,19,-38
6,20,-40
7,8,-5
7,9,-7
7,10,-7
7,11,-9
7,12,-8
7,13,-9
7,14,-11
7,15,-12
7,16,-15
7,17,-15
7,18,-29
7,19,-36
7,20,-38
8,9,-2
8,10,-2
8,11,-4
8,12,-3
8,13,-4
8,14,-6
8,15,-7
8,16,-10
8,17,-10
8,18,-24
8,19,-31
8,20,-33
9,10,0
9,11,-2
9,12,-1
9,13,-2
9,14,-4
9,15,-5
9,16,-8
9,17,-8
9,18,-22
9,19,-29
9,20,-31
10,11,-2
10,12,-1
10,13,-2
10,14,-4
10,15,-5
10,16,-8
10,17,-8
10,18,-22
10,19,-29
10,20,-31
11,12,1
11,13,0
11,14,-2
11,15,-3
11,16,-6
11,17,-6
11,18,-20
11,19,-27
11,20,-29
12,13,-1
12,14,-3
12,15,-4
12,16,-7
12,17,-7
12,18,-21
12,19,-28
12,20,-30
13,14,-2
13,15,-3
13,16,-6
13,17,-6
13,18,-20
13,19,-27
13,20,-29
14,15,-1
14,16,-4
14,17,-4
14,18,-18
14,19,-25
14,20,-27
15,16,-3
15,17,-3
15,18,-17
15,19,-24
15,20,-26
16,17,0
16,18,-14
16,19,-21
16,20,-23
17,18,-14
17,19,-21
17,20,-23
18,19,-7
18,20,-9
19,20,-2
